id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name	pc1	pc2
NM_001039824	NM_001039824	chr9	21067520	21073514	-	775.0	1	Fdx1l|B230118G17Rik|-|9 A3|9|protein-coding	61.321000000000005	45.605	33.986	58.508	24.215	Fdx1l	0.0022063496625001552	0.007794904138239434
NM_026794	NM_026794	chr9	121710389	121712921	+	512.0	1	Deb1|1110020I04Rik|AI463209|Ss18l2|-|9 F4|9|protein-coding	26.111	26.041	19.092	31.543000000000003	13.329	Deb1	0.0010117417967902668	0.002081867873015587
NM_030266	NM_030266	chr1	37299838	37410740	+	5720.0	1	Inpp4a|107kDa|9630012D15|D130048C09Rik|R74740|-|1 B|1 15.46 cM|protein-coding	4.345	4.476	7.515	5.483	10.954	Inpp4a	-0.00039643477355573887	0.0002475724619589169
NM_028604	NM_028604	chr10	30534225	30600749	-	2344.0	1	Trmt11|2410075D05Rik|3110045I18Rik|AW213713|-|10 A4|10|protein-coding	14.106	12.689	8.602	13.564	3.375	Trmt11	0.000674857613021004	0.00047697313978900226
NM_029368	NM_029368	chr1	44086617	44102388	-	1255.0	1	Tex30|1700029F09Rik|3110030D08Rik|-|1 C1|1|protein-coding	26.647	23.541999999999998	21.998	33.107	5.726	Tex30	0.0015558094681640655	0.0008631154546252581
NM_001099793	NM_001099793	chr12	111678105	111683902	+	1986.0	1	Trmt61a|6720458F09Rik|AI606093|Gcd14|Trm61|-|12 F1|12|protein-coding	46.993	28.165	20.202	34.493	10.022	Trmt61a	0.001861396475327812	0.005638540645755363
NM_019816	NM_019816	chr11	84422856	84513501	-	1785.0	1	Aatf|4933415H02Rik|5830465M17Rik|Che-1|Trb|RP24-211A17.1|11|11 B5|protein-coding	41.79	33.48	24.561999999999998	39.106	12.136	Aatf	0.0017881589840194004	0.0030421780185600285
NM_026551	NM_026551	chr11	102994056	103017147	-	1707.0	1	Dcakd|3010024O21Rik|6720485C15Rik|AI849483|RP23-463E7.9|11 E1|11|protein-coding	14.215	14.42	9.704	13.504000000000001	5.936	Dcakd	0.0005223607185469892	7.022320601405198e-06
NM_026976	NM_026976	chr1	130865777	130880790	+	1481.0	1	Faim3|1810037B05Rik|FcmuR|Toso|-|1 E4|1|protein-coding	6.48	8.79	9.804	3.659	39.202	Faim3	-0.002224551521559609	0.0031079293912650123
NM_054089	NM_054089	chr4	3574879	3616623	+	4312.0	1	Tgs1|D4Ertd800e|Ncoa6ip|Pimt|RP23-196C23.4|4 A1|4 1.99 cM|protein-coding	17.319000000000003	15.505999999999998	13.175	16.657	7.482	Tgs1	0.0006093597734417471	0.00018286951620936562
NM_025895	NM_025895	chr5	45520229	45529284	+	4562.0	1	Med28|1500003D12Rik|AI451633|AU045690|Eg1|FKSG20|magicin|Fksg20|5 B3|5|protein-coding	21.761999999999997	23.078000000000003	18.692	23.101999999999997	11.48	Med28	0.0007301248938889831	-0.0006390374011545573
NM_145600	NM_145600	chr8	82763620	82774126	-	1630.0	1	Zfp330|BC008086|Noa36|Znf330|-|8 C2|8|protein-coding	21.725	16.577	13.625	17.045	7.517	Zfp330	0.0007383353975444742	0.0007299500888975272
NM_011682	NM_011682	chr10	12382188	12861735	-	12306.0	1	Utrn|AA589569|DRP|Dmdl|-|10 A1|10 3.77 cM|protein-coding	10.23	9.681000000000001	16.159000000000002	9.21	28.039	Utrn	-0.0012078453523676606	0.0007474403571531517
NM_001167743	NM_001167743	chr11	83002158	83020722	-	3077.0	1	Slfn8|-|RP23-392I13.9|11 C|11|protein-coding	11.780999999999999	9.652999999999999	11.325	8.231	18.65	Slfn8	-0.0005845518447169665	0.0009912000422698049
NM_026130	NM_026130	chr9	35211203	35217003	+	2918.0	1	Srpr|1300011P19Rik|D11Mgi27|-|9|9 A5.3|protein-coding	44.996	41.231	30.051	41.43	17.983	Srpr	0.0016262397944741555	0.0010347447261295217
NM_026683	NM_026683	chr1	155558120	155572287	+	986.0	1	Acbd6|0610010G04Rik|2610100E10Rik|-|1 G3|1|protein-coding	58.31399999999999	54.888999999999996	40.443000000000005	55.881	26.636	Acbd6	0.001971326376589061	0.001579571077149044
NM_009439	NM_009439	chr11	98682554	98695978	+	2133.0	1	Psmd3|AI255837|AntP91a|D11Bwg1349e|Psd3|Tstap91a|RP23-395E10.2|11 D|11 62.39 cM|protein-coding	103.85600000000001	93.041	68.357	114.014	46.488	Psmd3	0.003994083781551842	0.009760381031897426
NM_027541	NM_027541	chr3	95830622	95855753	-	2714.0	1	Prpf3|3632413F13Rik|-|3|3 F2|protein-coding	27.053	24.491	20.48	29.248	9.791	Prpf3	0.0011822253597230732	0.0008606685886058707
NM_026376	NM_026376	chr6	115954811	115995005	-	6869.0	1	Plxnd1|6230425C21Rik|b2b1863Clo|b2b553Clo|-|6 E3|6|protein-coding	5.271	7.0920000000000005	5.263	6.149	13.503	Plxnd1	-0.0004986308714195086	0.0012241181312966933
NM_146012	NM_146012	chr10	126995613	126999975	+	4131.0	1	Ctdsp2|AI586070|D10Ertd73e|OS-4|OS4|SCP2|-|10 D3|10 74.35 cM|protein-coding	18.829	18.687	28.9	19.6	50.235	Ctdsp2	-0.002040984175450076	0.001991185982970776
NM_197989	NM_197989	chr11	78750506	78751729	-	1221.0	1	Fam58b|1810009O10Rik|Fam58a|RP23-404C20.1|11 B5|11|protein-coding	23.476999999999997	21.386999999999997	18.222	19.234	11.432	Fam58b	0.0006375045216292973	-0.0007608641232102868
NM_175004	NM_175004	chr11	86683983	86692323	+	2994.0	1	Ptrh2|A230072I16Rik|Bit1|CGI-147|RP23-366M19.2|11 C|11|protein-coding	14.991	14.927	9.754	14.867	3.972	Ptrh2	0.000718976825069246	4.924748043095543e-05
NM_008800	NM_008800	chr15	103503034	103530056	+	3204.0	1	Pde1b|Pde1b1|-|15 F3|15|protein-coding	5.742000000000001	6.858	9.65	8.232000000000001	13.585999999999999	Pde1b	-0.0004257650264088172	0.00029446939778339336
NM_007998	NM_007998	chr18	64456550	64489066	-	2888.0	1	Fech|AI894116|Fcl|fch|-|18 E1|18 37.43 cM|protein-coding	5.558	5.5729999999999995	8.61	5.542000000000001	11.135	Fech	-0.000366366731211867	-0.00020138906311143636
NM_144886	NM_144886	chr2	31670737	31681307	+	1611.0	1	Exosc2|Rrp4|RP23-65P13.1|2 B|2|protein-coding	49.452	41.161	31.557	48.24100000000001	13.222000000000001	Exosc2	0.0022683318133602443	0.0025451238034956978
NM_177778	NM_177778	chr11	115475677	115490466	+	2244.0	1	Armc7|A630084C13|BC023126|RP23-392H19.6|11 E2|11|protein-coding	9.244	8.842	12.776	7.648	20.182000000000002	Armc7	-0.0007734264876830065	0.00023350530760591826
NM_028637	NM_028637	chr2	132690283	132751055	+	1466.0	1	1110034G24Rik|-|RP23-391A14.5|2 F3|2|protein-coding	3.43	3.875	5.97	3.8939999999999997	15.094000000000001	1110034G24Rik	-0.0007486181424684728	0.0011200980348885132
NM_001276403	NM_001276403	chr3	131112791	131224357	+	2291.0	1	Lef1|3000002B05|AI451430|Lef-1|-|3 G3|3 60.78 cM|protein-coding	45.236999999999995	62.931999999999995	90.867	46.838	119.015	Lef1	-0.004635427436479947	-0.009296636993300404
NM_010422	NM_010422	chr13	97176331	97198357	-	1889.0	1	Hexb|-|-|13 D1|13 50.66 cM|protein-coding	8.697000000000001	13.155999999999999	18.014	7.8420000000000005	33.472	Hexb	-0.0016167505169130182	-0.0007362690211427115
NM_026002	NM_026002	chr15	34082719	34142385	+	3666.0	1	Mtdh|2610103J23Rik|3D3|3D3/Lyric|AEG-1|AV353288|D8Bwg1112e|Lyric|-|15 B3.3|15 13.98 cM|protein-coding	59.055	52.187	40.91	64.484	32.139	Mtdh	0.001878960753159323	0.005885802853480312
NM_153599	NM_153599	chr5	146231675	146302874	+	2571.0	1	Cdk8|-|-|5 G3|5|protein-coding	13.953	12.98	12.01	16.456	5.087	Cdk8	0.0006547992445413962	0.00018553651079627494
NM_172402	NM_172402	chr15	39094191	39112716	-	2936.0	1	Slc25a32|2610043O12Rik|Mftc|-|15 B3.1|15|protein-coding	16.757	13.946	9.459	16.342	6.586	Slc25a32	0.0006291454343610672	0.0017292664535163752
NM_021364	NM_021364	chr6	40574898	40585805	-	3737.0	1	Clec5a|Clecsf5|Ly100|MDL-1|Mdl1|-|6|6 B2|protein-coding	3.4760000000000004	6.555	7.114	3.1039999999999996	17.141	Clec5a	-0.000883938486732949	3.426586590062538e-05
NM_213614	NM_213614	chr16	18621811	18629938	-	2113.0	1	Sept5|Cdcrel-1|Cdcrel1|Pnutl1|-|16 A3|16 11.53 cM|protein-coding	2.638	5.731	7.7620000000000005	1.693	26.89	Sept5	-0.0015989487192960457	0.001192574375730541
NM_172935	NM_172935	chr17	24155833	24163733	-	1450.0	1	Amdhd2|5730457F11Rik|-|17 A3.3|17|protein-coding	7.746	6.9639999999999995	7.164	7.0520000000000005	19.111	Amdhd2	-0.000777986303752733	0.0023102010967166416
NM_182650	NM_182650	chr6	51460435	51469894	-	2132.0	1	Hnrnpa2b1|9130414A06Rik|Hnrpa2|Hnrpa2b1|hnrnp-A|-|6 B3|6|protein-coding	323.823	306.432	280.635	392.213	186.25900000000001	Hnrnpa2b1	0.011078019501795853	0.01745231367522008
NM_197979	NM_197979	chr11	4701968	4704344	-	437.0	1	Uqcr10|1110020P15Rik|AA960494|Ucrc|RP23-280J3.4|11 A1|11|protein-coding	200.333	176.201	139.076	165.769	92.87	Uqcr10	0.005738675162478997	0.0014501050211192643
NM_010796	NM_010796	chr11	70166623	70170836	+	1486.0	1	Clec10a|CD301a|M-ASGP-BP-1|Mgl|Mgl1|DN-160I24.1|11 B3|11 42.99 cM|protein-coding	0.9590000000000001	2.84	2.642	0.924	10.333	Clec10a	-0.0006017159621380654	0.00047638412421370247
NM_001291055	NM_001291055	chr13	12439402	12459316	-	2511.0	1	Lgals8|1200015E08Rik|AI326142|D13Ertd524e|Lgals-8|-|13 A1|13 4.64 cM|protein-coding	5.641	8.844	15.392000000000001	6.388999999999999	21.619	Lgals8	-0.0009965530481768248	-0.0016593220793222388
NM_010688	NM_010688	chr11	97799672	97838764	+	3424.0	1	Lasp1|AA408629|Def-4|SH3P6|Tg(Col1a1-lacZ)1Ngma|RP23-386E10.6|11 C-D|11 61.1 cM|protein-coding	34.43	51.221000000000004	58.876000000000005	32.564	84.676	Lasp1	-0.003213703243543122	-0.005977449281491559
NM_026708	NM_026708	chr11	78178658	78180819	+	1432.0	1	Tlcd1|-|RP23-185A18.3|11 B5|11|protein-coding	11.179	10.853	7.968	12.085	2.022	Tlcd1	0.0006279174062243657	-2.9848000502006134e-05
NM_010208	NM_010208	chr4	132974095	133001882	+	3327.0	1	Fgr|-|RP23-125F21.1|4 D2.3|4 66.11 cM|protein-coding	4.421	8.11	9.515	2.824	29.913	Fgr	-0.0016963562267270137	0.0010619143592048054
NM_199322	NM_199322	chr10	80755206	80794347	+	5664.0	1	Dot1l|A630076O07|AW907654|Dot1|KMT4|mDot1|-|10 C1|10|protein-coding	42.034	37.037	25.555	43.785	15.033	Dot1l	0.0017839732550959501	0.003577626059839405
NM_001289619	NM_001289619	chr6	42349828	42358562	+	2501.0	1	Zyx|9530098H06Rik|R75157|-|6 B2.1|6|protein-coding	31.15	35.74	46.556999999999995	30.048000000000002	121.34200000000001	Zyx	-0.005930662366620901	0.008603246441305046
NM_134002	NM_134002	chr10	80622780	80640771	+	2423.0	1	Csnk1g2|2810429I12Rik|AI463719|-|10 C1|10|protein-coding	39.556	42.003	49.66	36.056	92.04799999999999	Csnk1g2	-0.0035443844983104314	0.0037765096580403296
NM_198937	NM_198937	chr17	24942470	24960623	-	2599.0	1	Hn1l|2810430B18Rik|AL022629|C16orf34|D17Ertd441e|-|17 A3.3|17 12.53 cM|protein-coding	15.640999999999998	15.117	11.85	14.527000000000001	7.46	Hn1l	0.0004970898410696645	-0.0001659952089807348
NM_016756	NM_016756	chr10	128697939	128705051	-	2279.0	1	Cdk2|A630093N05Rik|-|10 D3|10|protein-coding	18.628	16.98	22.11	19.611	35.275	Cdk2	-0.0010779341898593915	0.002415588376872129
NM_010169	NM_010169	chr13	95601789	95618433	-	3292.0	1	F2r|AI482343|Cf2r|Par1|ThrR|-|13 D1|13 50.21 cM|protein-coding	9.038	4.949	5.504	8.703	11.417	F2r	-0.0002043804131458403	0.0029158508162146317
NM_001033206	NM_001033206	chr7	139248482	139267253	+	2330.0	1	Pwwp2b|AI594893|D7Ertd517e|D930023J19Rik|Pwwp2|-|7 F4|7 84.39 cM|protein-coding	2.824	12.595999999999998	11.638	2.822	2.84	Pwwp2b	8.7325121866602e-05	-0.006318759269910198
NM_013895	NM_013895	chr10	80899450	80900969	-	1220.0	1	Timm13|D10Ertd378e|Tim9|Timm9|-|10 C1|10 39.72 cM|protein-coding	81.617	72.232	54.778	80.375	24.916999999999998	Timm13	0.00360231624199216	0.0026707240724859484
NM_010740	NM_010740	chr2	148436651	148443535	-	6634.0	1	Cd93|6030404G09Rik|AA145088|AA4.1|AW555904|C1qr1|C1qrp|Ly68|RP23-70N3.4|2 G3|2 73.48 cM|protein-coding	1.725	4.013999999999999	4.47	0.8170000000000001	17.527	Cd93	-0.0010490984324711965	0.0008445145915006252
NM_139198	NM_139198	chr5	100553733	100572205	-	689.0	1	Plac8|C15|D5Wsu111e|-|5 E3|5 48.49 cM|protein-coding	84.485	79.008	82.45100000000001	88.25399999999999	174.833	Plac8	-0.00588043012895509	0.019882718599534856
NM_177782	NM_177782	chr2	166566345	166713832	-	6488.0	1	Prex1|G630042G04|P-REX1|Setd6|RP23-183N8.1|2 H3|2|protein-coding	17.705	28.691	34.375	16.35	57.261	Prex1	-0.0025468109160625995	-0.0030065550488432417
NM_008143	NM_008143	chr11	48800360	48806241	+	1244.0	1	Gnb2l1|AL033335|GB-like|Gnb2-rs1|Rack1|p205|RP23-14F5.6|11 B1.2|11|protein-coding	1792.1670000000001	1586.55	1323.109	1663.733	884.9580000000001	Gnb2l1	0.05367217118727745	0.04230707347507088
NM_010472	NM_010472	chr1	82839483	82896275	+	3122.0	1	Agfg1|AU045498|C130049H11Rik|C85612|D730048C23Rik|Hrb|RAB|Rip|-|1 C5|1|protein-coding	69.681	59.157	52.48	88.161	37.458	Agfg1	0.0026145363158368105	0.009489371722782278
NM_001290660	NM_001290660	chr2	60251993	60284484	-	1342.0	1	Cd302|1110055L24Rik|AI159627|RP23-10L17.2|2 C1.1|2|protein-coding	1.405	3.498	1.768	1.777	13.561	Cd302	-0.000770812232416588	0.0015594124108915012
NM_146200	NM_146200	chr7	126546911	126566366	-	2859.0	1	Eif3c|110kDa|3230401O13Rik|Eif3s8|NIPIL(A3)|NipilA3|Xs|Xsl|-|7 F4|7 69.14 cM|protein-coding	441.755	470.889	373.27099999999996	437.43	101.319	Eif3c	0.022510093481761435	-0.04446122308782232
NM_012057	NM_012057	chr6	29526625	29537320	+	2179.0	1	Irf5|AW491843|mirf5|-|6 A3.3|6 12.36 cM|protein-coding	17.271	32.748000000000005	21.21	21.804000000000002	52.886	Irf5	-0.0020664234598843484	0.001733514212768215
NM_001001884	NM_001001884	chr15	99422034	99457748	-	4839.0	1	Nckap5l|C230021P08Rik|-|15 F1|15|protein-coding	3.733	3.7910000000000004	4.953	3.345	11.687999999999999	Nckap5l	-0.0005354356785411971	0.0008283738122414063
NM_144515	NM_144515	chr17	21535539	21562601	+	3157.0	1	Zfp52|KRAB11|Zfp-52|Zfp76|mszf23-2|mszf24|mszf34|mszf75|zfec29|-|17 A3.2|17 11.4 cM|protein-coding	25.487	14.831	14.082	25.258000000000003	6.518	Zfp52	0.001145172446850304	0.004095385707901965
NM_001282032	NM_001282032	chr3	89995446	89998716	-	898.0	1	Hax1|HAX-1|HSP1BP-1|Hs1bp1|SIG-111|Silg111|mHAX-1s|-|3|3|protein-coding	15.074000000000002	17.483	10.156	18.146	5.642	Hax1	0.0007379941476464676	0.00043831174532204517
NM_015771	NM_015771	chr14	57689662	57746123	-	5181.0	1	Lats2|4932411G09Rik|AV277261|AW228608|-|14 C3|14|protein-coding	4.78	7.142	9.994	4.324	18.48	Lats2	-0.0008943532294864429	-0.0003963230830972337
NM_025397	NM_025397	chr11	70451931	70453726	+	884.0	1	Med11|1110030J09Rik|AI465144|AW545069|DN-491F10.5|11 B3|11|protein-coding	90.26299999999999	97.23299999999999	99.426	89.304	34.798	Med11	0.003688188704427177	-0.01597412808213488
NM_008330	NM_008330	chr11	49087017	49096987	+	1723.0	1	Ifi47|47kDa|IRG-47|Ifggc1|Igrd|Iigp4|Iipg4|Irgd|RP23-54N20.3|11 B1.2|11|protein-coding	87.70700000000001	52.266999999999996	40.614000000000004	92.32799999999999	40.567	Ifi47	0.0029255068683138722	0.021716235005687468
NM_009196	NM_009196	chr3	104638664	104658462	+	4423.0	1	Slc16a1|AL022710|Mct1|-|3 F2.2|3|protein-coding	35.796	33.4	21.943	34.995	6.347	Slc16a1	0.0018874012718657345	0.0005843604709149413
NM_011113	NM_011113	chr7	24462500	24475873	+	1387.0	1	Plaur|Cd87|u-PAR|uPAR|-|7 A3|7|protein-coding	58.073	94.023	63.63399999999999	47.957	109.139	Plaur	-0.00337523218426569	-0.006418935998763455
NM_010421	NM_010421	chr9	59539667	59565105	+	1849.0	1	Hexa|Hex-1|-|9 B|9 32.02 cM|protein-coding	13.984000000000002	22.635	32.405	11.822000000000001	78.43	Hexa	-0.004231783658914603	0.0012536090028154635
NM_172705	NM_172705	chr4	151989631	151996179	-	3122.0	1	Phf13|BC029632|Phf5|SPOC1|RP23-460D14.3|4 E2|4|protein-coding	7.034	9.11	11.187999999999999	6.087000000000001	16.676	Phf13	-0.0006456476751486682	-0.0007760699358674794
NM_001005421	NM_001005421	chr9	45079183	45108531	+	2445.0	1	Amica1|AMICA|Crea7|Gm638|-|9 A5.2|9|protein-coding	7.233	8.47	7.042000000000001	7.522	15.013	Amica1	-0.0004927897965890868	0.0012098370381441416
NM_026872	NM_026872	chr4	41194315	41275135	-	4338.0	1	Ubap2|1190005K07Rik|AA408600|AU045235|UBAP-2|mKIAA1491|RP23-328E6.2|4 A5|4|protein-coding	37.899	31.226	28.256	36.438	18.723	Ubap2	0.0011546209830656715	0.0018372892446319373
NM_080848	NM_080848	chr2	27515147	27536538	+	2887.0	1	Wdr5|2410008O07Rik|AA408785|AA960360|Big|Big-3|RP23-328F3.2|2 A3|2|protein-coding	49.732	42.207	32.555	43.663999999999994	22.026	Wdr5	0.001558485109933486	0.0021423735082900628
NM_007988	NM_007988	chr11	120805958	120824547	-	9893.0	1	Fasn|A630082H08Rik|FAS|RP23-99M13.6|11 E2|11 84.56 cM|protein-coding	42.336000000000006	28.254	22.096999999999998	39.045	19.602	Fasn	0.0012616449106238091	0.006984412578654002
NM_001286260	NM_001286260	chr8	107293470	107379517	+	4702.0	1	Nfat5|AI225870|B130038B15Rik|CAG-8|CAG80|NFATL1|OREBP|TonEBP|mKIAA0827|nfatz|-|8 D2|8 53.93 cM|protein-coding	40.116	34.715	27.939	52.474	13.402999999999999	Nfat5	0.002102467510593034	0.005198826090780146
NM_001111106	NM_001111106	chr6	97183816	97205642	-	2382.0	1	Uba3|A830034N06Rik|AI256736|AI848246|AW546539|Ube1c|-|6 D3|6|protein-coding	29.205	24.741	21.445	32.065	14.368	Uba3	0.0010267370858125407	0.002519289043381421
NM_001038627	NM_001038627	chr5	144876495	144965830	-	5313.0	1	Smurf1|4930431E10Rik|mKIAA1625|-|5 G2|5|protein-coding	8.771	11.634	12.478	8.806000000000001	19.471	Smurf1	-0.0006774114928733284	-0.0003463612129711406
NM_177363	NM_177363	chr7	3489076	3502552	-	949.0	1	Tarm1|9930022N03Rik|ENSMUSG00000053338|Gm9904|OLT-2|-|7 A1|7|protein-coding	9.847999999999999	16.959	11.248	5.064	22.39	Tarm1	-0.0009172318105927082	-0.0017712338572841858
NM_173371	NM_173371	chr4	149979474	150009023	-	4739.0	1	H6pd|AI785303|G6pd1|Gpd-1|Gpd1|RP23-169H13.3|4 E2|4 80.65 cM|protein-coding	3.511	3.8960000000000004	6.205	2.569	16.68	H6pd	-0.0008931413691886518	0.0009324773383582293
NM_016792	NM_016792	chr18	63662801	63692359	-	2548.0	1	Txnl1|32kDa|TRP32|Txnl|-|18|18 D3|protein-coding	59.72	56.91	40.305	62.363	25.627	Txnl1	0.0022971793537653338	0.0030769222129135468
NM_020560	NM_020560	chr8	22411340	22429665	+	1527.0	1	Mrps31|1500002D03Rik|AA960481|Imogen38|Imogen44|-|8|8 A3|protein-coding	16.137	17.05	16.392	20.893	8.532	Mrps31	0.0006610073505990692	-0.00033347192718887327
NM_153168	NM_153168	chr9	123366940	123462664	+	3858.0	1	Lars2|AI035546|Kiaa0028|LEURS|-|9 F|9 73.92 cM|protein-coding	8.82	9.713	6.944	6.808	18.225	Lars2	-0.0006771427621685831	0.001585857717078676
NM_021284	NM_021284	chr6	145216699	145250231	-	4663.0	1	Kras|AI929937|K-ras|Ki-ras|Kras-2|Kras2|p21B|ras|RP24-359O2.1|6 G2|6 77.37 cM|protein-coding	59.298	59.411	66.107	55.718	27.84	Kras	0.001962496659711926	-0.009476569201930712
NM_001025615	NM_001025615	chr16	27388956	27452218	+	6945.0	1	Ccdc50|C3orf6|RP23-290F22.1|16 B2|16 18.98 cM|protein-coding	26.611	14.347000000000001	9.405	33.830999999999996	11.687000000000001	Ccdc50	0.001100020549435648	0.009792184699880678
NM_001284346	NM_001284346	chr14	32080517	32085692	-	1183.0	1	Dph3|DELGIP1|DelgipP1|Desr1|KTI11|Zcsl2|-|14 B|14|protein-coding	15.693	13.437999999999999	10.579	13.620999999999999	7.779	Dph3	0.0004333377811418492	0.0006240074627065871
NM_027236	NM_027236	chr19	5366813	5371511	+	2461.0	1	Eif1ad|2010003J03Rik|AI131644|-|19 A|19|protein-coding	57.268	54.24100000000001	40.6	53.968	18.676	Eif1ad	0.002403168184939584	-0.0005201261378165701
NM_029580	NM_029580	chr12	73280410	73286711	-	1662.0	1	Trmt5|2610027O18Rik|mKIAA1393|-|12|12 D1|protein-coding	15.28	14.241	9.499	15.717	5.848	Trmt5	0.0006236757531043568	0.0010016712827106869
NM_026633	NM_026633	chr17	25863698	25868738	-	809.0	1	Fam195a|9530058B02Rik|-|17|17 B1|protein-coding	12.484000000000002	6.3389999999999995	4.196000000000001	10.942	2.62	Fam195a	0.0005437020222620222	0.0028123779302906813
NM_008866	NM_008866	chr1	4807893	4846735	+	2422.0	1	Lypla1|Pla1a|-|1 A1|1|protein-coding	36.319	46.271	39.025	41.978	18.912	Lypla1	0.0014147513629037128	-0.0054415234588539195
NM_001033293	NM_001033293	chr2	25361492	25365626	-	1679.0	1	Uap1l1|5730445F03Rik|RP23-47P18.3|2 A3|2|protein-coding	3.395	7.636	8.136000000000001	3.938	22.386	Uap1l1	-0.0011950701854835395	0.0004972300629665673
NM_007421	NM_007421	chr12	112620047	112641355	+	1776.0	1	Adssl1|AI528595|Adss|Adss1|-|12 F1|12|protein-coding	2.36	4.575	6.2410000000000005	1.465	19.795	Adssl1	-0.001156368746136663	0.0007181494281965075
NM_178379	NM_178379	chr11	63962627	64079472	-	2912.0	1	Cox10|2410004F01Rik|AU042636|RP23-78H18.1|11 B3|11|protein-coding	23.688000000000002	18.491	14.705	19.442	8.735	Cox10	0.000800441526069052	0.0010859356415416795
NM_001289708	NM_001289708	chr6	128887587	128898167	+	2241.0	1	Clec2i|Clr-g|Clrg|Dcl1|LCL-1|OCILrP2|-|6 F3|6|protein-coding	6.096	9.259	12.556	4.74	17.81	Clec2i	-0.0007847581098360122	-0.0017474795255005477
NM_001110218	NM_001110218	chr10	122678762	122945793	+	6375.0	1	Ppm1h|A430075L18Rik|ARHCL1|C030002B11Rik|-|10 D2|10|protein-coding	7.3629999999999995	8.384	10.238999999999999	6.399	20.015	Ppm1h	-0.0008542125121852398	0.0005752153806677611
NM_001159718	NM_001159718	chr1	93478993	93509732	+	3177.0	1	Sept2|AW208991|Nedd-5|Nedd5|mKIAA0158|-|1 D|1|protein-coding	50.218	48.548	36.535	58.295	23.449	Sept2	0.0020008155135135017	0.0034247778346832396
NM_026007	NM_026007	chr19	8967041	8978180	+	1553.0	1	Eef1g|2610301D06Rik|AA407312|EF1G|-|19 A|19|protein-coding	106.537	85.19200000000001	68.578	101.714	34.289	Eef1g	0.004403894583068739	0.006659288184547302
NM_023258	NM_023258	chr7	127991373	127993867	-	2130.0	1	Pycard|9130417A21Rik|Asc|CARD5|TMS-1|TNS1|masc|-|7|7 F4|protein-coding	5.765	10.612	12.788	7.242999999999999	23.01	Pycard	-0.0010438444137885355	-0.000617506192959112
NM_019716	NM_019716	chr8	85299632	85308279	+	1645.0	1	Orc6|6720420I10Rik|Orc6l|-|8 C3|8|protein-coding	20.660999999999998	17.649	13.027999999999999	24.16	4.463	Orc6	0.001149399111245736	0.0019890499460424437
NM_183031	NM_183031	chr14	121952331	121965193	-	2938.0	1	Gpr183|Ebi2|-|14 E5|14|protein-coding	72.661	150.455	141.727	70.625	40.666	Gpr183	0.00274653415717908	-0.05628740115013731
NM_009727	NM_009727	chr5	67618139	67847431	-	8093.0	1	Atp8a1|AI481521|AI853962|APLT|AW743152|AW822227|Atp3a2|B230107D19Rik|ClassI|-|5 C3.1|5|protein-coding	3.242	3.9189999999999996	4.942	3.321	10.834000000000001	Atp8a1	-0.0004910336420804006	0.0005315977812975643
NM_007573	NM_007573	chr11	70977846	70983026	-	1157.0	1	C1qbp|AA407365|AA986492|D11Wsu182e|HABP1|P32|gC1qBP|DN-393H17.2|11 B4|11 43.21 cM|protein-coding	376.80800000000005	276.535	161.61700000000002	332.57300000000004	73.237	C1qbp	0.017620509464015173	0.04590142510925702
NM_001290740	NM_001290740	chr2	77895653	77946356	-	3354.0	1	Cwc22|AA684037|AI173004|AL022752|B230213M24|mKIAA1604|RP23-65N20.1|2 C3|2|protein-coding	16.118	14.548	11.914000000000001	14.683	5.5489999999999995	Cwc22	0.000634956783437385	-0.00022621496993104905
