"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"A_23_P256773"	"0.99"	"0.797056"	"2.71e-01"	"-4.76"	"2.87e-02"	"TSSC1"	"tumor suppressing subtransferable candidate 1"
"A_23_P165668"	"0.99"	"0.797119"	"-2.71e-01"	"-4.76"	"-5.94e-02"	"SLC35F5"	"solute carrier family 35, member F5"
"A_24_P377328"	"0.99"	"0.797142"	"2.71e-01"	"-4.76"	"7.28e-02"	"SLU7"	"SLU7 splicing factor homolog (S. cerevisiae)"
"A_23_P49448"	"0.99"	"0.797162"	"-2.71e-01"	"-4.76"	"-3.81e-02"	"FA2H"	"fatty acid 2-hydroxylase"
"A_32_P201868"	"0.99"	"0.797178"	"2.71e-01"	"-4.76"	"7.01e-02"	"RASSF3"	"Ras association (RalGDS/AF-6) domain family member 3"
"A_24_P931472"	"0.99"	"0.797206"	"2.71e-01"	"-4.76"	"2.70e-02"	"FGF2"	"fibroblast growth factor 2 (basic)"
"A_23_P59828"	"0.99"	"0.797217"	"-2.71e-01"	"-4.76"	"-3.21e-02"	""	""
"A_24_P416489"	"0.99"	"0.797256"	"-2.71e-01"	"-4.76"	"-3.17e-02"	"MAP2K6"	"mitogen-activated protein kinase kinase 6"
"A_23_P124988"	"0.99"	"0.797306"	"2.71e-01"	"-4.76"	"1.00e-01"	"KCNH4"	"potassium voltage-gated channel, subfamily H (eag-related), member 4"
"A_23_P430442"	"0.99"	"0.797321"	"-2.71e-01"	"-4.76"	"-3.58e-02"	"NUFIP2"	"nuclear fragile X mental retardation protein interacting protein 2"
"A_24_P186346"	"0.99"	"0.797327"	"-2.71e-01"	"-4.76"	"-7.55e-02"	"ANAPC1"	"anaphase promoting complex subunit 1"
"A_23_P435697"	"0.99"	"0.797339"	"2.71e-01"	"-4.76"	"2.98e-02"	"EDRF1"	"erythroid differentiation regulatory factor 1"
"A_23_P208835"	"0.99"	"0.797377"	"-2.71e-01"	"-4.76"	"-2.96e-02"	"MAP2K2"	"mitogen-activated protein kinase kinase 2"
"A_23_P200901"	"0.99"	"0.7974"	"-2.71e-01"	"-4.76"	"-4.23e-02"	"ENSA"	"endosulfine alpha"
"A_23_P397468"	"0.99"	"0.797472"	"-2.70e-01"	"-4.76"	"-3.85e-02"	"OR10J1"	"olfactory receptor, family 10, subfamily J, member 1"
"A_23_P372255"	"0.99"	"0.797485"	"2.70e-01"	"-4.76"	"1.27e-01"	"ITPKB"	"inositol-trisphosphate 3-kinase B"
"A_24_P920823"	"0.99"	"0.797491"	"2.70e-01"	"-4.76"	"3.08e-02"	"SSFA2"	"sperm specific antigen 2"
"A_32_P125103"	"0.99"	"0.797521"	"2.70e-01"	"-4.76"	"2.98e-02"	""	""
"A_24_P649829"	"0.99"	"0.797606"	"-2.70e-01"	"-4.76"	"-1.05e-01"	"SLC20A2"	"solute carrier family 20 (phosphate transporter), member 2"
"A_23_P167051"	"0.99"	"0.797623"	"-2.70e-01"	"-4.76"	"-1.14e-01"	""	""
"A_23_P251316"	"0.99"	"0.797666"	"2.70e-01"	"-4.76"	"6.34e-02"	"CTNND1"	"catenin (cadherin-associated protein), delta 1"
"A_23_P151209"	"0.99"	"0.797687"	"2.70e-01"	"-4.76"	"6.11e-02"	"CSRNP2"	"cysteine-serine-rich nuclear protein 2"
"A_23_P133216"	"0.99"	"0.797688"	"-2.70e-01"	"-4.76"	"-1.47e-01"	"NLN"	"neurolysin (metallopeptidase M3 family)"
"A_23_P165840"	"0.99"	"0.797705"	"2.70e-01"	"-4.76"	"1.23e-01"	"ODC1"	"ornithine decarboxylase 1"
"A_23_P35055"	"0.99"	"0.797716"	"2.70e-01"	"-4.76"	"3.54e-02"	"NPHS2"	"nephrosis 2, idiopathic, steroid-resistant (podocin)"
"A_23_P44466"	"0.99"	"0.797737"	"2.70e-01"	"-4.76"	"2.80e-02"	"CCDC102B"	"coiled-coil domain containing 102B"
"A_23_P32444"	"0.99"	"0.797742"	"-2.70e-01"	"-4.76"	"-3.62e-02"	"MXRA8"	"matrix-remodelling associated 8"
"A_32_P188694"	"0.99"	"0.797743"	"-2.70e-01"	"-4.76"	"-2.86e-02"	""	""
"A_32_P71730"	"0.99"	"0.797781"	"-2.70e-01"	"-4.76"	"-2.72e-02"	""	""
"A_32_P35595"	"0.99"	"0.797804"	"-2.70e-01"	"-4.76"	"-3.13e-02"	""	""
"A_32_P19952"	"0.99"	"0.797824"	"-2.70e-01"	"-4.76"	"-4.08e-02"	""	""
"A_23_P54517"	"0.99"	"0.797836"	"-2.70e-01"	"-4.76"	"-2.69e-02"	"TYRO3"	"TYRO3 protein tyrosine kinase"
"A_23_P311020"	"0.99"	"0.797844"	"2.70e-01"	"-4.76"	"2.93e-02"	"MITD1"	"MIT, microtubule interacting and transport, domain containing 1"
"A_24_P274928"	"0.99"	"0.797866"	"-2.70e-01"	"-4.76"	"-2.84e-02"	"ZNF703"	"zinc finger protein 703"
"A_23_P319466"	"0.99"	"0.797873"	"2.70e-01"	"-4.76"	"5.77e-02"	"CYSLTR2"	"cysteinyl leukotriene receptor 2"
"A_23_P159676"	"0.99"	"0.797884"	"-2.70e-01"	"-4.76"	"-3.39e-02"	"TBX22"	"T-box 22"
"A_23_P322593"	"0.99"	"0.797902"	"2.70e-01"	"-4.76"	"6.74e-02"	"TAPT1-AS1"	"TAPT1 antisense RNA 1 (head to head)"
"A_23_P114466"	"0.99"	"0.797946"	"2.70e-01"	"-4.76"	"5.64e-02"	"TBL1Y"	"transducin (beta)-like 1, Y-linked"
"A_23_P151778"	"0.99"	"0.798084"	"-2.70e-01"	"-4.76"	"-2.82e-02"	"CMA1"	"chymase 1, mast cell"
"A_24_P810828"	"0.99"	"0.798095"	"-2.70e-01"	"-4.76"	"-6.65e-02"	"FAM86EP"	"family with sequence similarity 86, member A pseudogene"
"A_23_P140563"	"0.99"	"0.798123"	"2.70e-01"	"-4.76"	"4.19e-02"	""	""
"A_23_P353316"	"0.99"	"0.798165"	"2.70e-01"	"-4.76"	"3.84e-02"	"SMURF1"	"SMAD specific E3 ubiquitin protein ligase 1"
"A_32_P316136"	"0.99"	"0.798165"	"-2.70e-01"	"-4.76"	"-3.05e-02"	"ZNF804A"	"zinc finger protein 804A"
"A_24_P314583"	"0.99"	"0.798168"	"-2.70e-01"	"-4.76"	"-2.87e-02"	"LINC00303"	"long intergenic non-protein coding RNA 303"
"A_32_P75544"	"0.99"	"0.798178"	"2.69e-01"	"-4.76"	"3.44e-02"	""	""
"A_23_P207371"	"0.99"	"0.798248"	"2.69e-01"	"-4.76"	"2.96e-02"	"G6PC"	"glucose-6-phosphatase, catalytic subunit"
"A_23_P66289"	"0.99"	"0.798248"	"-2.69e-01"	"-4.76"	"-6.59e-02"	"ZNF668"	"zinc finger protein 668"
"A_23_P93722"	"0.99"	"0.798308"	"-2.69e-01"	"-4.76"	"-2.67e-02"	"SDK1"	"sidekick cell adhesion molecule 1"
"A_32_P32606"	"0.99"	"0.798311"	"2.69e-01"	"-4.76"	"2.98e-02"	""	""
"A_24_P920968"	"0.99"	"0.79832"	"-2.69e-01"	"-4.76"	"-4.03e-02"	"GEN1"	"GEN1 Holliday junction 5' flap endonuclease"
"A_23_P354288"	"0.99"	"0.79837"	"2.69e-01"	"-4.76"	"2.81e-02"	"FAM71A"	"family with sequence similarity 71, member A"
"A_23_P127027"	"0.99"	"0.798397"	"2.69e-01"	"-4.76"	"4.95e-02"	"CUBN"	"cubilin (intrinsic factor-cobalamin receptor)"
"A_24_P482189"	"0.99"	"0.798506"	"-2.69e-01"	"-4.76"	"-2.66e-02"	""	""
"A_24_P68249"	"0.99"	"0.798522"	"2.69e-01"	"-4.76"	"2.67e-02"	""	""
"A_23_P152963"	"0.99"	"0.798627"	"-2.69e-01"	"-4.76"	"-4.24e-02"	"C17orf59"	"chromosome 17 open reading frame 59"
"A_23_P162449"	"0.99"	"0.798652"	"-2.69e-01"	"-4.76"	"-2.83e-02"	"SRGAP1"	"SLIT-ROBO Rho GTPase activating protein 1"
"A_23_P112470"	"0.99"	"0.798671"	"2.69e-01"	"-4.76"	"3.10e-02"	"CCL21"	"chemokine (C-C motif) ligand 21"
"A_24_P1167"	"0.99"	"0.798733"	"-2.69e-01"	"-4.76"	"-3.35e-02"	"RUFY2"	"RUN and FYVE domain containing 2"
"A_23_P256542"	"0.99"	"0.798735"	"-2.69e-01"	"-4.76"	"-6.12e-02"	"FAM162A"	"family with sequence similarity 162, member A"
"A_23_P54929"	"0.99"	"0.798777"	"-2.69e-01"	"-4.76"	"-6.27e-02"	"LYRM1"	"LYR motif containing 1"
"A_24_P119331"	"0.99"	"0.798788"	"-2.69e-01"	"-4.76"	"-1.14e-01"	""	""
"A_23_P431923"	"0.99"	"0.798855"	"-2.69e-01"	"-4.76"	"-2.84e-02"	"SSX8"	"synovial sarcoma, X breakpoint 8"
"A_32_P13056"	"0.99"	"0.798878"	"-2.69e-01"	"-4.76"	"-3.24e-02"	""	""
"A_32_P199529"	"0.99"	"0.798947"	"-2.68e-01"	"-4.76"	"-2.72e-02"	""	""
"A_24_P4036"	"0.99"	"0.79896"	"-2.68e-01"	"-4.76"	"-3.01e-02"	"MGC16142"	"uncharacterized protein MGC16142"
"A_23_P79818"	"0.99"	"0.798996"	"-2.68e-01"	"-4.76"	"-4.40e-02"	"OSER1"	"oxidative stress responsive serine-rich 1"
"A_23_P94009"	"0.99"	"0.799095"	"2.68e-01"	"-4.76"	"6.32e-02"	"LSM8"	"LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
"A_23_P27332"	"0.99"	"0.799097"	"2.68e-01"	"-4.76"	"2.22e-01"	"TCF4"	"transcription factor 4"
"A_32_P71171"	"0.99"	"0.799144"	"2.68e-01"	"-4.76"	"3.38e-02"	""	""
"A_24_P853004"	"0.99"	"0.799179"	"2.68e-01"	"-4.76"	"2.83e-02"	""	""
"A_24_P79591"	"0.99"	"0.7992"	"2.68e-01"	"-4.76"	"4.63e-02"	"RER1"	"retention in endoplasmic reticulum sorting receptor 1"
"A_24_P52293"	"0.99"	"0.799228"	"-2.68e-01"	"-4.76"	"-2.69e-02"	"OR2A25"	"olfactory receptor, family 2, subfamily A, member 25"
"A_32_P169316"	"0.99"	"0.799249"	"2.68e-01"	"-4.76"	"3.15e-02"	""	""
"A_23_P81441"	"0.99"	"0.799352"	"-2.68e-01"	"-4.76"	"-3.17e-02"	"DCANP1"	"dendritic cell-associated nuclear protein"
"A_23_P27649"	"0.99"	"0.799459"	"-2.68e-01"	"-4.76"	"-3.23e-02"	"ZNF433"	"zinc finger protein 433"
"A_24_P912994"	"0.99"	"0.799501"	"-2.68e-01"	"-4.76"	"-2.73e-02"	""	""
"A_24_P134955"	"0.99"	"0.799505"	"2.68e-01"	"-4.76"	"4.47e-02"	"PPP2R5A"	"protein phosphatase 2, regulatory subunit B', alpha"
"A_23_P254997"	"0.99"	"0.799581"	"-2.68e-01"	"-4.76"	"-5.09e-02"	"LYRM4"	"LYR motif containing 4"
"A_24_P417784"	"0.99"	"0.799595"	"2.68e-01"	"-4.76"	"3.26e-02"	"POM121"	"POM121 transmembrane nucleoporin"
"A_23_P56328"	"0.99"	"0.79967"	"2.67e-01"	"-4.76"	"2.86e-02"	"PLVAP"	"plasmalemma vesicle associated protein"
"A_24_P942469"	"0.991"	"0.799828"	"-2.67e-01"	"-4.76"	"-7.41e-02"	"SPAG9"	"sperm associated antigen 9"
"A_24_P179336"	"0.991"	"0.799847"	"-2.67e-01"	"-4.76"	"-3.25e-02"	"MTRNR2L6"	"MT-RNR2-like 6"
"A_32_P122623"	"0.991"	"0.799872"	"-2.67e-01"	"-4.76"	"-2.61e-02"	""	""
"A_32_P35603"	"0.991"	"0.799934"	"2.67e-01"	"-4.76"	"4.19e-02"	""	""
"A_24_P287392"	"0.991"	"0.799992"	"2.67e-01"	"-4.76"	"3.07e-02"	"GPR162"	"G protein-coupled receptor 162"
"A_23_P10127"	"0.991"	"0.799994"	"-2.67e-01"	"-4.76"	"-2.71e-02"	"SFRP1"	"secreted frizzled-related protein 1"
"A_23_P154605"	"0.991"	"0.800042"	"2.67e-01"	"-4.76"	"5.33e-02"	"SULF2"	"sulfatase 2"
"A_32_P166392"	"0.991"	"0.800064"	"-2.67e-01"	"-4.76"	"-3.18e-02"	""	""
"A_23_P107653"	"0.991"	"0.800066"	"2.67e-01"	"-4.76"	"6.37e-02"	"ETFB"	"electron-transfer-flavoprotein, beta polypeptide"
"A_23_P170378"	"0.991"	"0.800067"	"-2.67e-01"	"-4.76"	"-1.62e-01"	"PMCHL1"	"pro-melanin-concentrating hormone-like 1, pseudogene"
"A_24_P63380"	"0.991"	"0.800076"	"-2.67e-01"	"-4.76"	"-2.69e-02"	"BMPR1B"	"bone morphogenetic protein receptor, type IB"
"A_23_P343671"	"0.991"	"0.800092"	"-2.67e-01"	"-4.76"	"-6.94e-02"	"FOSL2"	"FOS-like antigen 2"
"A_23_P170986"	"0.991"	"0.800158"	"-2.67e-01"	"-4.76"	"-6.20e-02"	"TMCC1"	"transmembrane and coiled-coil domain family 1"
"A_23_P138453"	"0.991"	"0.800208"	"-2.67e-01"	"-4.76"	"-6.17e-02"	"RPP30"	"ribonuclease P/MRP 30kDa subunit"
"A_24_P691604"	"0.991"	"0.800241"	"2.67e-01"	"-4.76"	"2.68e-02"	"CUX1"	"cut-like homeobox 1"
"A_24_P297888"	"0.991"	"0.800274"	"-2.67e-01"	"-4.76"	"-3.43e-02"	"MTAP"	"methylthioadenosine phosphorylase"
"A_24_P576506"	"0.991"	"0.800331"	"-2.67e-01"	"-4.76"	"-3.23e-02"	"SPRN"	"shadow of prion protein homolog (zebrafish)"
"A_24_P120970"	"0.991"	"0.800339"	"-2.67e-01"	"-4.76"	"-3.38e-02"	""	""
"A_23_P133596"	"0.991"	"0.800406"	"2.66e-01"	"-4.76"	"3.37e-02"	"DROSHA"	"drosha, ribonuclease type III"
"A_23_P205499"	"0.991"	"0.80046"	"-2.66e-01"	"-4.76"	"-5.98e-02"	"LRP10"	"low density lipoprotein receptor-related protein 10"
"A_24_P839254"	"0.991"	"0.800489"	"2.66e-01"	"-4.76"	"4.96e-02"	"RPP14"	"ribonuclease P/MRP 14kDa subunit"
"A_23_P3934"	"0.991"	"0.80049"	"2.66e-01"	"-4.76"	"5.76e-02"	"RNF43"	"ring finger protein 43"
"A_23_P98345"	"0.991"	"0.800498"	"-2.66e-01"	"-4.76"	"-6.58e-02"	"SNX19"	"sorting nexin 19"
"A_32_P114215"	"0.991"	"0.800543"	"2.66e-01"	"-4.76"	"2.69e-02"	"COMMD6"	"COMM domain containing 6"
"A_23_P151267"	"0.991"	"0.800549"	"2.66e-01"	"-4.76"	"1.40e-01"	"LIMA1"	"LIM domain and actin binding 1"
"A_24_P408740"	"0.991"	"0.800653"	"-2.66e-01"	"-4.76"	"-4.39e-02"	"CMC1"	"C-x(9)-C motif containing 1"
"A_23_P160177"	"0.991"	"0.800751"	"2.66e-01"	"-4.76"	"2.88e-02"	"ATP1A4"	"ATPase, Na+/K+ transporting, alpha 4 polypeptide"
"A_23_P350070"	"0.991"	"0.800812"	"-2.66e-01"	"-4.76"	"-7.40e-02"	"RCHY1"	"ring finger and CHY zinc finger domain containing 1, E3 ubiquitin protein ligase"
"A_24_P943740"	"0.991"	"0.800878"	"-2.66e-01"	"-4.76"	"-2.80e-02"	""	""
"A_24_P901836"	"0.991"	"0.800917"	"-2.66e-01"	"-4.76"	"-3.58e-02"	""	""
"A_23_P37296"	"0.991"	"0.800921"	"-2.66e-01"	"-4.76"	"-3.19e-02"	"ATP5S"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)"
"A_23_P146946"	"0.991"	"0.800943"	"2.66e-01"	"-4.76"	"1.50e-01"	"CST6"	"cystatin E/M"
"A_24_P33403"	"0.991"	"0.801001"	"-2.66e-01"	"-4.76"	"-2.69e-02"	""	""
"A_23_P55286"	"0.991"	"0.801067"	"-2.66e-01"	"-4.76"	"-2.67e-02"	"OMG"	"oligodendrocyte myelin glycoprotein"
"A_24_P759674"	"0.991"	"0.801108"	"2.65e-01"	"-4.76"	"1.24e-01"	"OBFC1"	"oligonucleotide/oligosaccharide-binding fold containing 1"
"A_24_P867201"	"0.991"	"0.801113"	"2.65e-01"	"-4.76"	"2.15e-01"	""	""
"A_23_P21346"	"0.991"	"0.801127"	"2.65e-01"	"-4.76"	"3.82e-02"	"PCGF3"	"polycomb group ring finger 3"
"A_23_P96285"	"0.991"	"0.801137"	"-2.65e-01"	"-4.76"	"-2.97e-02"	"REEP1"	"receptor accessory protein 1"
"A_24_P324396"	"0.991"	"0.801154"	"-2.65e-01"	"-4.76"	"-6.12e-02"	"SSU72"	"SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae)"
"A_32_P175198"	"0.991"	"0.801178"	"2.65e-01"	"-4.76"	"2.76e-02"	"ACTG1"	"actin, gamma 1"
"A_24_P277295"	"0.991"	"0.801274"	"-2.65e-01"	"-4.76"	"-6.13e-02"	"RAB43"	"RAB43, member RAS oncogene family"
"A_32_P77742"	"0.991"	"0.801322"	"2.65e-01"	"-4.76"	"1.21e-01"	""	""
"A_23_P26629"	"0.991"	"0.801329"	"-2.65e-01"	"-4.76"	"-9.01e-02"	"PYCARD"	"PYD and CARD domain containing"
"A_23_P140154"	"0.991"	"0.80134"	"2.65e-01"	"-4.76"	"2.85e-02"	"TMEM251"	"transmembrane protein 251"
"A_24_P504405"	"0.991"	"0.80137"	"-2.65e-01"	"-4.76"	"-5.91e-02"	"SNRPF"	"small nuclear ribonucleoprotein polypeptide F"
"A_24_P321093"	"0.991"	"0.801375"	"2.65e-01"	"-4.76"	"1.53e-01"	"SPOCK2"	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2"
"A_23_P98532"	"0.991"	"0.801414"	"2.65e-01"	"-4.76"	"4.16e-02"	"ZDHHC5"	"zinc finger, DHHC-type containing 5"
"A_23_P250825"	"0.991"	"0.801432"	"-2.65e-01"	"-4.76"	"-4.35e-02"	"RABGEF1"	"RAB guanine nucleotide exchange factor (GEF) 1"
"A_32_P144381"	"0.991"	"0.801446"	"-2.65e-01"	"-4.76"	"-2.73e-02"	""	""
"A_23_P125686"	"0.991"	"0.801498"	"-2.65e-01"	"-4.76"	"-6.49e-02"	"INGX"	"inhibitor of growth family, X-linked, pseudogene"
"A_24_P940863"	"0.991"	"0.801538"	"-2.65e-01"	"-4.76"	"-2.94e-02"	"ANKMY1"	"ankyrin repeat and MYND domain containing 1"
"A_23_P91697"	"0.991"	"0.801559"	"-2.65e-01"	"-4.76"	"-2.68e-02"	"LARGE"	"like-glycosyltransferase"
"A_23_P49521"	"0.991"	"0.801561"	"-2.65e-01"	"-4.76"	"-6.45e-02"	"SRSF1"	"serine/arginine-rich splicing factor 1"
"A_23_P67042"	"0.991"	"0.801573"	"-2.65e-01"	"-4.76"	"-2.84e-02"	"MOCOS"	"molybdenum cofactor sulfurase"
"A_24_P279328"	"0.991"	"0.801586"	"2.65e-01"	"-4.76"	"4.72e-02"	"INPP5K"	"inositol polyphosphate-5-phosphatase K"
"A_24_P39724"	"0.991"	"0.801623"	"-2.65e-01"	"-4.76"	"-3.86e-02"	"CCDC43"	"coiled-coil domain containing 43"
"A_24_P63827"	"0.991"	"0.801693"	"2.65e-01"	"-4.76"	"4.42e-02"	"DNAJB6"	"DnaJ (Hsp40) homolog, subfamily B, member 6"
"A_32_P170003"	"0.991"	"0.80172"	"2.65e-01"	"-4.76"	"7.79e-02"	"TRAF3IP1"	"TNF receptor-associated factor 3 interacting protein 1"
"A_32_P89551"	"0.991"	"0.80185"	"-2.64e-01"	"-4.76"	"-4.36e-02"	""	""
"A_24_P306561"	"0.991"	"0.801891"	"2.64e-01"	"-4.76"	"1.13e-01"	"TCF25"	"transcription factor 25 (basic helix-loop-helix)"
"A_24_P56833"	"0.991"	"0.802038"	"2.64e-01"	"-4.76"	"3.13e-02"	"HSD17B1"	"hydroxysteroid (17-beta) dehydrogenase 1"
"A_24_P849628"	"0.991"	"0.80204"	"-2.64e-01"	"-4.76"	"-6.01e-02"	"NELFE"	"negative elongation factor complex member E"
"A_32_P158642"	"0.991"	"0.802042"	"-2.64e-01"	"-4.76"	"-2.81e-02"	""	""
"A_23_P314712"	"0.991"	"0.802064"	"2.64e-01"	"-4.76"	"3.06e-02"	"CABYR"	"calcium binding tyrosine-(Y)-phosphorylation regulated"
"A_24_P93828"	"0.991"	"0.802086"	"2.64e-01"	"-4.76"	"3.08e-02"	""	""
"A_24_P920355"	"0.991"	"0.802118"	"2.64e-01"	"-4.76"	"2.61e-02"	"CEP97"	"centrosomal protein 97kDa"
"A_24_P407930"	"0.991"	"0.802163"	"-2.64e-01"	"-4.76"	"-9.83e-02"	"SEH1L"	"SEH1-like (S. cerevisiae)"
"A_23_P203920"	"0.991"	"0.802195"	"-2.64e-01"	"-4.76"	"-2.71e-02"	"SSPN"	"sarcospan"
"A_32_P56726"	"0.991"	"0.802209"	"-2.64e-01"	"-4.76"	"-3.23e-02"	""	""
"A_23_P65812"	"0.991"	"0.802212"	"2.64e-01"	"-4.76"	"2.90e-02"	"SMAD6"	"SMAD family member 6"
"A_24_P804951"	"0.991"	"0.802253"	"-2.64e-01"	"-4.76"	"-4.27e-02"	"LINC00545"	"long intergenic non-protein coding RNA 545"
"A_23_P71111"	"0.991"	"0.8023"	"2.64e-01"	"-4.76"	"3.08e-02"	"RBM48"	"RNA binding motif protein 48"
"A_23_P31073"	"0.991"	"0.80236"	"-2.64e-01"	"-4.76"	"-3.55e-01"	"MYB"	"v-myb avian myeloblastosis viral oncogene homolog"
"A_23_P390722"	"0.991"	"0.802365"	"2.64e-01"	"-4.76"	"3.17e-02"	"TOR1AIP2"	"torsin A interacting protein 2"
"A_24_P191013"	"0.991"	"0.802367"	"-2.64e-01"	"-4.76"	"-3.36e-02"	"CYP4A11"	"cytochrome P450, family 4, subfamily A, polypeptide 11"
"A_32_P5150"	"0.991"	"0.802445"	"-2.64e-01"	"-4.76"	"-2.75e-02"	""	""
"A_24_P33705"	"0.991"	"0.802478"	"2.64e-01"	"-4.76"	"2.75e-02"	"RGS12"	"regulator of G-protein signaling 12"
"A_24_P278375"	"0.991"	"0.802574"	"-2.63e-01"	"-4.76"	"-7.16e-02"	""	""
"A_24_P136522"	"0.991"	"0.802652"	"-2.63e-01"	"-4.76"	"-3.15e-02"	""	""
"A_24_P41882"	"0.991"	"0.802698"	"-2.63e-01"	"-4.76"	"-5.41e-02"	"PDLIM7"	"PDZ and LIM domain 7 (enigma)"
"A_24_P52887"	"0.991"	"0.802699"	"-2.63e-01"	"-4.76"	"-2.87e-02"	"ENDOU"	"endonuclease, polyU-specific"
"A_32_P175881"	"0.991"	"0.802762"	"2.63e-01"	"-4.76"	"2.94e-02"	""	""
"A_23_P73297"	"0.991"	"0.80282"	"2.63e-01"	"-4.76"	"9.09e-02"	"MAGI1"	"membrane associated guanylate kinase, WW and PDZ domain containing 1"
"A_23_P82886"	"0.991"	"0.802824"	"-2.63e-01"	"-4.76"	"-2.86e-02"	"DEFA6"	"defensin, alpha 6, Paneth cell-specific"
"A_24_P307375"	"0.991"	"0.802828"	"-2.63e-01"	"-4.76"	"-3.17e-02"	""	""
"A_24_P137997"	"0.991"	"0.802843"	"2.63e-01"	"-4.76"	"6.94e-02"	"ZNF34"	"zinc finger protein 34"
"A_23_P27994"	"0.991"	"0.802886"	"-2.63e-01"	"-4.76"	"-6.72e-02"	"TYROBP"	"TYRO protein tyrosine kinase binding protein"
"A_23_P110882"	"0.991"	"0.802896"	"2.63e-01"	"-4.76"	"5.72e-02"	"TSPYL4"	"TSPY-like 4"
"A_23_P169189"	"0.991"	"0.802917"	"2.63e-01"	"-4.76"	"2.93e-02"	"IKBKAP"	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein"
"A_24_P108451"	"0.991"	"0.802937"	"-2.63e-01"	"-4.76"	"-5.38e-02"	"GPI"	"glucose-6-phosphate isomerase"
"A_24_P898945"	"0.991"	"0.802974"	"-2.63e-01"	"-4.76"	"-6.37e-02"	"FAM210A"	"family with sequence similarity 210, member A"
"A_32_P107935"	"0.991"	"0.803014"	"2.63e-01"	"-4.76"	"3.61e-02"	""	""
"A_23_P41818"	"0.991"	"0.80302"	"-2.63e-01"	"-4.76"	"-3.29e-02"	"ZFR"	"zinc finger RNA binding protein"
"A_24_P365327"	"0.991"	"0.803065"	"2.63e-01"	"-4.76"	"2.73e-02"	"LSM14A"	"LSM14A, SCD6 homolog A (S. cerevisiae)"
"A_23_P333802"	"0.991"	"0.803075"	"-2.63e-01"	"-4.76"	"-6.38e-02"	"SSH1"	"slingshot protein phosphatase 1"
"A_32_P57989"	"0.991"	"0.803147"	"2.63e-01"	"-4.76"	"2.81e-02"	""	""
"A_24_P359856"	"0.991"	"0.803153"	"-2.63e-01"	"-4.76"	"-9.33e-02"	"HDAC4"	"histone deacetylase 4"
"A_24_P99046"	"0.991"	"0.803183"	"-2.63e-01"	"-4.76"	"-3.11e-02"	"STK38L"	"serine/threonine kinase 38 like"
"A_24_P252497"	"0.991"	"0.803255"	"-2.63e-01"	"-4.76"	"-2.28e-01"	"TRIB1"	"tribbles pseudokinase 1"
"A_24_P265539"	"0.991"	"0.803306"	"-2.62e-01"	"-4.76"	"-3.07e-02"	"CHTOP"	"chromatin target of PRMT1"
"A_32_P114831"	"0.991"	"0.803321"	"2.62e-01"	"-4.76"	"2.64e-02"	""	""
"A_23_P303242"	"0.991"	"0.803328"	"-2.62e-01"	"-4.76"	"-8.34e-02"	"MT1X"	"metallothionein 1X"
"A_24_P928391"	"0.991"	"0.803334"	"-2.62e-01"	"-4.76"	"-2.61e-02"	"GOSR2"	"golgi SNAP receptor complex member 2"
"A_23_P165186"	"0.991"	"0.80335"	"2.62e-01"	"-4.76"	"6.02e-02"	"LIN37"	"lin-37 DREAM MuvB core complex component"
"A_32_P21099"	"0.991"	"0.803372"	"-2.62e-01"	"-4.76"	"-2.69e-02"	""	""
"A_32_P160896"	"0.991"	"0.803419"	"2.62e-01"	"-4.76"	"3.43e-02"	"FTMT"	"ferritin mitochondrial"
"A_23_P208030"	"0.991"	"0.803449"	"2.62e-01"	"-4.76"	"2.78e-02"	"SYT4"	"synaptotagmin IV"
"A_24_P538839"	"0.991"	"0.803615"	"2.62e-01"	"-4.76"	"3.78e-02"	""	""
"A_23_P108170"	"0.991"	"0.803717"	"-2.62e-01"	"-4.76"	"-2.54e-02"	"PSG6"	"pregnancy specific beta-1-glycoprotein 6"
"A_32_P30926"	"0.991"	"0.803754"	"-2.62e-01"	"-4.76"	"-3.91e-02"	"DYNC1I2"	"dynein, cytoplasmic 1, intermediate chain 2"
"A_23_P86632"	"0.991"	"0.80379"	"-2.62e-01"	"-4.76"	"-6.37e-02"	"DCLRE1C"	"DNA cross-link repair 1C"
"A_23_P123466"	"0.991"	"0.803852"	"2.62e-01"	"-4.76"	"7.33e-02"	"ERI1"	"exoribonuclease 1"
"A_24_P248185"	"0.992"	"0.803894"	"-2.62e-01"	"-4.76"	"-3.12e-02"	"PIANP"	"PILR alpha associated neural protein"
"A_23_P132468"	"0.992"	"0.803989"	"-2.62e-01"	"-4.76"	"-3.23e-02"	"SLC4A7"	"solute carrier family 4, sodium bicarbonate cotransporter, member 7"
"A_23_P310"	"0.992"	"0.804073"	"2.61e-01"	"-4.76"	"9.12e-02"	"MARCKSL1"	"MARCKS-like 1"
"A_23_P12635"	"0.992"	"0.804078"	"2.61e-01"	"-4.76"	"3.53e-02"	"FBXL15"	"F-box and leucine-rich repeat protein 15"
