PeakID (cmd=annotatePeaks.pl no_peptide_1um_pcc_superenhancers_merged.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr11-57996267-1	chr11	57951268	58041266	+	944.200012	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	B1_Mur2|SINE|Alu	-12797	NM_028451	73158	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding
Merged-chr5-65004972-1	chr5	64952163	65057781	+	942.700012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_026667, intron 3 of 13)	intron (NM_026667, intron 3 of 13)	34654	NR_030577	100124451		NR_030577	miRBase:MI0005518	Mir574	Mirn574|mmu-mir-574	microRNA 574	ncRNA
Merged-chr4-120993819-2	chr4	120944440	121039912	+	941.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_133716, intron 1 of 9)	ID4|SINE|ID	-18854	NR_105982	102465614		NR_105982		Mir7015	mmu-mir-7015	microRNA mir-7015	ncRNA
Merged-chr9-69326895-1	chr9	69289099	69364691	+	940.400024	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001289916, intron 1 of 9)	intron (NM_001289916, intron 1 of 9)	37054	NM_001289916	19883	Mm.378450	NM_013646	ENSMUSG00000032238	Rora	9530021D13Rik|Nr1f1|ROR1|ROR2|ROR3|nmf267|sg|staggerer|tmgc26	RAR-related orphan receptor alpha	protein-coding
Merged-chr3-68788727-1	chr3	68740296	68837158	+	940.200012	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-80859	NM_001167996	68725	Mm.45741	NM_001167996	ENSMUSG00000046999	1110032F04Rik	AI115547	RIKEN cDNA 1110032F04 gene	protein-coding
Merged-chr13-97822077-1	chr13	97739866	97904288	+	940.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	262077	NR_046157	328314	Mm.138047	NR_046157		Gm5086	B230311A21|EG328314	predicted gene 5086	ncRNA
Merged-chr12-33159093-2	chr12	33110995	33219199	+	939.850037	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_028139, intron 2 of 3)	RSINE1|SINE|B4	17411	NM_028139	380753	Mm.41540	NM_028139	ENSMUSG00000020564	Atxn7l1	2810423G08Rik|Atxn7l4	ataxin 7-like 1	protein-coding
Merged-chr9-35135653-1	chr9	35094908	35176399	+	939.799988	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_027030, intron 3 of 5)	intron (NM_027030, intron 3 of 5)	-18843	NM_009178	20443	Mm.275973	NM_009178	ENSMUSG00000032038	St3gal4	Siat4c	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	protein-coding
Merged-chr12-12293368-2	chr12	12261640	12325462	+	939.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_029758, intron 2 of 12)	ORR1D2|LTR|ERVL-MaLR	31412	NM_029758	76820	Mm.440802	NM_029758	ENSMUSG00000020589	Fam49a	2410157M17Rik|9630047E15|D12Ertd553e	family with sequence similarity 49, member A	protein-coding
Merged-chr2-126633396-1	chr2	126584119	126682673	+	938.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001271469, intron 3 of 3)	intron (NM_001271469, intron 3 of 3)	-14718	NM_008230	15186	Mm.18603	NM_008230	ENSMUSG00000027360	Hdc	AW108189|Hdc-a|Hdc-c|Hdc-e|Hdc-s	histidine decarboxylase	protein-coding
Merged-chr14-77852942-1	chr14	77794406	77911479	+	938.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	exon (NM_025384, exon 3 of 6)	exon (NM_025384, exon 3 of 6)	21975	NM_025384	66148	Mm.248046	NM_025384	ENSMUSG00000022013	Dnajc15	1110003P16Rik|Dnajd1	DnaJ (Hsp40) homolog, subfamily C, member 15	protein-coding
Merged-chr7-28369289-2	chr7	28334733	28405257	+	938.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_138752, intron 4 of 18)	intron (NM_138752, intron 4 of 18)	2667	NM_138752	101497	Mm.235700	NM_138752	ENSMUSG00000037552	Plekhg2	AI194308|Clg|Cslg	pleckstrin homology domain containing, family G (with RhoGef domain) member 2	protein-coding
Merged-chr4-47290467-1	chr4	47247026	47333908	+	937.400024	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_009928, intron 24 of 39)	intron (NM_009928, intron 24 of 39)	-62838	NM_009370	21812	Mm.197552	NM_009370	ENSMUSG00000007613	Tgfbr1	ALK5|AU017191|Alk-5|TbetaR-I|TbetaRI	transforming growth factor, beta receptor I	protein-coding
Merged-chr11-98946554-2	chr11	98898936	98991274	+	936.650024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001177303, intron 1 of 8)	intron (NM_001177303, intron 1 of 8)	5394	NM_001177303	19401	Mm.439744	NM_009024	ENSMUSG00000037992	Rara	Nr1b1|RAR|RARalpha1	retinoic acid receptor, alpha	protein-coding
Merged-chr11-96476819-2	chr11	96435024	96526052	+	934.950012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001177898, intron 1 of 10)	RLTR31C_MM|LTR|ERVK	15947	NM_001177899	78473	Mm.395840	NM_001033186	ENSMUSG00000057058	Skap1	1700091G21Rik|Scap1|Skap-55	src family associated phosphoprotein 1	protein-coding
Merged-chr12-80096824-1	chr12	80046810	80146839	+	931.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	MTEb|LTR|ERVL-MaLR	16189	NM_007564	12192	Mm.235132	NM_007564	ENSMUSG00000021127	Zfp36l1	AW742437|AW743212|Berg36|Brf1|D530020L18Rik|ERF1|TIS11b|cMG1	zinc finger protein 36, C3H type-like 1	protein-coding
Merged-chr2-152813646-2	chr2	152767833	152886461	+	930.750000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001289717, intron 2 of 2)	intron (NM_001289717, intron 2 of 2)	3570	NM_001289716	12048	Mm.238213	NM_009743	ENSMUSG00000007659	Bcl2l1	Bcl(X)L|Bcl-XL|Bcl2l|BclX|bcl-x|bcl2-L-1	BCL2-like 1	protein-coding
Merged-chr18-67262983-1	chr18	67201164	67324803	+	929.900024	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-17153	NM_172630	225651	Mm.235792	NM_172630	ENSMUSG00000062526	Mppe1	A530095G11	metallophosphoesterase 1	protein-coding
Merged-chr11-119134012-1	chr11	119075268	119192756	+	927.599976	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	20125	NR_105899	102465563		NR_105899		Mir6934	mmu-mir-6934	microRNA mir-6934	ncRNA
Merged-chr3-52307428-2	chr3	52259127	52355126	+	926.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_019739, intron 1 of 2)	intron (NM_019739, intron 1 of 2)	38789	NM_019739	56458	Mm.29891	NM_019739	ENSMUSG00000044167	Foxo1	AI876417|Afxh|FKHR|Fkhr1|Foxo1a	forkhead box O1	protein-coding
Merged-chr17-86684706-1	chr17	86615927	86753485	+	925.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-69158	NM_010137	13819	Mm.1415	NM_010137	ENSMUSG00000024140	Epas1	HIF-2alpha|HIF2A|HLF|HRF|MOP2|bHLHe73	endothelial PAS domain protein 1	protein-coding
Merged-chr19-18627825-1	chr19	18582806	18672844	+	925.299988	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_017375, intron 1 of 9)	intron (NM_017375, intron 1 of 9)	3988	NM_017375	20409	Mm.172222	NM_017375		Ostf1	C78236|SH3P2|Sh3d3	osteoclast stimulating factor 1	protein-coding
Merged-chr10-67510249-1	chr10	67454430	67566069	+	923.299988	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	MamRep605|LTR?|LTR?	-27620	NM_010118	13654	Mm.290421	NM_010118	ENSMUSG00000037868	Egr2	Egr-2|Krox-20|Krox20|NGF1-B|Zfp-25|Zfp-6	early growth response 2	protein-coding
Merged-chr1-37508622-2	chr1	37466255	37552130	+	922.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001290801, intron 1 of 14)	RMER10A|LTR|ERVL	-20587	NR_024017	77633	Mm.483177	NR_024017		4930594C11Rik	-	G1 to S phase transition pseudogene	pseudo
Merged-chr8-128423898-1	chr8	128357276	128490521	+	921.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_008737, intron 3 of 16)	intron (NM_008737, intron 3 of 16)	64657	NR_035436	100316680		NR_035436	miRBase:MI0008317	Mir1903	Mirn1903|mmu-mir-1903	microRNA 1903	ncRNA
Merged-chr6-136944251-2	chr6	136899115	136981862	+	921.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	promoter-TSS (NM_001301303)	promoter-TSS (NM_001301303)	-961	NM_001301303	11857	Mm.2241	NM_007486	ENSMUSG00000030220	Arhgdib	D4|Gdid4|Ly-GDI	Rho, GDP dissociation inhibitor (GDI) beta	protein-coding
Merged-chr3-152929159-2	chr3	152869803	152970619	+	919.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_012028, intron 2 of 4)	intron (NM_012028, intron 2 of 4)	61996	NM_012028	26938	Mm.40915	NM_012028		St6galnac5	AI851940|Siat7e	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	protein-coding
Merged-chr16-94618682-2	chr16	94546217	94699383	+	919.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_007890, intron 2 of 11)	intron (NM_007890, intron 2 of 11)	51893	NM_001113389	13548	Mm.310973	NM_007890	ENSMUSG00000022897	Dyrk1a	2310043O08Rik|D16Ertd272e|D16Ertd493e|Dyrk|ENSMUSG00000074897|Gm10783|Mnbh|Mp86|mmb	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	protein-coding
Merged-chr9-65557742-2	chr9	65524190	65590698	+	918.250000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_153119, intron 5 of 5)	intron (NM_153119, intron 5 of 5)	22643	NM_153119	102595	Mm.247303	NM_153119		Plekho2	AI840980|Plekhq1	pleckstrin homology domain containing, family O member 2	protein-coding
Merged-chr2-160761926-1	chr2	160730530	160793322	+	918.099976	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_021280, intron 32 of 33)	intron (NM_021280, intron 32 of 33)	30616	NM_021280	18803	Mm.44463	NM_021280	ENSMUSG00000016933	Plcg1	AI894140|Cded|Plc-1|Plc-gamma1|Plcg-1	phospholipase C, gamma 1	protein-coding
Merged-chr12-3318060-1	chr12	3263819	3372301	+	917.900024	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	L1MC5|LINE|L1	-8091	NM_016676	19325	Mm.378993	NM_016676	ENSMUSG00000020671	Rab10	AW107754	RAB10, member RAS oncogene family	protein-coding
Merged-chr12-11260409-1	chr12	11196155	11324664	+	916.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_177331, intron 3 of 13)	Lx8|LINE|L1	5378	NM_177331	209334	Mm.215295	NM_177331	ENSMUSG00000051235	Gen1	5830483C08Rik	Gen homolog 1, endonuclease (Drosophila)	protein-coding
Merged-chr9-21590185-1	chr9	21524920	21655451	+	915.700012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	TTS (NM_021531)	TTS (NM_021531)	-2537	NM_178619	69773	Mm.39704	NM_178619	ENSMUSG00000048429	1810026J23Rik	-	RIKEN cDNA 1810026J23 gene	protein-coding
Merged-chr15-82161965-1	chr15	82120921	82203009	+	915.299988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_033218, intron 1 of 18)	intron (NM_033218, intron 1 of 18)	14696	NM_033218	20788	Mm.38016	NM_033218	ENSMUSG00000022463	Srebf2	AI608257|SREBP-2|SREBP2|SREBP2gc|bHLHd2|lop13|nuc	sterol regulatory element binding factor 2	protein-coding
Merged-chr7-142369284-1	chr7	142334571	142403998	+	914.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_177265, intron 2 of 3)	intron (NM_177265, intron 2 of 3)	2975	NM_177265	320802	Mm.154486	NM_177265	ENSMUSG00000045777	Ifitm10	6330512M04Rik|AI848576|DSPA3	interferon induced transmembrane protein 10	protein-coding
Merged-chr6-127253845-1	chr6	127234762	127272929	+	913.900024	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	54122	NR_073373	232386	Mm.257367	NR_073373		D130058E03	-	uncharacterized D130058E03	ncRNA
Merged-chr5-115701949-1	chr5	115670484	115733415	+	913.299988	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001080808, intron 2 of 8)	intron (NM_001080808, intron 2 of 8)	29610	NM_001080808	75665	Mm.233914	NM_001080808	ENSMUSG00000041609	Ccdc64	2210403N09Rik|BICDR-1	coiled-coil domain containing 64	protein-coding
Merged-chr2-26516819-1	chr2	26471938	26561701	+	912.200012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-12997	NM_008714	18128	Mm.290610	NM_008714	ENSMUSG00000026923	Notch1	9930111A19Rik|Mis6|N1|Tan1|lin-12	notch 1	protein-coding
Merged-chr11-97803428-1	chr11	97765280	97841576	+	912.099976	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_010688, intron 1 of 6)	PB1D10|SINE|Alu	3756	NM_010688	16796	Mm.271967	NM_010688	ENSMUSG00000038366	Lasp1	AA408629|Def-4|SH3P6|Tg(Col1a1-lacZ)1Ngma	LIM and SH3 protein 1	protein-coding
Merged-chr6-146474825-1	chr6	146427628	146522022	+	911.500000	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_019923, intron 2 of 56)	B1_Mur4|SINE|Alu	27398	NM_010586	16439	Mm.7800	NM_010586	ENSMUSG00000030287	Itpr2	AI649341|InsP3R-2|InsP3R-5|Ip3r2|Itpr5|insP3R2	inositol 1,4,5-triphosphate receptor 2	protein-coding
Merged-chr1-87648911-1	chr1	87607260	87690562	+	909.500000	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NR_122078, intron 2 of 27)	intron (NR_122078, intron 2 of 27)	28599	NM_001110193	16331	Mm.15105	NM_010566	ENSMUSG00000026288	Inpp5d	SHIP|SHIP-1|SHIP1|SIP-145|p150Ship|s-SHIP	inositol polyphosphate-5-phosphatase D	protein-coding
Merged-chr9-57963003-1	chr9	57927494	57998513	+	908.400024	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	TTS (NM_011352)	TTS (NM_011352)	22868	NM_011352	20361	Mm.335187	NM_011352	ENSMUSG00000038264	Sema7a	2900057C09Rik|CDw108|H-Sema-L|M-Sema-L|Semal	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	protein-coding
Merged-chr6-125464144-2	chr6	125411099	125511915	+	908.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_007657, intron 6 of 7)	B3|SINE|B2	33248	NM_007657	12527	Mm.210676	NM_007657	ENSMUSG00000030342	Cd9	Tspan29	CD9 antigen	protein-coding
Merged-chr19-6991172-1	chr19	6941134	7041210	+	907.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_020566, intron 1 of 5)	B1_Mur1|SINE|Alu	1100	NM_020566	57431	Mm.10721	NM_020566	ENSMUSG00000024963	Dnajc4	2010301J22Rik|Hspf2|Mcg18	DnaJ (Hsp40) homolog, subfamily C, member 4	protein-coding
Merged-chr2-25212636-1	chr2	25152177	25273095	+	907.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	TTS (NM_028961)	TTS (NM_028961)	-1147	NM_021393	58202	Mm.116418	NM_021393	ENSMUSG00000013465	Nelfb	A730008L03Rik|AB041607|AI663983|Cobra1|Nelf-b	negative elongation factor complex member B, Cobra1	protein-coding
Merged-chr13-32985842-1	chr13	32960559	33011125	+	907.200012	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-18699	NM_009256	20723	Mm.272569	NM_009256	ENSMUSG00000045827	Serpinb9	BB283241|CAP-3|CAP3|PI-9|PI9|Spi6|ovalbumin	serine (or cysteine) peptidase inhibitor, clade B, member 9	protein-coding
Merged-chr11-97697744-1	chr11	97650352	97745136	+	906.799988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001163308, intron 1 of 9)	intron (NM_001163308, intron 1 of 9)	1640	NM_001163307	22658	Mm.2418	NM_009545	ENSMUSG00000018537	Pcgf2	Mel18|Rnf110|Zfp144|mel-18	polycomb group ring finger 2	protein-coding
Merged-chr9-42107619-1	chr9	42053224	42162015	+	904.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_011436, intron 1 of 47)	intron (NM_011436, intron 1 of 47)	16670	NM_011436	20660	Mm.121920	NM_011436		Sorl1	2900010L19Rik|AI596264|AW261561|LR11|SorLA|gp250|mSorLA	sortilin-related receptor, LDLR class A repeats-containing	protein-coding
Merged-chr13-43220086-1	chr13	43166613	43273560	+	903.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001033399, intron 1 of 1)	B4A|SINE|B4	-48585	NM_001252639	67046	Mm.269213	NM_025935	ENSMUSG00000021368	Tbc1d7	2610009C09Rik	TBC1 domain family, member 7	protein-coding
Merged-chr4-46571477-1	chr4	46524154	46618801	+	902.500000	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001164804, intron 1 of 11)	Lx9|LINE|L1	-5037	NM_178893	107684	Mm.416311	NM_178893	ENSMUSG00000028337	Coro2a	9030208C03Rik|AI563590|IR10	coronin, actin binding protein 2A	protein-coding
Merged-chr10-62528840-2	chr10	62500208	62557282	+	902.250000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-20990	NM_011157	19073	Mm.338790	NM_011157	ENSMUSG00000020077	Srgn	Prg|Prg1|Sgc	serglycin	protein-coding
Merged-chr12-70106091-1	chr12	70053810	70158373	+	901.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001286079, intron 1 of 28)	intron (NM_001286079, intron 1 of 28)	-3237	NM_001081453	18080	Mm.244047	NM_008697	ENSMUSG00000021068	Nin	3110068G20Rik|AI385615|AU024711|mKIAA1565	ninein	protein-coding
Merged-chr18-73802916-1	chr18	73743864	73861969	+	901.299988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_145494, intron 2 of 15)	L1M4|LINE|L1	12476	NM_145494	107029	Mm.36817	NM_145494	ENSMUSG00000024556	Me2	AW120568|D030040L20Rik|NAD-ME	malic enzyme 2, NAD(+)-dependent, mitochondrial	protein-coding
Merged-chr7-104298206-1	chr7	104277954	104318459	+	900.299988	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-16825	NR_040749	622070	Mm.486406	NR_040749	ENSMUSG00000087175	Gm15133	OTTMUSG00000019186	predicted gene 15133	ncRNA
Merged-chr4-154933211-1	chr4	154898023	154968399	+	898.400024	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-5134	NM_178931	230979	Mm.215147	NM_178931	ENSMUSG00000042333	Tnfrsf14	Atar|HveA|Hvem|Tnfrs14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	protein-coding
Merged-chr14-19967733-2	chr14	19889855	20035722	+	897.549988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001285908, intron 1 of 3)	MLT1N2|LTR|ERVL-MaLR	13905	NM_001285911	14702	Mm.41737	NM_010315	ENSMUSG00000043004	Gng2	82	guanine nucleotide binding protein (G protein), gamma 2	protein-coding
Merged-chr2-30625712-1	chr2	30587440	30663984	+	896.700012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	MTE2a|LTR|ERVL-MaLR	30668	NM_030137	78617	Mm.40413	NM_030137	ENSMUSG00000047363	Cstad	9530039B02Rik	CSA-conditional, T cell activation-dependent protein	protein-coding
Merged-chr5-54055050-1	chr5	53994779	54115321	+	893.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001081103, intron 2 of 11)	Lx9|LINE|L1	56527	NM_001081103	116873	Mm.265985	NM_054083	ENSMUSG00000039156	Stim2	-	stromal interaction molecule 2	protein-coding
Merged-chr6-91707102-1	chr6	91656467	91757738	+	892.299988	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_009320, intron 2 of 14)	intron (NM_009320, intron 2 of 14)	23035	NM_009320	21366	Mm.395650	NM_009320	ENSMUSG00000030096	Slc6a6	AA589629|C80501|Taut	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	protein-coding
Merged-chr6-124909551-1	chr6	124878803	124940299	+	891.200012	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_008479, intron 3 of 7)	intron (NM_008479, intron 3 of 7)	2154	NM_008479	16768	Mm.4528	NM_008479	ENSMUSG00000030124	Lag3	CD223|LAG-3|Ly66	lymphocyte-activation gene 3	protein-coding
Merged-chr8-88308213-1	chr8	88271994	88344433	+	890.000000	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001037723, intron 4 of 27)	intron (NM_001037723, intron 4 of 27)	14009	NM_001037724	11513	Mm.288206	NM_007406	ENSMUSG00000031659	Adcy7	AA407758	adenylate cyclase 7	protein-coding
Merged-chr13-111956387-1	chr13	111892695	112020079	+	889.200012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-147404	NM_011945	26401	Mm.15918	NM_011945	ENSMUSG00000021754	Map3k1	MAPKKK1|MEKK1|Mekk	mitogen-activated protein kinase kinase kinase 1	protein-coding
Merged-chr18-35742789-1	chr18	35692995	35792583	+	888.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	MLT1B|LTR|ERVL-MaLR	-2235	NM_001289592	72512	Mm.45995	NM_028261	ENSMUSG00000024349	Tmem173	2610307O08Rik|ERIS|MPYS|Mita|STING	transmembrane protein 173	protein-coding
Merged-chr7-16019784-2	chr7	15977130	16058973	+	888.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-18556	NM_001081418	243842	Mm.440249	NM_001081418	ENSMUSG00000070808	Gltscr1	-	glioma tumor suppressor candidate region gene 1	protein-coding
Merged-chr11-48841990-2	chr11	48787392	48883215	+	887.299988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_053166, intron 1 of 6)	RLTR14|LTR|ERV1	9165	NM_053166	94089	Mm.390335	NM_053166		Trim7	AI790312	tripartite motif-containing 7	protein-coding
Merged-chr5-113828759-1	chr5	113812644	113844875	+	881.299988	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_009151, intron 1 of 1)	ID_B1|SINE|B4	1742	NM_009151	20345	Mm.332590	NM_009151	ENSMUSG00000048163	Selplg	CD162|Psgl-1|Psgl1|Selp1|Selpl	selectin, platelet (p-selectin) ligand	protein-coding
Merged-chr17-27026395-1	chr17	26968250	27084541	+	880.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_007523, intron 1 of 5)	(TG)n|Simple_repeat|Simple_repeat	2231	NM_007523	12018	Mm.2443	NM_007523	ENSMUSG00000057789	Bak1	Bak|N-BAK1|N-Bak	BCL2-antagonist/killer 1	protein-coding
