Gene symbol	No-Peptide-24h	No-Peptide-24h-MEKi	10uM-K99A-24h	10uM-K99A-24h-MEKi	100uM-K99A-24h	100uM-K99A-24h-MEKi	0-1uM-PCC-24h	0-1uM-PCC-24h-MEKi	10uM-PCC-24h	10uM-PCC-24h-MEKi
Scpep1	37.989000000000004	32.381	21.108	30.11	24.9765	40.126	20.903000000000002	24.313	20.285999999999998	25.524
Runx1	16.287	13.733	12.267499999999998	14.567	8.2905	12.05	9.05	10.103	7.537999999999999	9.143
Cd209c	0.511	0.32299999999999995	0.0805	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Npffr1	0.0	0.0	0.094	0.0	0.015	0.0	0.016	0.0	0.014	0.0
Sod2	16.259999999999998	11.493	13.9765	13.171	21.7735	19.34	21.5355	22.021	22.705	22.822
Ap3b2	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
Hdlbp	27.057	20.501	35.065	25.469	45.3905	33.087	45.1615	44.795	49.8625	42.563
Clip3	0.2075	0.19	0.382	0.476	0.251	0.279	0.3145	0.53	0.30800000000000005	0.812
1700096K18Rik	2.5180000000000002	1.162	1.8595	3.688	1.1865	1.166	1.262	1.442	0.9015	1.027
1700031A10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cd7	18.6845	12.354	9.6605	11.715	5.624	7.35	5.327000000000001	4.432	2.2245	2.777
Tat	0.0	0.0	0.0085	0.0	0.0	0.0	0.0	0.0	0.012	0.0
Pstpip1	50.607	55.448	29.4125	34.586	19.142	23.599	16.1125	15.562	14.802499999999998	15.153
Anxa13	0.0	0.0	0.0	0.0	0.0	0.0	0.0575	0.0	0.0145	0.0
Nhp2	26.824	10.739	59.44450000000001	22.839	107.461	50.63	127.1185	77.305	140.0515	86.876
Actr6	7.694000000000001	6.895	9.419	6.705	10.758	7.87	9.948	10.057	9.2245	8.586
Fem1b	7.3505	4.9860000000000015	9.9115	7.721	13.2465	9.483	12.937000000000001	14.015	13.9955	13.889
Mir6977	0.0	0.0	0.0	0.0	0.0	0.0	0.7465	0.0	0.0	0.0
Steap1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cts6	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0
Dcaf10	5.6945	4.083	4.876	4.466	5.3535	4.816	5.6285	5.347	5.235	5.117
Mob3c	7.8889999999999985	5.351	7.2245	4.891	5.949	6.607	5.2639999999999985	5.869	6.0729999999999995	7.149
Lefty2	0.02	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0075	0.0
Mir3095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tex30	8.5145	7.597	18.3075	10.119	23.5465	17.832	23.365	27.687	28.39	23.818
Hhipl2	0.1285	0.0	0.0075	0.0	0.065	0.0	0.133	0.0	0.0735	0.0
Mrpl30	28.453000000000007	19.524	42.6085	19.642	56.721	38.742	64.9585	43.824	66.714	57.354
Lima1	9.361999999999998	5.8870000000000005	3.734	6.327000000000001	2.265	3.735	2.8535	2.599	2.1125	2.472
Tmem150cos	0.8945000000000001	0.373	0.7150000000000001	1.317	0.4985000000000001	0.422	0.4365	0.7390000000000001	0.5335	0.845
Pcdha7	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.03
Spata19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir7012	18.0665	8.902000000000003	17.3225	0.0	11.2295	14.522	11.0335	4.604	8.899000000000003	21.16
Grk5	3.9525	2.6710000000000003	3.053	1.696	1.9055	3.24	1.932	2.229	1.597	1.954
Mrgpre	1.181	0.63	0.469	0.919	0.3765	0.955	0.441	0.479	0.488	0.464
Nelfb	32.417500000000004	27.425	33.605	26.203000000000007	33.976	33.147	34.556	30.818	36.433	29.352
Atp6v0c-ps2	33.978	33.475	27.2135	28.853	22.820500000000006	28.97	23.024	24.296	21.4795	21.383000000000006
A2m	0.0	0.0	0.0	0.0	0.0045000000000000005	0.0	0.0	0.0	0.0	0.0
Slc25a12	17.9765	16.179000000000002	15.0515	14.89	15.44	12.965	17.898	16.939	20.0565	15.89
Wnt6	0.075	0.0	0.024	0.063	0.019	0.0	0.0545	0.028	0.0	0.0
1810022K09Rik	5.0465	3.944	7.840999999999998	3.297	20.960500000000003	14.431	17.596	12.336	20.3335	15.706
Mir6402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sval3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2810025M15Rik	1.4385	0.5760000000000001	0.6014999999999999	0.0	0.8009999999999999	1.595	0.8505	1.072	0.687	0.818
Eqtn	0.4965000000000001	0.649	0.457	0.904	0.3985	0.244	0.29000000000000004	0.101	0.14400000000000002	0.222
Mtmr12	14.364	14.387	18.003500000000006	17.785999999999994	16.999000000000002	17.203	16.090999999999998	16.307000000000002	15.4255	17.695
Dennd5b	2.3475	2.992	1.233	2.7880000000000003	0.8170000000000001	1.3769999999999998	0.7695	1.07	0.413	1.045
Phf12	29.9945	31.092	40.981	33.998000000000005	38.725	36.385	37.2485	36.634	39.1095	38.042
Ldlrad2	0.0	0.0	0.0815	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nipsnap3a	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccl21c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olig1	0.0	0.0	0.0565	0.0	0.0	0.0	0.0	0.0	0.0085	0.0
Hao1	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930428E07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nfrkb	13.8985	11.712	17.5125	13.23	15.3585	14.146	16.3705	15.355	15.033	14.561
1700034I23Rik	0.0	0.0	0.0435	0.0	0.0	0.0	0.0	0.0	0.0075	0.087
Prr33	7.2415	11.339	7.0619999999999985	7.0870000000000015	4.2780000000000005	6.529	3.548	3.312	3.8735	3.956
Nat9	5.837000000000001	8.616	4.2035	5.228	4.209	3.829	6.181	4.14	5.8735	4.62
Atp8b5	0.0115	0.07	0.0365	0.41	0.009000000000000001	0.063	0.076	0.026	0.0245	0.173
Mir7115	74.93549999999998	91.983	48.9975	96.135	29.6795	45.799	23.997	30.385	10.564	20.346
Gcm1	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.036500000000000005	0.0
Olfr411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chd3os	1.7035	1.157	1.5105	0.953	1.608	0.871	1.834	1.534	1.4965000000000002	1.616
Ccdc158	0.1495	0.0	0.073	0.0	0.0345	0.0	0.0195	0.0	0.015	0.028
Mir451a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mcts2	1.5659999999999998	3.068	2.639	0.904	2.7515	4.976	3.4975	3.2230000000000003	3.625	3.82
Scn1a	0.0	0.03	0.0	0.0	0.0	0.0	0.003	0.0	0.006500000000000001	0.0
Dpp6	0.0	0.0	0.0045000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933411K16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101056149	0.1365	0.344	0.091	0.0	0.0	0.0	0.0	0.0	0.068	0.0
Mbd1	17.4135	16.288	22.107	16.704	21.921	23.06	23.418000000000003	21.98	25.0	25.279
Dennd3	11.049000000000001	15.466	6.565	11.632	4.9585	7.099	3.755	5.212999999999999	3.833	4.579
Sp8	0.006	0.0	0.0	0.073	0.0	0.0	0.016	0.0	0.033	0.0
Zfp663	0.0	0.0	0.0	0.0	0.0	0.0	0.006500000000000001	0.0	0.0	0.0
Faah	20.221	16.287	18.837000000000003	18.874	12.8575	15.264	13.908	14.994000000000002	14.4075	13.982
Prkab1	32.893	28.531	30.2905	27.842	30.359	27.881	29.0235	21.788	27.851	23.879
Lilrb4	149.4855	187.729	103.186	180.981	66.99000000000001	151.004	63.0705	83.993	30.314	58.952
Cbln4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rasgef1c	0.0555	0.0	0.0	0.0	0.0115	0.0	0.0	0.0	0.0125	0.0
Cstf3	8.626000000000001	6.674	11.9995	9.093	14.9025	10.746	14.818	14.866	13.2435	11.599
B3galnt1	0.28800000000000003	0.331	0.0725	0.461	0.1295	0.156	0.1365	0.205	0.053000000000000005	0.023
Lsm7	1.2115	0.405	0.8625	0.0	0.22699999999999998	0.152	1.4175000000000002	1.256	2.0675	0.6659999999999999
Amer1	2.4865000000000004	2.415	1.9345	2.639	1.492	1.497	1.5875	2.1590000000000003	1.5665	1.969
1700020M21Rik	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Igfl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cep76	2.3535000000000004	2.562	2.9125	1.922	4.083	3.337	4.275	4.228	4.6525	3.905
Mir1247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102634753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700049L16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem203	9.278	7.592	6.5915	8.721	7.1805	7.879	9.199	5.0939999999999985	8.541	4.559
Gsg1l	0.0	0.0	0.0	0.0	0.0	0.0	0.023500000000000004	0.0	0.0045000000000000005	0.0
Olfr1396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atoh7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sept1	104.258	70.143	125.3305	85.836	108.1235	95.934	105.189	92.692	113.2335	97.703
Ajap1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sdsl	0.685	0.0	0.1375	0.0	0.3175000000000001	0.117	0.7250000000000001	0.194	0.478	0.342
Car5b	0.21100000000000002	0.471	0.2395	0.17	0.121	0.102	0.1405	0.202	0.213	0.4320000000000001
1700017G19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.048	0.0	0.0
8030423J24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polr3k	6.4224999999999985	4.573	10.165	4.645	13.349	8.254	13.8505	11.16	13.627	10.831
Ugt2b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0085	0.0	0.0	0.0
Rbl1	14.7525	11.862	13.607000000000001	11.674	12.7875	13.238	10.9635	11.353	11.2915	14.277
Trpv2	32.4065	33.515	21.8185	31.859	17.5	25.853	15.6125	16.725	15.819	16.977999999999998
1810011O10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.027000000000000003	0.0
A730006G06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elane	59.7195	33.374	31.405	25.036	11.4945	21.814	5.902	2.351	0.9325	2.0780000000000003
Recql5	5.1975	5.925	6.2805	5.092	6.5764999999999985	6.141	7.085	6.905	7.654	7.047999999999999
Vmn2r95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir7226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.306	0.0
AI317395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.0
Commd5	8.618	4.325	10.1975	7.534	14.7105	9.133	12.1375	9.221	13.841	9.336
Cdc42ep3	39.586	46.662	21.9805	35.863	11.825	29.433000000000003	10.218	11.495	7.539	9.429
Cers2	71.2575	78.48	81.06750000000002	67.95100000000001	88.78999999999998	77.468	94.2725	94.306	104.338	95.561
Lin52	2.5465	2.567	3.609	3.72	4.3475	3.1630000000000003	5.365	3.829	4.334	3.937
Nctc1	0.0	0.0	0.0	0.0	0.0245	0.0	0.011	0.0	0.0	0.0
Mir490	0.0	0.0	0.7390000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc2a13	0.0	0.0	0.004	0.0	0.004	0.011	0.0	0.0	0.003	0.0
1810007C17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gsr	217.928	312.002	152.22899999999998	248.14	77.39150000000002	154.336	66.7225	66.086	44.1485	56.232
Angpt1	1.754	1.057	1.5575	1.423	1.0779999999999998	0.965	1.5959999999999999	1.214	1.4005	0.787
Mageb3	0.0	0.0	0.009000000000000001	0.0	0.0	0.0	0.0305	0.0	0.008	0.0
BC035044	2.7495000000000003	1.734	3.241	1.019	1.7835	2.448	2.1245000000000003	1.513	1.4035	2.14
Bambi-ps1	35.2765	18.221	10.2915	14.323	1.0405	2.667	1.7175	0.239	0.6134999999999999	0.5489999999999999
Cyp2c37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gcg	0.4975000000000001	0.0	0.5595	0.0	0.38799999999999996	0.0	0.063	0.321	0.1	0.947
Ppargc1b	2.217	2.635	1.511	1.287	1.128	1.082	1.235	0.956	1.393	1.281
Lrrc74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccdc148	0.0275	0.0	0.0545	0.0	0.0735	0.0	0.0	0.016	0.0125	0.042
Mir505	1.1105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Macf1	50.1485	63.121	30.7915	52.92100000000001	15.7165	24.376	16.131	18.75	14.1435	16.928
Dcxr	1.8825	1.921	1.2155	1.219	1.9235	1.55	3.21	2.044	2.0155	2.259
Vmn2r105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Igf1r	15.4365	23.95	14.8535	21.708	7.8235	11.202	8.776	10.845	7.7615	9.53
Tyr	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930550L24Rik	0.0	0.0	0.026	0.0	0.033	0.0	0.0	0.0	0.0	0.065
Akr1b3	2.89	2.421	5.7355	3.608	6.5675	5.62	5.8885000000000005	4.883	4.952	4.353
Cspg4	0.003	0.0	0.0025	0.0	0.0	0.0	0.003	0.0	0.002	0.0
Mmp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mcpt-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zmym1	4.3575	3.358	5.3025	2.948	7.275500000000001	5.432	7.8085	7.224	8.0875	8.478
Mrpl20	35.47	26.853	46.9825	31.228	68.105	47.628	69.7885	54.575	82.0375	60.92100000000001
Pcdha1	0.0	0.0	0.0	0.099	0.0	0.0	0.0045000000000000005	0.022	0.0	0.0
Mir465c-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ptgs2os	0.0	0.0	0.0275	0.0	0.037500000000000006	0.0	0.0	0.0	0.0	0.0
Snora81	2.337	15.673	6.6265	7.991	12.151	9.067	8.375	19.217	8.6565	21.704
Irak3	18.5795	23.765	12.0825	19.173	5.6485	10.098	5.4475	7.224	2.6435000000000004	5.483
Cftr	0.0535	0.0	0.0435	0.0	0.004	0.0	0.0	0.009000000000000001	0.0	0.0
Dram1	13.299	12.048	6.899	9.869	5.5985	8.451	5.367000000000001	6.6960000000000015	3.2835	5.901
Cdh16	0.0	0.0	0.024	0.0	0.0	0.024	0.006999999999999999	0.0	0.006	0.0
A330023F24Rik	1.568	2.21	1.081	4.131	0.605	0.923	0.6385	0.459	0.2975	0.544
Adra2a	0.1105	0.016	0.08750000000000001	0.12	0.07700000000000001	0.0	0.0555	0.015	0.085	0.04
Tmem229a	0.0	0.0	0.052000000000000005	0.0	0.0	0.0	0.0	0.035	0.0	0.0
Mir6516	9.1655	0.0	12.1725	8.962	16.499000000000002	6.456	15.5855	11.175999999999998	20.221	9.408
1700025F24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Morf4l1	7.701	5.619	9.1855	5.239	11.817	7.79	10.897	7.172999999999999	12.046	9.385
Kiss1r	1.378	1.975	0.687	2.436	0.2025	0.491	0.1375	0.202	0.2805	0.146
Eif3g	60.59349999999999	33.134	86.33449999999998	36.79	127.0745	72.775	146.247	94.957	154.489	100.65
Wdr12	13.001	11.681	12.1635	11.630999999999998	14.392999999999999	8.055	17.414	12.518	19.168	13.899
Fbxo18	14.765	15.529000000000002	12.54	13.786	10.477	12.74	9.0275	10.734000000000002	10.166999999999998	9.282
Mon1a	9.514499999999998	9.196	7.467	8.363	8.1605	9.138	8.073	8.088	8.0985	8.427
Ffar4	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.16699999999999998	0.033	0.0
Gramd3	68.04650000000001	54.898	86.23100000000001	80.995	38.0715	57.028	25.9345	20.882	13.8155	19.507
C1ql3	0.0625	0.513	0.11250000000000003	0.103	0.2255	0.334	0.1595	0.202	0.1595	0.325
1700020N18Rik	0.227	0.0	0.0	0.0	0.0365	0.0	0.3605	0.0	0.0	0.0
Plekhn1	4.1155	3.639	2.762	3.981	2.4025	3.853	2.9625	2.54	2.7525	3.2510000000000003
Gm7030	0.536	0.0	0.386	0.0	0.49	0.473	0.3255	0.52	0.444	0.402
4933412O06Rik	0.022	0.278	0.31	0.0	0.2045	0.44	0.0375	0.155	0.0645	0.229
Pcdha2	0.0	0.0	0.0	0.097	0.0035	0.0	0.0	0.0	0.0	0.0
Tdrd5	0.0315	0.0	0.016	0.271	0.0085	0.0	0.035	0.037000000000000005	0.006	0.115
Card10	3.497	3.668	1.7619999999999998	3.197	0.3355	1.077	0.2725	0.234	0.2205	0.174
Smim12	14.549500000000002	4.897	17.2145	7.485	15.3495	11.89	16.936	11.624	17.7215	11.836
Olig3	0.184	0.0	0.01	0.0	0.0	0.034	0.0115	0.0	0.0	0.124
Serpina1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfhx3	2.31	5.106	1.507	3.552	0.3935	1.281	0.3315	0.381	0.2285	0.503
Amy2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Relb	63.2235	42.453	76.6765	59.585	86.60700000000001	86.81700000000002	78.7945	65.435	76.63749999999997	65.855
Vamp5	7.792999999999999	4.134	3.765	4.915	2.9130000000000003	1.885	2.781	1.907	2.553	1.654
Gm13305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9230104L09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Timm17b	11.517999999999999	10.684	12.0745	7.936	14.4885	11.679	14.8565	11.722	18.758000000000006	13.25
Gm21586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1600012H06Rik	14.9155	11.415	16.508000000000006	12.165	16.131999999999998	14.947	15.9795	13.458	14.24	14.09
Cerk	22.3345	22.664	12.865	19.662	6.648	12.595999999999998	5.693	6.017	4.5585	5.794
Hsd17b12	19.195999999999998	13.206	27.3275	17.725	41.646	30.562	42.2965	36.755	49.431999999999995	44.758
Ch25h	0.15	1.109	0.091	0.386	0.019	0.157	0.087	0.215	0.0685	0.342
Mir7015	15.7315	20.77	7.456	10.337	5.791	3.3510000000000004	2.945	1.842	6.864	4.069
Dph5	8.75	2.881	16.243499999999994	7.862999999999999	19.259500000000006	14.78	19.203	12.853	20.1865	12.645
Gm13078	0.0	0.0	0.0095	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem56	0.0	0.0	0.0195	0.0	0.0	0.0	0.0035	0.0	0.0	0.0
Papd7	6.166	3.834	11.2165	6.869	12.895500000000002	10.392	13.6425	12.674	13.2365	11.563
Cd209g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ackr2	0.044500000000000005	0.151	0.0	0.225	0.054500000000000014	0.073	0.081	0.08	0.061	0.0
Prcc	25.1725	20.455	31.2375	16.759	38.3245	33.121	38.8	35.361	42.604	34.868
Cdx4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruvbl2	20.853	15.07	42.724	21.76	78.0245	43.039	94.766	65.565	104.885	67.137
Plac8	147.923	101.29	91.56	82.89299999999999	72.184	62.305	76.81	62.386	69.5445	61.17
Pon2	26.6775	20.364	19.612	17.387	19.388	20.282	18.6265	20.03	19.559	19.6
Adam3	0.161	0.093	0.0425	0.024	0.0385	0.0	0.047	0.0	0.013500000000000002	0.0
Ppm1l	2.5935	2.068	2.293	2.92	1.8480000000000003	2.389	2.2775	1.866	1.9135	2.442
Ccdc42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mia2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.063
Smgc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tas2r119	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0
Sprr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parva	0.0	0.0	0.011	0.08800000000000001	0.016	0.0	0.016	0.039	0.042	0.058
Smarca5-ps	0.8490000000000001	0.797	0.9775	0.625	1.4680000000000002	0.8440000000000001	1.4580000000000002	1.469	1.4125	1.23
Ces2e	0.13	0.219	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pde12	6.9910000000000005	5.4460000000000015	11.6805	7.891	19.047	12.501	16.712	15.292	17.3065	14.855
Irs2	12.7525	9.139	8.243	8.544	10.751	10.831	11.1905	11.72	11.9445	10.692
2410088K16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem141	3.3695000000000004	1.586	1.391	0.0	0.853	0.716	0.4625	0.295	0.29300000000000004	0.261
Dapp1	13.959000000000001	13.122	11.686	13.609000000000002	10.908499999999998	10.612	10.2505	11.142	8.9905	9.998
Fpr-rs4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2410012E07Rik	0.0	0.0	0.0605	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paxbp1	22.6945	23.303	23.6545	25.609	26.780500000000004	26.337	29.842	33.053000000000004	28.57	31.408
Rbmxl1	3.2680000000000002	2.353	7.795	3.898	12.887	6.542999999999998	13.040999999999999	10.213	13.109000000000002	9.861
Mir707	5.7445	4.327	1.6609999999999998	0.0	0.7190000000000001	4.887	0.873	1.611	3.6995	0.0
Clta	154.50549999999996	112.709	125.4915	83.678	127.625	119.181	117.1125	96.77	126.76700000000001	100.335
Cdk6	5.837999999999999	5.797999999999999	11.8255	10.505	23.2085	19.359	25.684	28.426	26.608500000000006	27.439
Mir6900	0.0	0.0	0.0	0.0	0.0	0.0	0.7105	0.0	0.0	0.0
Ccdc172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fez2	11.9115	9.202	6.513	5.591	5.242999999999999	4.567	3.9065	3.438	3.5195	3.485
Clec4a1	20.8865	11.296	8.4815	11.134	3.7275	5.358	1.213	1.235	0.494	0.728
Rhox3g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Yae1d1	0.5675	0.89	1.6355	0.588	1.6035	1.169	1.811	1.589	1.545	1.255
Olfr1480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pde11a	0.0435	0.0	0.109	0.138	0.104	0.0	0.0325	0.0	0.0165	0.054000000000000006
6030458C11Rik	7.379	5.613	8.6705	8.118	10.519	8.95	11.2755	11.11	11.1775	12.032
C1qbp	48.195	15.295	101.977	30.282	213.1595	101.455	264.1195	178.636	270.5485	181.383
Coch	0.207	0.6559999999999999	0.0905	0.765	0.233	0.199	0.2665	0.305	0.34850000000000003	0.208
Catsperg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700015F17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5430421N21Rik	4.1739999999999995	5.425	2.0965	4.737	0.8330000000000001	1.975	0.5885	0.332	0.19399999999999998	0.35200000000000004
Rnf145	52.8185	42.81399999999999	33.51	33.798	25.25	24.85	29.388	28.784	29.0405	25.226
Supv3l1	6.0185	4.674	15.3385	7.602	20.789500000000004	15.51	25.114	21.023000000000003	23.796	21.844
Shd	0.0325	0.041	0.086	0.385	0.017	0.139	0.041	0.19	0.121	0.135
Spink3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm1995	0.046	0.0	0.096	0.015	0.07450000000000001	0.081	0.0595	0.04	0.128	0.118
Lsm6	2.5425	1.577	3.6910000000000003	2.214	6.066	3.079	6.2330000000000005	4.266	6.434	5.162000000000001
Cyp2e1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0105	0.0
Kif3c	3.1715	3.08	3.463	2.447	3.551	2.84	3.3489999999999998	3.3160000000000003	3.536	3.224
Btbd2	9.5475	6.117000000000001	7.605	6.2639999999999985	8.190999999999999	7.6560000000000015	8.062999999999999	6.888	7.741	7.364
Mir6420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S1pr5	0.129	0.125	0.0995	0.209	0.0925	0.17	0.038	0.093	0.115	0.165
Wrnip1	13.8855	8.662	17.412	11.6	24.1605	15.395	22.7385	19.453	26.0385	18.616
Wdpcp	0.47	0.18	0.324	0.29600000000000004	0.27399999999999997	0.145	0.275	0.335	0.3055	0.36
Kctd9	7.208500000000001	6.7360000000000015	6.834	7.911	7.4935	6.518	6.737500000000002	7.838999999999999	7.3955	7.302
Etv3	44.196999999999996	34.439	22.0455	28.191	21.8635	27.653	21.1505	21.709	20.0485	20.267
Zscan25	7.5105	8.083	9.078	4.748	11.116	7.642	10.8945	10.791	12.4265	9.821
Vmn1r237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rpusd1	5.2440000000000015	2.61	3.7675	2.536	3.6055	2.989	4.309	3.867	5.1945	4.7189999999999985
Col4a6	0.0775	0.0	0.0125	0.0	0.004	0.0	0.016	0.009000000000000001	0.011	0.062
Mrpl23	0.045	0.0	0.20800000000000002	0.0	0.15849999999999995	0.122	0.3095	0.605	0.2715	0.892
Pmpcb	19.247	11.036	32.0125	18.124	47.8155	32.895	49.8675	39.479	53.6535	40.636
Lias	9.433	6.476	11.6375	7.516	14.857999999999999	10.630999999999998	14.7685	11.286	16.4295	12.02
Abcc10	3.0415	3.532	3.2289999999999996	2.587	3.1945	2.926	2.8345	3.3960000000000004	3.3089999999999997	3.15
Cyb5r1	25.489	31.985	44.956	34.356	58.4675	43.357	51.5175	50.034	58.1085	42.923
Prlh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmed1	10.802999999999999	13.422	9.105	14.819	8.461	10.501	8.115	6.659	7.348000000000001	7.997000000000001
Gm6484	0.0575	0.0	0.095	0.0	0.0605	0.0	0.0	0.0	0.128	0.06
Hdac9	1.4935	0.438	0.6729999999999999	0.752	0.281	0.7170000000000001	0.3525	0.25	0.25	0.465
Cwc27	7.699	3.002	11.5185	5.439	15.243000000000002	7.1960000000000015	16.979	9.502	17.637999999999995	15.837
Bcl7b	22.9215	13.379	25.02	11.469	28.154	17.445	28.1815	19.033	25.4345	20.936
D830031N03Rik	0.6545000000000001	0.585	1.4155	1.607	1.09	1.347	0.9915	0.838	0.96	0.981
5330417C22Rik	0.03	0.0	0.124	0.118	0.0	0.0	0.014	0.07	0.0	0.093
Mir7679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
