Gene symbol	mouse_spleen_and_lymph_nodes_Th0_cells	mouse_spleen_and_lymph_nodes_Th17_cells	mouse_spleen_and_lymph_nodes_exFoxp3Th17_cells	mouse_spleen_and_lymph_nodesTreg_cells
Fam92a	443.791	703.818	908.706	656.05
9130019O22Rik /// E430018J23Rik /// Zfp747 /// Zfp764	200.095	216.44799999999998	146.91	132.579
Mff	311.56	349.499	395.027	305.732
Stx4a	372.12800000000004	332.88300000000004	343.01199999999994	277.965
Bcl9	28.5648	23.0326	21.8588	22.8271
Nudt3	215.63299999999998	174.13099999999997	208.45	171.391
Prkdc	143.532	124.288	180.53400000000002	122.32700000000001
Zbtb20	69.768	34.9785	93.6787	16.1303
Ccdc65	0.397242	2.62205	0.8429459999999999	1.45265
BC024139	0.944667	0.5097550000000001	0.408907	0.357971
Ttr	0.737075	2.6379900000000003	6.288130000000001	1.18159
Ppp6r2	1.8187200000000001	5.01976	2.1649700000000003	4.53974
Tulp1	2.11888	6.6546199999999995	1.90565	2.33271
Mmgt2	203.925	293.214	356.405	243.485
Havcr2	3.33549	6.24176	1.3847399999999999	31.089000000000002
Spsb2	10.9096	11.3512	10.1479	16.0832
Tmbim6	807.7260000000001	647.3580000000001	758.398	799.5360000000001
Tiprl	331.702	410.787	425.16900000000004	374.319
1810022C23Rik	10.9318	10.4823	7.75938	4.75957
Gatsl2	47.5811	74.8194	75.6545	71.2572
Cplx4	3.97024	2.75798	6.99297	4.92467
Efnb1	15.2792	14.7202	12.8605	15.3398
Mypop	17.116	12.8264	21.2164	11.0518
H2-K1	8.43464	1.58271	7.3788800000000005	6.9592600000000004
Serpinb6c	2.65789	2.9378599999999997	7.2281	0.47157299999999996
Kcnq2	5.77091	0.20717600000000003	2.38167	0.441717
Sphk1	10.7348	17.5151	0.796164	6.71858
Tmprss11d	0.504038	2.26087	0.163177	0.176954
Pax4	0.843424	1.09022	8.506039999999999	1.29124
Sesn2	6.68745	15.857000000000001	33.9894	30.1566
Ces3a /// Ces3b	3.66919	2.29081	4.83169	0.509351
Spns2	7.99255	5.61263	6.39393	7.02203
Snx6	158.421	201.481	98.2314	188.495
Rtbdn	2.57183	1.37671	2.03327	6.20533
Acvrl1	63.4493	63.2543	21.8294	73.1992
Dyx1c1	128.696	61.0428	109.601	49.5993
A530016L24Rik	3.1181400000000004	6.4074	5.34695	3.54734
Klk1b21	37.6156	23.8207	7.5572	4.86643
Tspan33	1.7781900000000002	6.10891	7.674639999999999	1.86181
Tspan33	1.9016	1.15229	4.93104	1.8575400000000002
Cxcl17	3.03245	8.44983	10.0882	20.9743
Pla2g16	786.9839999999999	412.904	1182.68	1137.14
Mt1	3.74094	1.64956	1.9610400000000001	1.55959
Hrnr	4.460030000000001	0.595975	0.212842	0.7524770000000001
Amelx	2.17863	3.4375699999999996	0.642015	0.375137
Ces4a	1.9761900000000001	1.80991	2.717	14.8175
Psg-ps1	3.43811	4.3859699999999995	2.39696	0.542582
Rho	0.992775	2.46766	0.6198600000000001	3.24289
Rho	18.2307	13.7569	13.0516	21.0649
Golph3l	27.839000000000002	28.8703	33.0086	19.7885
C1ql3	4.80236	0.183456	5.44916	7.06237
Pppde1	135.224	207.898	227.46099999999998	162.461
Lmbrd1	298.547	308.86	328.699	360.722
Mrpl15	13.3235	14.9725	9.00312	5.0791
Phospho2	105.149	71.4292	127.72200000000001	57.257
C8g	14.4006	8.37931	9.035219999999999	11.4103
	225.69400000000002	293.70799999999997	214.132	240.571
Slc1a2	0.758097	0.28848	0.771629	0.7401770000000001
Ank3	7.93306	0.958374	6.0751599999999994	5.64405
Lbh	189.861	107.68299999999999	198.327	188.058
Ttl	32.9508	26.5964	34.3834	37.6849
Rprd1a	15.3933	35.4749	35.4609	39.3391
Ighg	1.5780100000000001	0.47713	0.698379	0.26978
Gngt1	0.649266	0.796413	0.816418	0.230567
Airn	27.9946	12.8364	11.9749	25.1962
C730048C13Rik /// D630002G06Rik	6.73468	2.3113900000000003	7.67468	4.47905
Ankrd33	7.6300300000000005	4.53346	7.16702	4.66741
Prol1	2.38542	0.749167	1.58117	7.0002699999999995
Armc1 /// LOC634390	428.691	494.681	347.833	504.968
Cebpg	122.132	167.303	128.089	174.905
Rsrc2	237.35299999999998	282.536	279.249	236.312
Dbr1	328.655	296.959	245.57	401.385
Kif1b	17.57	36.7509	52.1838	28.2826
Rab4b	199.862	203.922	206.87099999999998	185.851
H2-gs10 /// H2-Q6 /// LOC68395	300.957	133.36700000000002	188.88	413.166
Fbrs	117.958	111.08	173.735	87.7299
Pdik1l	55.8744	33.4348	25.5433	74.5702
Slc24a1	0.545231	0.29574	4.31135	1.52704
Folr2	1.6796900000000001	6.089840000000001	1.3411600000000001	8.76108
Wdr75	178.865	260.921	126.60700000000001	293.44
Ddo	1.76757	1.4913	0.9135709999999999	0.371317
Vsig4	7.921810000000001	0.365182	0.708681	0.995432
Tmem188	632.849	673.7360000000001	577.302	687.3710000000001
Fam161a	11.9005	13.6354	34.236	16.6056
Zfp825	118.113	77.0449	93.1422	97.1239
Slfn8	335.17900000000003	61.3689	203.447	102.079
Clmn	3.56945	5.53904	0.789246	0.47385299999999997
Enox2	31.1194	80.2505	27.0441	45.395
Polr3c	62.6236	57.0021	84.0958	56.794
Fgd4	0.512387	0.838888	5.26691	0.993315
Hoxb6	6.999410000000001	5.6199699999999995	13.4733	2.2880700000000003
Akap4	8.9013	2.40845	4.89034	1.04429
Akap4	0.274032	0.444441	1.16291	0.39564499999999997
Trim3	18.7068	17.9058	17.7597	21.0343
Klra7	3.17643	0.738396	0.749486	0.49959
Ap4s1	359.26800000000003	258.748	284.587	376.38800000000003
Acly	1042.04	1037.6	674.194	972.3510000000001
Fam20b	25.4121	29.4199	24.3935	34.0417
Fam20b	140.19899999999998	142.35399999999998	151.454	179.989
Ppm1b	573.934	555.788	543.939	652.7719999999999
Rab43	19.1328	18.5192	20.1364	29.2066
Gorasp1	14.6543	19.1125	23.1016	25.4388
Grk6	664.712	275.297	233.28900000000002	440.154
Cd8a	4.51981	4.6683699999999995	7.83444	6.2224
Slc12a5	11.5503	4.29094	9.27998	12.1882
Alas2	0.9907379999999999	0.558383	2.21845	5.69067
Drap1	204.46099999999998	133.268	149.81	157.063
Narf	29.6395	14.9131	29.752	25.0953
Narf	136.838	84.4324	173.812	97.6212
6530401D17Rik	2.3325	2.06727	5.169969999999999	3.03633
Srxn1	0.963117	12.0647	1.63741	6.98469
BC089597	2.78233	3.72815	9.99465	0.6840310000000001
Zfp142	2.7255700000000003	11.0885	1.4455799999999999	4.09906
H2-D1	875.575	882.04	598.619	1346.38
Bicd1	4.66615	0.6072810000000001	6.22414	0.401368
Mllt6	17.7348	36.7869	39.8185	37.4118
Amelx	13.5185	6.07565	6.775989999999999	11.767999999999999
Hnf1b	1.91147	0.626499	1.04492	0.6204149999999999
Cant1	19.258	25.3129	20.9762	17.5631
Sox10	2.58751	0.861893	0.9374319999999999	2.01868
Pvrl4	2.72634	0.361408	0.56114	0.723571
Ednra	1.73586	0.378818	1.25653	0.422676
Tmco6	149.235	73.9877	133.16899999999998	73.6856
Fgf12	4.072830000000001	2.94633	3.02505	7.03062
Ttll3	16.9952	8.48601	10.811	8.54348
Gpx4	1151.56	1077.61	1513.4	1120.45
Zfp64	0.27817	0.56895	0.6327510000000001	5.67724
Evc	7.73499	15.2642	4.22138	6.77462
Psrc1	9.50822	7.15578	4.10162	9.3034
B230354O11Rik	19.3079	10.8168	20.7719	8.475810000000001
Get4	280.811	268.30400000000003	177.56099999999998	314.185
Cldn3	0.799441	0.5763590000000001	0.5909300000000001	1.26265
Cmtm7	38.3056	27.611	22.6099	101.814
Aprt	655.444	1168.29	893.133	887.169
Abpd	3.00373	1.14885	1.79086	1.26092
Oprm1	0.6185470000000001	0.551501	7.66604	11.418
Gabra6	0.561814	0.6771050000000001	3.4137800000000005	1.56538
Slc41a3	12.0504	12.4059	17.4145	11.0124
Gpr33	13.6798	9.62428	5.892119999999999	10.9328
Oprm1	2.36504	0.33224899999999996	8.48381	5.5134300000000005
Oscar	7.5392	0.81804	1.47644	1.49555
Wnt9b	6.580260000000001	0.637707	4.38232	0.9928899999999999
8030411F24Rik	1.5881	3.81532	6.37829	3.16432
Fcer2a	0.44675200000000004	0.21932800000000002	0.444553	0.399499
Map2k3	304.802	367.86400000000003	231.77700000000002	376.79
Mafb	0.664963	0.34913299999999997	0.319077	0.757882
Mafb	4.60136	12.8163	5.53434	3.41826
Senp2	147.33700000000002	114.524	121.829	136.39700000000002
Plp1	12.2621	6.53905	9.93843	8.22967
Med17	8.910960000000001	4.095280000000001	7.68005	5.665019999999999
Vps39	123.53299999999999	113.225	138.988	103.84700000000001
H2-Ab1	18.5773	147.425	1.31806	61.8835
Smyd5	29.6518	43.6377	22.1396	40.4622
Cnot6l	241.965	136.208	137.125	150.542
Ankmy2	58.3238	29.1947	62.7084	32.904
Psmd4	13.8093	5.25831	16.1638	1.46989
Mtmr6	159.503	190.24900000000002	218.94299999999998	166.449
Slu7	394.51599999999996	306.584	373.37	294.192
Wdr13	141.558	146.441	226.641	78.324
Bmpr1a	9.19685	12.5796	13.4644	8.67873
Zfp62	101.34299999999999	125.262	147.968	113.941
Abca3	205.238	225.162	309.897	161.13299999999998
Prpf4b	38.0678	30.935	36.1315	23.566999999999997
Gcnt2	1.36992	23.596999999999998	0.9899879999999999	0.673046
Dbn1	1.6622299999999999	0.921766	2.82784	6.88284
Arfrp1	98.6443	64.3411	101.113	59.7638
Map2k7	594.109	549.9680000000001	422.256	468.0
Pik3r1	60.288000000000004	53.1331	59.1003	55.1292
Ogt	125.46	195.347	205.27900000000002	100.96799999999999
Klf5	12.7027	9.96165	6.11581	13.9186
Paip1	150.03	280.926	344.207	213.06400000000002
Cdk7	338.98400000000004	402.35699999999997	354.086	374.809
Ugp2	345.01800000000003	503.89599999999996	414.37199999999996	564.889
D19Wsu162e	22.9934	19.0612	20.7889	22.8641
Ptgr2	82.9163	99.0872	79.1467	96.5584
Znhit1	204.771	267.93	200.90200000000002	295.347
Atg12	47.0931	44.2803	50.0856	42.7864
Atg12	194.545	215.53099999999998	425.19	161.826
Setd3	325.277	460.73199999999997	455.545	327.606
Irak4	51.106	39.4706	74.9301	55.6923
Irak4	61.5729	54.8508	82.0728	57.8555
Ddit4l	4.8814400000000004	3.0775099999999997	4.96408	1.35446
Foxk1	29.6384	23.1249	18.5329	29.925
Plxna2	1.7721200000000001	4.55888	10.6153	5.18915
Wdr45	169.72299999999998	169.7	260.27099999999996	158.754
Apobec1	10.1597	2.60823	60.3878	1.48391
Flt1	2.80212	1.26621	1.42601	1.67461
BC003883	2.83126	3.4521800000000002	3.69944	2.69325
Lamc3	12.6053	6.67771	11.1254	5.77359
Masp2	4.56912	0.87511	9.30766	6.1716
2010001E11Rik /// AI317395	7.2263399999999995	5.30713	5.318890000000001	9.97493
Hoxb4	0.305302	10.8047	7.6199699999999995	4.54068
Kif1b	8.0409	28.8096	35.823	7.57618
Cnga1	34.7008	2.2979700000000003	1.45482	1.3064
Marveld3	3.76844	0.49013999999999996	4.25031	2.75507
Entpd5	98.9514	57.1211	29.3343	73.1479
Hmgcr	8.52378	10.1942	1.7790099999999998	13.283
Ncf1	15.5025	46.1648	3.5750699999999997	26.3103
Slc20a2	9.797989999999999	16.8119	16.6607	8.69011
Pcdha1 /// Pcdha10 /// Pcdha11 /// Pcdha12 /// Pcdha2 /// Pcdha3 /// Pcdha4 /// Pcdha5 /// Pcdha6 /// Pcdha7 /// Pcdha8 /// Pcdha9 /// Pcdhac1 /// Pcdhac2	0.435172	0.912953	1.26171	0.538385
Dhx9	1291.31	1167.35	1020.55	1422.24
Tpcn1	4.16688	6.45563	4.47507	13.7813
Tpcn1	20.4545	0.7731319999999999	4.25507	6.4629
Polr3f	31.3307	53.0208	32.8241	38.28
Krtap4-16	3.28835	6.89601	6.25389	7.274830000000001
Il13ra1	0.8367040000000001	4.02235	0.215795	0.871065
Hopx	126.281	48.0753	120.29799999999999	444.38300000000004
Ddx60	29.8378	6.41969	33.7092	14.9934
Crtc3	65.8067	53.1247	126.74600000000001	67.7493
Pyroxd1	61.3477	37.5259	40.2368	69.1061
Blnk	1.13988	1.61627	1.48211	3.02375
Nfatc2ip	5.45728	3.2202599999999997	5.4736199999999995	2.76602
Slc29a1	35.916	24.6038	19.322	51.9579
Kifap3	59.395	132.509	219.729	107.234
H2-D1	2842.97	2495.06	2404.77	3190.97
Rpgrip1	7.1375	6.49415	5.38786	2.52834
Muc20	6.8448	7.14611	1.87684	1.35236
Cyp2b10	12.5872	6.33392	3.7120599999999997	6.88745
F11	3.06973	3.46878	1.51242	4.1367
Ryk	3.3290699999999998	63.0588	49.0544	52.7475
Tfpi	26.3551	68.7974	37.8068	44.3125
Tfpi	40.7785	92.4289	75.1367	53.2487
Pja1	4.59086	20.0316	19.3505	17.2478
Klhl24	48.4615	39.509	154.813	43.8803
Tmcc3	7.4346	5.16864	1.7758599999999998	2.14181
Tom1l2	4.09849	4.64839	3.33321	3.21372
Hdc	1.08371	0.849261	0.772512	0.860033
Smg5	35.4151	17.986	21.7778	22.4388
Il1rn	4.72389	18.3524	3.53191	1.43398
Ccdc25	78.1949	36.4878	24.1736	45.4104
Gcc2	15.9135	29.2022	26.691999999999997	27.7881
Trdn	2.52462	0.341031	2.44892	2.53382
Tpsb2	5.59374	10.1929	6.9131800000000005	7.363639999999999
Vegfb	65.8431	80.7202	27.3151	56.2233
Lrrc16a	5.10907	6.46788	8.58613	23.2823
Phip	16.395	19.5002	16.2728	12.4571
Fnbp1	6.990419999999999	39.6847	12.7638	16.7999
Nr1i2	0.910586	0.365583	0.668729	0.310875
Kcnj4	4.102530000000001	1.37821	2.24848	3.77558
Rwdd3	10.2391	13.2353	12.1131	10.6032
ORF63	0.390579	0.760365	2.89495	2.2437099999999996
Cacng6	3.49802	3.36478	3.0028799999999998	7.16989
Adam22	10.9058	2.65846	6.8412	6.833069999999999
Oprk1	9.52225	9.81962	13.4222	11.9556
Htatip2	371.022	292.988	320.014	306.809
B3gnt4	1.4339	1.2557399999999999	3.47188	0.829354
Zfp451	8.92424	7.644839999999999	10.0513	4.63756
Suv420h1	31.9682	40.1102	38.2615	38.080999999999996
Mib1	28.7183	43.2252	49.4147	20.082
Zswim6	32.3678	25.4784	33.0746	52.2811
Diras1	4.82474	20.3351	6.70379	6.83185
Sp100	303.182	155.075	329.10699999999997	226.72799999999998
Scrn2	7.76082	1.85217	3.1785799999999997	10.0473
Clca4	0.206447	0.5182770000000001	3.03482	3.14929
Btn1a1	0.500205	0.571375	0.9541219999999999	5.15689
Copz1	249.938	220.15900000000002	234.97299999999998	210.21599999999998
Cabp5	4.2329099999999995	0.250519	0.5913229999999999	2.30816
Nox4	2.5587299999999997	0.365176	1.3340100000000001	6.187209999999999
Acsl4	152.56799999999998	409.371	115.947	148.871
Nf2	24.4576	13.2153	25.4055	8.57185
Spnb2	21.4525	18.3728	19.7814	18.2018
Osbpl6	2.19599	1.52682	0.63759	2.05437
Cklf	178.21099999999998	69.2351	72.527	96.0994
Setdb1	124.228	93.6593	102.036	93.6736
Cacnb1	4.7167699999999995	1.6325100000000001	0.5908180000000001	0.47972600000000004
Sox21	1.2492299999999998	0.645833	0.71699	4.87692
Tmem150b	2.3456900000000003	1.11401	0.82975	1.9061
Ap3b2	10.183	4.29343	6.54565	7.05527
Tc2n	0.18646400000000002	2.47506	1.8983599999999998	0.736175
Pde7a	43.8817	46.6981	78.3802	24.5675
Kcnip4	3.68915	3.4710199999999998	1.90858	5.3003
Ncor2	10.5604	8.43914	11.5822	4.57052
Chrnb3	0.713174	1.34887	1.30706	4.816730000000001
Ggta1	7.57367	13.4275	6.50381	14.5501
Prlr	8.87767	0.399917	0.637667	1.23967
Ptrh2	230.05	257.02099999999996	210.455	282.171
Nebl	3.2181599999999997	3.2826800000000005	8.98837	3.09872
Arid4b	92.4973	100.54799999999999	121.53399999999999	107.598
Cryz	25.9581	74.2099	58.42100000000001	42.7183
Lmnb2	12.1687	9.181569999999999	1.56302	8.40522
Prlr	1.27544	2.32383	2.02573	4.8049599999999995
Csn3	0.48000600000000004	0.840989	0.175708	4.0043
Tcstv3	22.6507	3.01117	6.06882	13.3145
Fktn	7.04073	5.15072	6.52337	1.27224
Shroom3	22.5629	40.9071	3.3997900000000003	18.2028
Bcl7a	0.513038	4.1789	0.36846599999999996	0.465008
Gigyf2	11.8757	4.30928	7.591639999999999	4.035909999999999
Notum	6.924989999999999	13.4111	13.062000000000001	8.6896
Mrgpra2a /// Mrgpra2b	1.7752299999999999	0.707599	4.28686	4.30104
Krtap6-1	3.7635199999999998	2.85994	2.76756	6.4578
Trim30a	392.786	237.15	331.67900000000003	321.718
Nxnl2	0.595784	1.9756900000000002	1.29993	9.14483
Prf1	11.9694	24.5248	14.2505	56.0214
Uts2r	1.6146	1.4140000000000001	1.3733	11.1141
Cacng8	0.54683	0.8690319999999999	1.07665	0.667972
Cxadr	4.489809999999999	7.74915	3.68088	6.754810000000001
Hgf	1.45425	5.488169999999999	17.3683	8.838569999999999
Arhgap6	3.5663400000000003	7.352710000000001	0.42294	4.5942
Kcnj6	6.26427	2.9837700000000003	2.46815	6.21662
Abca3	13.8786	8.747069999999999	9.17698	7.88024
Brd4	28.9252	23.2593	31.4085	26.8787
Ghr	1.84125	2.65272	3.2144	0.6537189999999999
Neurl1a	6.41248	5.14115	4.8099	7.76808
Smad5	68.2226	67.5525	32.0169	78.6996
	4.01181	3.84475	0.22265700000000002	0.597488
4930444G20Rik /// AF366264	1.48082	4.18476	1.8463	3.07775
Trp63	4.60905	6.862610000000001	0.7088899999999999	1.90603
Eda	1.52109	4.55743	3.63878	1.7473900000000002
Jmy	5.12193	15.4197	38.8018	9.57743
Slc6a18	12.3564	12.5464	3.9693400000000003	7.305789999999999
Gm9779	7.1851899999999995	8.48802	7.16126	1.60097
	1.3628799999999999	6.0173	0.96072	6.82039
Fgf8	6.16568	3.15333	0.650351	0.6104729999999999
BC002189	6.6792	5.36431	3.7666199999999996	7.472180000000001
Lsm2	59.3392	33.9061	20.9747	65.3241
	3.89762	21.0667	8.512030000000001	3.87302
Speg	1.0253299999999999	1.2658	5.4897599999999995	1.42606
Lrba	18.2597	11.9707	23.9184	22.7779
Odz4	2.85846	7.29568	10.71	4.39375
Notch2	3.08748	0.998064	7.708810000000001	6.38124
Kif13a	10.7084	9.34946	10.0734	10.5397
Dysf	0.43133599999999994	0.489166	5.07758	6.7363
Kl	4.741630000000001	1.10847	6.71055	6.06387
Magi1	8.16681	1.28309	5.200080000000001	29.0684
Scn8a	4.43318	1.58253	0.840141	2.7960000000000003
Dhcr24	544.779	276.85	195.455	346.224
Cherp	252.25900000000001	196.87099999999998	188.62	229.437
Nbr1	24.6791	32.3545	29.0236	22.6152
Sema6c	20.4216	4.96108	23.3636	22.4438
Gtf2ird1	90.111	55.4763	111.87200000000001	44.7467
Mfn2	4.09221	2.18749	1.7631700000000001	6.812689999999999
Hltf	57.8323	21.0634	23.4011	34.8817
Zfp758	168.179	116.009	185.998	234.36900000000003
Kynu	0.5306350000000001	7.624289999999999	11.8988	3.10794
Adam33	15.8308	11.4918	14.8324	7.95903
Mx1	13.3452	2.42938	21.2414	2.96312
Ubxn10	4.82825	6.3794900000000005	9.6808	4.73819
Plekha4	21.5932	20.3754	32.4419	22.6145
Sec14l1	2.8305700000000003	1.63636	2.03723	1.78005
Prpf4b	137.27	120.72399999999999	121.166	100.943
Cd6	508.524	388.591	542.919	415.184
Ace	23.9601	18.4122	18.2888	23.5848
Fgfrl1	13.4228	1.63162	8.29635	7.97703
Hyou1	5.30046	12.9572	5.87824	15.7148
Add2	9.30594	1.00872	1.33548	0.883344
Cct3	1.05515	8.01337	2.97234	1.80715
Trim15	9.46075	1.05785	3.20212	1.26419
Dclk1	1.6759099999999998	0.531369	6.45292	4.16673
Loh12cr1	109.931	65.27	74.8565	72.5491
Mpl	20.4395	6.679880000000001	10.3737	21.651999999999997
Rfc1	201.44799999999998	238.62400000000002	187.93200000000002	303.814
Nfat5	3.799	7.019189999999999	6.6341	4.92075
Lman1l	5.5906199999999995	3.11394	0.558971	1.22932
Rftn2	2.66511	8.35322	9.1349	3.54865
Edn1	1.99575	1.18706	3.25959	4.936719999999999
Eda	1.3532	0.882914	4.9741599999999995	0.490397
Mrgpra4	5.66111	3.9508400000000004	3.59326	4.1102300000000005
Mapk14	13.6248	12.7074	24.4434	10.8503
Rad18	74.2114	116.14399999999999	49.9059	126.719
Vrk2	107.96	64.061	53.2901	85.5077
	9.474269999999999	7.44585	11.8089	9.67842
H2-L	2362.31	2116.9	1884.32	2675.61
Adamtsl4	35.7102	75.715	20.9419	35.7543
Cts7	0.279037	0.42161099999999996	0.7498819999999999	0.263818
H2-D1	8.87191	4.05728	4.972180000000001	1.67667
Spint2	179.97	171.40400000000002	107.704	396.352
Txnrd2	21.4598	19.0164	30.4088	19.6418
Glra4	1.03663	2.40415	0.17389200000000002	0.340096
Sntb1	21.0528	8.44106	14.3276	13.7589
Srpx	2.1652400000000003	4.70817	8.63139	0.685933
Trdn	2.36843	3.47954	0.33316999999999997	2.16043
Fcgr2b	7.546530000000001	2.45713	0.847376	8.07498
Klra20	1.80392	0.855901	1.54568	0.158495
Ppm1a	58.597	80.7265	102.34899999999999	56.5342
Tnfsf11	5.93964	8.21405	12.8999	24.9216
	0.578174	0.458578	0.221952	0.32631
Cabyr	0.625181	0.160248	1.94363	0.953111
AI324046 /// Igh-6 /// Igh-VJ558 /// Ighv14-2 /// LOC544903 /// LOC638652	7.33778	0.259598	5.4558599999999995	3.79985
Gm1409	0.24363800000000002	0.576224	1.10913	0.789745
Igh-3 /// Igh-6 /// Igh-VJ558 /// Ighg /// LOC380804 /// LOC544903	2.11781	0.6053149999999999	0.624688	1.2102899999999999
Cd80	32.8103	29.7349	18.7087	89.2315
Gm16939	8.04503	4.732130000000001	0.47518900000000003	1.64463
Prok2	2.12698	3.5876300000000003	0.12048800000000001	3.3781
Smr2	8.99971	3.16946	3.40812	6.296119999999999
	4.92192	1.0462	2.4514099999999996	4.969869999999999
Cacna2d2	1.0061200000000001	3.3208300000000004	2.73589	9.43105
Sigmar1	24.5825	37.1425	12.7953	38.3784
Il1f10	17.9464	10.9002	22.0984	17.9828
AB069917 /// Gm16710 /// Igh-VJ558 /// Ighv1-72 /// LOC382693 /// LOC631518 /// V165-D-J-C mu	1.0104899999999999	0.77555	2.0495	0.348709
Vegfa	0.737205	22.8524	7.215160000000001	16.241
Rev3l	28.5532	9.553180000000001	15.3326	18.3222
Mbp	10.8427	5.57156	9.0888	6.847339999999999
Igk-V19-20	2.60392	2.2290400000000004	0.918192	0.5338649999999999
Igh-VJ558 /// LOC675759	1.08439	0.868892	0.541979	1.16735
Mia2	3.27756	0.631652	0.266115	0.546217
Gm7202 /// Igk-V19-14 /// Igk-V28 /// Igkv6-25	7.46545	8.770010000000001	5.4723	6.056369999999999
Mrap	0.9994290000000001	0.7483489999999999	0.900967	0.6249520000000001
Kpnb1	506.334	567.587	628.4540000000001	617.502
Xrcc5	119.573	140.355	126.03399999999999	139.351
Parp3	144.232	234.40599999999998	336.097	156.27100000000002
Daglb	6.928380000000001	5.92782	10.3706	7.127439999999999
Cul4a	123.12100000000001	147.969	116.31700000000001	141.475
Glcci1	131.111	49.8408	253.635	100.309
Uba5	219.727	304.74	304.58799999999997	241.672
Osbpl2	212.9	245.358	202.21400000000003	184.27900000000002
2810453I06Rik	20.6878	21.6531	36.325	15.4618
Cmtm1 /// Cmtm2a	6.06909	0.13126300000000002	1.02427	2.59595
Dyrk1a	83.2847	72.5843	92.7697	70.2419
Loxl1	1.43062	1.41793	5.61952	0.714385
Kras	756.684	788.987	542.499	994.1510000000001
Casd1	273.998	406.556	581.336	295.672
Gm16517	83.8676	74.5313	112.241	66.9368
Map2k4	102.713	176.31799999999998	161.299	115.574
Irx1	0.531044	0.84654	6.06034	0.488325
Hnrnpul1	1365.04	1355.89	1108.28	1035.34
Lrrk1	18.2198	12.2589	23.180999999999997	20.3122
Lrrk1	5.81266	1.37202	7.541510000000001	3.8574800000000002
Arrb2	445.15	273.67400000000004	215.90400000000002	251.774
Chmp4b	1431.05	2179.16	1784.98	1646.33
Mapre2	576.281	319.759	343.411	550.085
Mapre2	31.3139	14.2675	16.9951	28.7911
Epha7	0.568787	0.174707	0.6191939999999999	3.6608199999999997
Adrbk1	589.933	452.314	615.451	520.35
9130404D08Rik	160.833	132.305	204.25900000000001	175.13400000000001
Glyr1	545.013	500.374	549.4019999999999	551.2909999999999
Taf11	75.2704	98.9003	96.8443	84.3104
Tm2d1	21.7741	13.7778	19.8684	18.2971
Zfp426	81.1819	90.0752	119.585	101.663
Tasp1	444.843	415.93800000000005	177.74099999999999	377.161
Ldb3	14.130999999999998	6.41115	9.66772	8.556460000000001
Sars	549.191	613.031	381.681	467.15
Nfe2	3.71325	0.73759	0.257519	4.5334699999999994
Adnp2	86.969	69.281	44.9937	67.5384
Rbm14	21.6979	17.1172	19.4053	19.8486
Calca	7.6757800000000005	4.15739	12.1733	1.65573
Dlat	44.7386	49.8642	56.3372	55.3483
Zbtb8os	11.657	26.1082	21.9284	13.9695
Vamp7	142.922	216.15	232.858	184.495
Ttc39b	245.752	501.999	732.956	327.851
Ttc39b	221.59900000000002	392.671	480.18699999999995	293.938
Chrna3	0.869266	0.392999	4.34943	2.91704
Uxs1	180.765	228.308	132.325	243.755
Exosc1	298.296	302.565	210.924	301.262
Atp10a	267.96	276.238	189.455	213.41299999999998
Igf1	9.17971	2.43605	8.79986	10.3636
6330416G13Rik	20.9976	2.85007	23.1748	6.9519899999999994
Alox5ap	147.92700000000002	12.0276	14.3037	25.0925
Sox15	4.76293	6.151330000000001	1.34707	5.78431
Nkx2-6	30.8789	11.1946	3.02845	18.2687
Cyyr1	1.80529	0.634338	5.34247	0.5214489999999999
Siva1	531.3580000000001	356.659	294.58	643.8480000000001
Hes6	71.0572	76.3868	88.0873	69.7643
Baalc	0.617302	0.21837600000000001	3.77841	0.319345
