sequence_identifier	chr_name	start	end	strand
NM_146297	chr2	87252840	87252941	0
NM_146298	chr14	50654239	50654183	0
NM_146299	chr14	50643195	50643369	0
NM_146300	chr10	130210159	130210127	1
NM_146301	chr19	13479251	13479195	1
NM_146302	chr19	13166016	13165954	0
NM_146303	chr19	12935740	12935684	0
NM_146304	chr4	118727249	118727196	0
NM_146305	chr1	174159722	174159767	0
NM_146306	chr7	108880602	108880603	1
NM_146307	chr7	108466326	108466318	0
NM_146308	chr10	78846950	78846912	1
NM_146309	chr4	118781635	118781585	1
NM_146310	chr7	108346034	108345978	1
NM_146311	chr7	108668418	108668362	0
NM_146312	chr7	104636676	104636635	0
NM_146313	chr9	37898406	37898338	0
NM_146314	chr7	103358223	103358212	1
NM_146315	chr4	118666519	118666466	0
NM_146316	chr14	50083713	50083678	1
NM_146317	chr14	50034390	50034499	1
NM_146318	chr10	129079031	129078960	1
NM_146319	chr14	50127553	50127587	0
NM_146320	chr2	87810822	87810799	0
NM_146321	chr16	59026975	59026904	1
NM_146322	chr16	59035779	59038748	1
NM_146323	chr2	89325242	89325177	1
NM_146324	chr10	129776871	129776857	0
NM_146325	chr7	102641248	102641201	0
NM_146326	chr9	39167310	39185124	0
NM_146327	chr17	38054598	38058783	1
NM_146328	chr17	37493468	37499674	0
NM_146329	chr7	104049407	104049351	1
NM_146330	chr9	39549930	39549868	1
NM_146331	chr9	39462433	39462377	0
NM_146332	chr17	38209247	38209185	0
NM_146334	chr4	118894085	118894032	0
NM_146335	chr16	16673049	16672978	1
NM_146336	chr9	38210052	38209993	0
NM_146337	chr11	49112776	49112756	1
NM_146338	chr8	72108040	72110509	0
NM_146339	chr9	19918229	19922510	0
NM_146341	chr2	89943183	89943112	1
NM_146342	chr2	90118666	90118595	1
NM_146343	chr2	90037921	90037850	0
NM_146344	chr19	13769344	13769303	0
NM_146345	chr19	13705829	13705788	0
NM_146346	chr11	73965610	73965557	0
NM_146347	chr11	73787940	73787875	0
NM_146348	chr2	87372534	87372478	0
NM_146349	chr2	87544606	87544541	1
NM_146350	chr2	87419050	87419021	0
NM_146351	chr2	87645179	87645120	1
NM_146353	chr7	106885864	106885814	1
NM_146354	chr7	103947568	103947506	0
NM_146355	chr7	105369328	105369317	0
NM_146356	chr7	99768164	99768129	0
NM_146357	chr16	19529979	19529917	1
NM_146358	chr7	105057248	105057186	0
NM_146359	chr7	102804480	102804430	0
NM_146360	chr7	102949467	102949507	0
NM_146361	chr7	102699216	102699272	0
NM_146362	chr2	112042076	112042029	1
NM_146363	chr14	50237902	50237882	1
NM_146364	chr7	108396122	108396114	0
NM_146365	chr2	86829676	86829822	0
NM_146366	chr2	86786732	86786700	0
NM_146367	chr9	39954256	39956068	1
NM_146368	chr2	37084777	37084745	1
NM_146369	chr6	43217915	43217880	0
NM_146370	chr6	43236610	43236575	0
NM_146371	chr19	12954591	12954568	0
NM_146372	chr7	108645608	108645573	1
NM_146373	chr2	89751869	89751825	1
NM_146374	chr2	37332749	37332732	0
NM_146375	chr9	38672503	38672480	1
NM_146376	chr11	58625072	58625043	1
NM_146377	chr17	37904548	37904519	0
NM_146378	chr10	129571657	129571619	0
NM_146379	chr7	104588755	104588780	0
NM_146380	chr7	103212862	103212845	0
NM_146381	chr2	111380002	111379937	0
NM_146382	chr6	40544035	40543976	1
NM_146383	chr6	40572388	40572332	0
NM_146384	chr16	59361298	59361215	1
NM_146385	chr7	6487912	6487871	1
NM_146386	chr11	65176570	65268988	1
NM_146389	chr7	6570993	6570919	0
NM_146390	chrX	50009305	50009234	1
NM_146391	chr2	86385465	86385415	1
NM_146392	chr14	14175129	14175079	1
NM_146393	chr2	111307201	111307142	0
NM_146394	chr2	111293270	111293211	0
NM_146395	chr2	111258117	111258055	0
NM_146396	chr2	111269453	111269364	1
NM_146397	chr16	59074154	59074077	1
NM_146398	chrX	74595328	74595275	0
NM_146399	chr4	118933898	118933839	1
NM_146400	chr2	111479786	111479724	0
NM_146401	chr2	111872914	111872852	1
NM_146402	chr2	111813785	111813723	1
NM_146403	chr2	111564503	111564441	1
NM_146404	chr2	111484432	111484328	0
NM_146405	chr2	86482798	86482739	1
NM_146406	chr2	86509461	86509402	0
NM_146407	chr2	86537965	86537912	1
NM_146408	chr2	86445012	86445003	1
NM_146409	chr2	86553180	86557137	1
NM_146410	chr19	11897023	11896952	0
NM_146411	chr11	87888958	87888893	1
NM_146412	chr11	87913919	87914002	1
NM_146413	chr11	87892986	87892921	1
NM_146414	chr19	12210568	12210506	0
NM_146415	chr7	84854571	84857318	0
NM_146416	chr7	84916781	84916728	0
NM_146417	chr9	37855820	37855755	0
NM_146418	chr9	37993492	37993439	0
NM_146419	chr9	38026808	38026737	0
NM_146420	chr14	50414546	50414481	0
NM_146423	chr9	38085838	38085767	0
NM_146424	chr9	38109688	38109632	0
NM_146425	chr7	107844786	107844730	1
NM_146426	chr7	107822522	107822466	1
NM_146429	chr11	59589127	59589086	1
NM_146430	chr14	50516121	50516240	0
NM_146431	chr14	52409888	52409926	1
NM_146432	chr14	52372109	52372050	1
NM_146433	chr2	85429882	85429826	1
NM_146434	chr2	85438208	85438155	1
NM_146435	chr2	85413932	85413876	1
NM_146436	chr2	85591510	85591521	0
NM_146437	chr2	85580215	85580282	0
NM_146438	chr9	39077795	39077742	1
NM_146439	chr9	39059728	39059663	1
NM_146440	chr9	38697428	38697375	1
NM_146441	chr9	38976678	38976604	0
NM_146442	chr9	38982109	38982041	1
NM_146443	chr11	73516258	73516196	1
NM_146444	chr6	42460075	42460016	1
NM_146445	chr6	42818473	42818405	0
NM_146446	chr6	116582011	116581943	1
NM_146447	chr2	111983133	111983095	1
NM_146448	chr2	112142947	112142897	0
NM_146449	chr2	112008245	112008183	1
NM_146450	chr2	112091760	112091698	1
NM_146451	chr16	19285793	19285740	1
NM_146452	chr7	106688781	106688728	1
NM_146453	chr7	106677533	106677484	1
NM_146454	chr2	89302648	89302589	1
NM_146455	chr2	89482188	89482132	1
NM_146456	chr17	37111041	37110979	1
NM_146457	chr15	98438470	98438397	0
NM_146458	chr2	88755740	88755672	1
NM_146459	chr2	89001347	89001289	1
NM_146461	chr2	88909458	88909390	1
NM_146462	chr2	88818173	88818102	0
NM_146463	chr2	88852952	88852881	0
NM_146464	chr2	88700382	88700326	1
NM_146465	chr17	37446480	37446517	0
NM_146466	chr16	19407075	19407016	1
NM_146467	chr11	49444853	49444788	0
NM_146468	chr11	49328413	49328348	0
NM_146469	chr11	49552749	49552684	0
NM_146470	chr11	49294297	49294322	0
NM_146471	chr11	49281150	49281085	0
NM_146472	chr11	49514618	49514651	0
NM_146473	chr11	49460681	49460616	0
NM_146474	chr2	89994395	89994315	0
NM_146476	chr2	89788405	89788349	1
NM_146477	chr17	37085190	37085235	1
NM_146478	chr9	38179870	38179820	1
NM_146479	chr9	38368548	38368543	0
NM_146481	chr9	38144137	38144081	0
NM_146482	chr9	38116798	38116727	0
NM_146484	chr16	59185555	59185480	1
NM_146485	chr16	58996404	59000616	0
NM_146486	chr16	59304155	59304075	0
NM_146487	chr17	38068173	38068126	0
NM_146488	chr17	38304520	38304458	1
NM_146489	chr3	106821606	106821556	1
NM_146490	chr1	92597521	92597492	0
NM_146491	chr1	92608839	92608807	0
NM_146492	chr14	49960090	49960095	1
NM_146493	chr14	50186261	50186217	1
NM_146494	chr14	49894257	49900940	1
NM_146495	chr7	107955643	107955575	0
NM_146496	chr7	108171797	108171741	1
NM_146497	chr7	108322729	108322673	1
NM_146498	chr7	108286179	108286123	1
NM_146499	chr7	108124295	108124260	1
NM_146500	chr11	58702703	58702623	0
NM_146501	chr11	58720068	58720093	1
NM_146502	chr11	58551304	58551236	1
NM_146503	chr9	39426124	39426068	1
NM_146504	chr9	39647728	39647672	0
NM_146505	chr9	39614569	39614501	0
NM_146506	chr9	39257719	39257678	1
NM_146507	chr9	39218359	39218294	0
NM_146508	chr9	39572321	39572256	1
NM_146510	chr17	37262732	37262661	1
NM_146511	chr17	37406477	37406509	0
NM_146512	chr17	37231435	37231367	1
NM_146513	chr17	37210912	37210850	1
NM_146514	chr17	37226127	37226068	0
NM_146515	chr17	37279500	37279417	1
NM_146518	chr7	140177104	140177057	0
NM_146519	chr7	140372684	140372607	1
NM_146520	chr7	140500852	140506317	1
NM_146522	chr9	19566434	19566381	1
NM_146523	chr9	19477300	19477247	1
NM_146524	chr9	19585511	19585502	0
NM_146525	chr9	19374940	19374878	1
NM_146526	chr9	19809320	19809249	0
NM_146527	chr9	19441915	19441853	0
NM_146528	chr9	19845622	19848746	1
NM_146529	chr2	88462342	88462253	0
NM_146530	chr2	88526501	88526590	0
NM_146531	chr2	88185879	88185817	0
NM_146532	chr2	88224079	88224029	1
NM_146533	chr13	21347930	21347880	0
NM_146534	chr13	21142110	21142054	1
NM_146535	chr13	21072348	21072298	1
NM_146536	chr11	58817928	58818001	0
NM_146537	chr11	58842116	58842042	0
NM_146538	chr11	58779089	58779086	0
NM_146539	chr8	72100762	72100706	0
NM_146540	chr13	21573509	21573453	1
NM_146541	chr13	21658367	21658320	1
NM_146542	chr13	21638579	21638520	1
NM_146543	chr13	21674000	21673979	1
NM_146544	chr10	129268385	129268320	1
NM_146545	chr10	129251536	129251474	0
NM_146547	chr10	129160028	129159981	1
NM_146548	chr10	129660808	129660743	0
NM_146549	chr10	129437814	129437752	0
NM_146550	chr10	129790648	129790586	1
NM_146551	chr10	129473694	129473629	0
NM_146552	chr10	129801563	129801522	1
NM_146553	chr10	129737973	129737914	1
NM_146554	chr10	129691112	129691038	1
NM_146555	chr10	129722582	129722541	1
NM_146556	chr10	129625123	129625058	1
NM_146557	chr9	20130120	20138089	0
NM_146558	chr9	20026958	20027034	1
NM_146559	chr9	20099626	20101690	0
NM_146560	chr9	20238162	20260913	0
NM_146561	chr9	20301211	20301170	0
NM_146562	chr9	19883382	19883302	1
NM_146563	chr9	20313891	20335093	1
NM_146564	chr9	19121957	19121911	0
NM_146565	chr9	19137928	19137967	0
NM_146566	chr9	18876329	18876276	0
NM_146567	chr9	19248356	19248462	1
NM_146568	chr2	85759438	85759373	1
NM_146569	chr2	85777586	85777503	0
NM_146570	chr2	85674210	85677740	1
NM_146571	chr2	85786474	85786489	0
NM_146572	chr2	85722407	85722351	0
NM_146573	chr2	85647362	85647318	1
NM_146575	chr19	13094692	13094645	1
NM_146576	chr6	41771352	41771296	1
NM_146577	chr2	86162002	86161946	1
NM_146578	chr2	86021640	86044808	0
NM_146579	chr2	86008778	86008710	0
NM_146580	chr2	85850420	85850498	0
NM_146582	chr2	86216757	86216707	1
NM_146583	chr2	86181149	86181108	1
NM_146584	chr2	85924270	85924193	0
NM_146586	chr2	85823973	85823908	0
NM_146587	chr2	85887802	85887737	0
NM_146588	chr2	85980312	85984798	0
NM_146589	chr2	85869594	85869541	0
NM_146590	chr2	86657514	86657455	1
NM_146591	chr2	86988241	86988173	1
NM_146592	chr2	86676398	86676330	1
NM_146593	chr2	87149719	87149658	1
NM_146594	chr2	86977828	86977793	1
NM_146596	chr7	106845613	106845572	0
NM_146597	chr7	106823488	106825742	1
NM_146598	chr7	106713731	106715344	1
NM_146599	chr7	106740907	106740955	1
NM_146600	chr7	106805509	106805459	1
NM_146601	chr7	106944066	106947311	1
NM_146602	chr7	106752450	106752385	1
NM_146604	chr7	107148318	107148262	0
NM_146605	chr9	18815353	18815291	1
NM_146606	chr9	18754691	18754632	1
NM_146607	chr4	52971629	52971567	0
NM_146608	chr9	40100543	40100487	1
NM_146609	chr9	39737817	39737755	0
NM_146610	chr9	39874277	39874221	0
NM_146611	chr9	39820641	39820576	0
NM_146612	chr9	39771771	39771797	1
NM_146613	chr9	39910805	39910728	0
NM_146614	chr9	39840436	39840359	0
NM_146615	chr9	40188079	40188094	0
NM_146616	chr7	86363375	86363334	1
NM_146617	chr7	86335452	86335393	1
NM_146618	chr7	86527759	86527691	0
NM_146619	chr7	86394536	86394495	1
NM_146620	chr7	86689341	86695384	0
NM_146621	chr7	86321023	86320949	1
NM_146622	chr2	37069307	37069260	0
NM_146623	chr2	36997812	36997738	0
NM_146624	chr2	36938121	36938068	0
NM_146625	chr2	36927179	36927111	1
NM_146627	chr2	36851048	36850986	0
NM_146628	chr2	36569600	36569529	0
NM_146629	chr17	37749866	37753004	0
NM_146630	chr17	37796446	37796375	0
NM_146631	chr17	37726999	37726991	0
NM_146632	chr17	37623667	37623632	1
NM_146633	chr19	13838223	13838170	1
NM_146634	chr19	13887260	13887207	1
NM_146635	chr19	13634113	13634054	0
NM_146636	chr19	13620164	13620111	0
NM_146637	chr2	87753055	87752990	1
NM_146638	chr2	87858177	87858103	0
NM_146639	chr2	87737386	87737321	1
NM_146640	chr2	87897177	87897133	0
NM_146641	chr2	88092854	88092965	1
NM_146642	chr2	87747161	87747180	0
NM_146643	chr2	87942681	87942625	1
NM_146644	chr2	88070364	88070406	1
NM_146645	chr2	87991113	87991054	0
NM_146646	chr2	87783536	87783486	0
NM_146647	chr2	87902741	87902673	1
NM_146649	chr2	88005816	88005775	1
NM_146650	chr2	88123361	88123992	1
NM_146651	chr1	173271147	173271137	0
NM_146652	chr6	43174988	43174920	0
NM_146653	chr6	43202646	43202587	0
NM_146654	chr6	43154307	43154239	0
NM_146655	chr6	43116744	43116676	0
NM_146656	chr6	42956500	42956432	0
NM_146658	chr2	87629465	87629394	0
NM_146659	chr2	87692880	87692946	1
NM_146660	chr2	87671432	87671364	1
NM_146661	chr2	87192689	87192645	0
NM_146662	chr2	37202243	37202181	0
NM_146663	chr14	50298336	50298329	1
NM_146664	chr14	50319891	50319832	1
NM_146665	chr14	50281227	50281270	1
NM_146666	chr14	50393758	50393696	0
NM_146667	chr14	50454054	50453989	0
NM_146668	chr14	50425521	50425450	0
NM_146670	chr10	129901775	129901725	1
NM_146671	chr10	130075412	130075350	0
NM_146672	chr10	129911337	129911275	1
NM_146673	chr10	130111840	130111787	1
NM_146674	chr10	130126107	130126054	1
NM_146675	chr10	130018363	130018301	0
NM_146676	chr10	130179936	130179877	1
NM_146677	chr10	130162361	130162323	1
NM_146678	chr19	12108599	12108543	1
NM_146679	chr19	12098701	12098636	1
NM_146680	chr19	12035807	12035739	1
NM_146681	chr19	12058808	12058749	1
NM_146682	chr19	12119720	12119673	1
NM_146683	chr19	12423311	12423267	0
NM_146684	chr19	12395265	12395212	0
NM_146685	chr19	12280854	12283988	0
NM_146686	chr19	12269232	12269170	0
NM_146687	chr19	12298182	12298129	1
NM_146688	chr19	12240720	12240658	1
NM_146689	chr19	13145733	13145656	1
NM_146690	chr19	13453570	13453514	1
NM_146691	chr19	13365630	13365556	0
NM_146692	chr19	13064413	13064336	0
NM_146693	chr19	13191669	13191592	0
NM_146694	chr19	13342760	13342692	0
NM_146695	chr19	13411571	13411500	0
NM_146696	chr19	13501546	13503292	0
NM_146697	chr19	12675179	12675243	0
NM_146698	chr19	12679166	12683845	0
NM_146699	chr19	12884883	12884827	0
NM_146700	chr19	13027403	13027326	1
NM_146701	chr19	12919362	12919306	1
NM_146702	chr19	12862777	12862736	0
NM_146703	chr19	12900848	12900777	1
NM_146704	chr19	12889648	12889574	1
NM_146705	chr19	12999988	12999920	0
NM_146706	chr11	74122291	74122238	0
NM_146707	chr11	74334281	74334228	1
NM_146708	chr11	74156156	74156103	0
NM_146709	chr11	74346623	74346671	1
NM_146710	chr11	73983661	73983605	1
NM_146711	chr11	74206197	74206288	1
NM_146713	chr4	118689502	118689449	1
NM_146714	chr1	174392046	174392055	0
NM_146715	chr1	174249888	174249975	1
NM_146716	chr1	174051375	174051313	0
NM_146717	chr1	174042933	174042936	0
NM_146718	chr1	174070300	174070253	0
NM_146720	chr1	174152481	174152530	0
NM_146721	chr1	174137746	174137693	0
NM_146722	chr1	174090038	174089980	0
NM_146723	chr7	108755858	108755787	0
NM_146724	chr7	108714355	108714335	0
NM_146725	chr7	108845063	108845007	1
NM_146726	chr7	108825064	108824996	1
NM_146727	chr7	103517410	103517381	1
NM_146728	chr10	129333883	129333818	0
NM_146729	chr10	129388635	129388594	0
NM_146730	chr2	86850769	86850695	1
NM_146731	chr7	103339056	103339003	0
NM_146732	chr7	108255191	108255135	1
NM_146733	chr7	108094596	108094567	1
NM_146734	chr7	108031396	108031340	1
NM_146735	chr7	108104311	108104258	0
NM_146736	chr7	108317896	108317828	0
NM_146737	chr7	108368492	108368436	0
NM_146738	chr7	108423573	108423517	0
NM_146739	chr7	108523003	108522947	1
NM_146741	chr19	13794664	13794608	1
NM_146742	chr2	112129870	112129814	1
NM_146743	chr7	108622814	108622764	0
NM_146744	chr13	21611019	21611003	1
NM_146745	chr9	39510782	39510717	1
NM_146746	chr9	38994506	38994432	1
NM_146747	chr9	39018618	39018538	1
NM_146748	chr7	104689017	104688976	0
NM_146749	chr9	37773637	37773640	0
NM_146750	chr7	105315006	105314968	0
NM_146751	chr7	104179455	104179405	1
NM_146752	chr2	87048295	87048233	1
NM_146753	chr2	88682803	88682729	1
NM_146754	chr7	102670901	102670923	0
NM_146755	chr7	102587740	102587818	1
NM_146756	chr7	103471041	103470991	0
NM_146757	chr7	103052300	103052259	0
NM_146758	chr7	105070469	105070410	0
NM_146759	chr6	116557427	116557389	0
NM_146760	chr7	104995963	104995901	1
NM_146761	chr1	174431430	174431384	0
NM_146762	chr2	85770803	85770720	0
NM_146763	chr1	173183441	173183503	1
NM_146764	chr1	173130282	173130214	1
NM_146766	chr2	87092456	87092394	1
NM_146767	chr2	87021609	87021541	1
NM_146768	chr2	86958517	86958455	1
NM_146769	chr2	87135380	87135318	1
NM_146770	chr2	87107446	87107384	1
NM_146771	chr2	88340567	88340514	0
NM_146772	chr2	88592806	88592726	0
NM_146773	chr7	108630994	108630926	0
NM_146774	chr7	107903719	107903651	0
NM_146775	chr7	107934522	107934454	0
NM_146776	chr10	130034628	130034560	0
NM_146777	chr10	129945103	129945059	1
NM_146778	chr2	88896668	88896594	1
NM_146779	chr16	59167211	59167140	1
NM_146780	chr7	107128351	107128481	1
NM_146781	chr9	38816408	38816539	0
NM_146782	chr9	38774088	38776354	0
NM_146783	chr9	38856060	38855990	0
NM_146784	chr9	38657457	38657389	1
NM_146785	chr9	38646589	38646521	1
NM_146786	chr9	38607467	38607417	0
NM_146787	chr9	38753796	38756863	0
NM_146788	chr2	89574711	89574772	1
NM_146789	chr2	89296350	89296267	1
NM_146790	chr2	89406129	89406076	1
NM_146791	chr2	89617167	89617244	1
NM_146792	chr2	89590068	89590145	1
NM_146793	chr2	90265510	90265427	1
NM_146794	chr2	90015932	90015852	0
NM_146795	chr10	129842107	129842039	1
NM_146796	chr19	13814643	13814587	1
NM_146797	chr19	13862795	13862745	0
NM_146798	chr9	37919548	37919612	0
NM_146801	chr9	38465043	38464975	0
NM_146802	chr9	38449792	38449847	0
NM_146803	chr9	38489031	38488966	0
NM_146804	chr9	38473749	38473681	0
NM_146805	chr9	38499671	38499603	0
NM_146806	chr9	38254419	38254360	0
NM_146807	chr17	38336159	38336097	0
NM_146808	chr2	89439269	89439342	1
NM_146809	chr19	12087609	12090846	1
NM_146810	chr9	38581244	38582211	0
NM_146811	chr9	38538882	38539829	0
NM_146812	chr7	103611409	103611350	1
NM_146813	chr7	104553884	104553952	0
NM_146814	chr7	104881709	104881659	0
NM_146815	chr9	38878178	38878104	0
NM_146816	chr9	38828615	38828682	0
NM_146817	chr2	87949189	87949264	1
NM_146818	chr2	89054488	89054423	1
NM_146819	chr13	65153226	65153152	0
NM_146820	chr7	104596252	104596178	1
NM_146821	chr7	103740200	103740321	1
NM_146822	chr7	104021371	104021315	1
NM_146823	chr2	88487734	88487669	0
NM_146824	chr4	52855557	52855510	1
NM_146825	chr9	20283351	20286648	0
NM_146826	chr9	39796377	39796312	0
NM_146827	chr9	40092016	40092557	1
NM_146828	chr9	39949836	39949768	1
NM_146829	chr9	39129167	39145070	0
NM_146830	chr9	39484203	39492987	1
NM_146831	chr17	38149590	38149528	0
NM_146832	chr17	38176086	38176024	0
NM_146833	chr17	37336288	37336229	1
NM_146834	chr17	37299493	37299419	1
NM_146835	chr17	37467208	37467152	0
NM_146836	chr2	87634818	87634744	1
NM_146837	chr2	87458167	87458111	0
NM_146838	chr2	87607212	87608334	0
NM_146839	chr4	52910832	52910791	1
NM_146840	chr7	102493822	102493772	1
NM_146841	chr7	103585024	103584980	0
NM_146843	chr2	86890225	86891162	1
NM_146844	chr2	87071115	87071222	1
NM_146845	chr2	86922582	86922529	1
NM_146846	chr2	86690031	86689972	1
NM_146847	chr2	86753794	86753735	1
NM_146848	chr2	88025702	88025713	0
NM_146849	chr2	87961951	87967256	1
NM_146851	chr7	86586277	86586206	0
NM_146852	chr4	118735531	118735478	0
NM_146853	chr4	118710409	118710347	0
NM_146854	chr9	40075297	40075262	0
NM_146855	chr9	40126923	40127038	1
NM_146858	chr4	52826399	52826358	0
NM_146859	chr8	85231497	85231435	0
NM_146860	chr16	3593398	3593339	0
NM_146861	chr10	128990914	128990852	0
NM_146862	chr10	129012287	129012216	0
NM_146863	chr10	129132830	129132765	1
NM_146864	chr10	129093033	129092971	1
NM_146865	chr2	85399601	85399530	1
NM_146866	chr2	85690431	85690372	0
NM_146867	chr17	38082031	38081975	1
NM_146868	chr9	38219818	38219766	0
NM_146869	chr9	38402711	38403829	0
NM_146870	chr9	38330492	38330559	0
NM_146871	chr9	38350085	38350035	0
NM_146872	chr9	38517034	38516965	0
NM_146873	chr9	38524730	38524669	0
NM_146874	chr9	38378883	38378833	0
NM_146875	chr9	38269515	38269465	0
NM_146877	chr11	49149259	49149212	0
NM_146878	chr11	58454914	58454979	1
NM_146879	chr11	58528928	58533824	1
NM_146881	chr1	173216607	173216640	0
NM_146882	chr9	37747136	37747068	0
NM_146883	chr9	37804889	37804936	0
NM_146884	chr2	111662453	111665166	0
NM_146885	chr2	111537348	111537286	1
NM_146886	chr2	111645056	111644994	1
NM_146887	chr2	111755251	111755189	0
NM_146888	chr2	111621133	111621071	1
NM_146889	chr2	111781313	111781260	0
