Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d ../tag-dirs/AND-CD4TCell-RNA-0-1uM-PCC-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-100uM-K99A-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-10uM-K99A-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-10uM-PCC-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-No-Peptide-24h-KAA-15-01-22 -noadj -condenseGenes)	chr	start	end	strand	Length	Copies	Annotation/Divergence	../tag-dirs/AND-CD4TCell-RNA-0-1uM-PCC-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-100uM-K99A-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-10uM-K99A-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-10uM-PCC-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-No-Peptide-24h-KAA-15-01-22 reads
NM_025988	chr11	103101688	103112199	+	2064.0	1	Acbd4|2010009P05Rik|2010015A21Rik|AI849317|RP23-358E19.3|11|11 D|protein-coding	108.000	221.000	265.000	156.000	237.000
NM_001199332	chrY	12381989	12383997	+	1208.0	2	Gm20877|-|-|Y|Y|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_028329	chr11	85235166	85238304	+	636.0	1	D630032N06Rik|-|RP23-286B12.5|11 B5|11|ncRNA	8.000	15.000	19.000	13.000	0.000
NM_001167149	chr7	20121656	20122579	-	922.0	2	Gm16451|EG667454|Vmn1r140|-|7 A3|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001098267	chr17	7350904	7352696	-	1620.0	1	Ttll2|-|-|17 A1|17|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_009472	chr3	141465564	141834924	+	9280.0	1	Unc5c|B130051O18Rik|Unc5h3|rcm|-|3 H1|3 65.57 cM|protein-coding	1.000	3.000	0.000	1.000	1.000
NM_010350	chr11	115249169	115267243	-	4878.0	1	Grin2c|GluN2C|NMDAR2C|NR2C|RP23-117K15.2|11 E2|11 80.8 cM|protein-coding	4.000	26.000	65.000	0.000	37.000
NM_001001805	chr7	102965102	102966040	+	937.0	1	Olfr576|MOR8-5|Olfr576-ps1|-|7 E3|7|protein-coding	0.000	0.000	3.000	0.000	0.000
NM_001301335	chr5	87808121	87824421	+	720.0	1	Csn1s2b|AW987150|Csnd|Csne|-|5 E1|5 43.56 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001081176	chr13	81673837	81711013	-	3050.0	1	Polr3g|2310047G20Rik|AV275904|RPC32|RPC7|-|13 C3|13|protein-coding	843.000	605.000	436.000	786.000	182.000
NM_133697	chr5	65448755	65492835	-	2077.0	1	Smim14|1110003E01Rik|1700127H04Rik|5430439C17Rik|MAd4|-|5 C3.1|5|protein-coding	645.000	1004.000	1237.000	809.000	1472.000
NM_001166849	chr7	21511780	21512703	+	922.0	5	Vmn1r137|Gm4551|-|7 A3|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_153074	chr8	70616844	70620850	+	1268.0	1	Lrrc25|Mapa|-|8 B3.3|8|protein-coding	52.000	109.000	202.000	21.000	461.000
NM_001081283	chrX	99821069	99846345	+	1412.0	1	Tmem28|EG620592|Fam155b|Tnen28|RP23-107A12.1|X C3|X|protein-coding	1.000	0.000	0.000	0.000	0.000
NM_001081144	chr5	38668484	38684826	-	6876.0	1	Zfp518b|6820424L24Rik|AA410078|AI661722|Znf518b|-|5 B3|5|protein-coding	129.000	84.000	107.000	131.000	139.000
NM_023876	chr2	105700109	105904500	-	3890.0	1	Elp4|A330107A17Rik|Paxneb|RP23-232D1.5|2 E3|2 55.33 cM|protein-coding	361.000	365.000	269.000	429.000	124.000
NM_026217	chr18	46732417	46741579	-	2486.0	1	Atg12|4931423H11Rik|A330058M13Rik|Apg12l|Atg12l|-|18 C|18|protein-coding	1551.000	1829.000	1676.000	1708.000	862.000
NM_146870	chr9	38329492	38330559	+	1065.0	1	Olfr25|MOR170-4|MTPCR18|-|9 A5.1|9|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_019537	chr16	95979935	95990903	-	976.0	1	Psmg1|AW552102|Dscr2|-|16 C4|16|protein-coding	1028.000	903.000	524.000	1141.000	260.000
NM_177572	chr4	119465285	119492598	-	4058.0	1	Rimkla|B930030J24|NAAGS|NAAGS-II|Rimk|RP23-132L14.2|4 D2.1|4|protein-coding	0.000	2.000	3.000	2.000	3.000
NR_106077	chr17	27358097	27358155	+	58.0	1	Mir7218|mmu-mir-7218|-|-|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_029230	chr14	75642259	75667137	+	862.0	1	4930564B18Rik|-|-|14 D3|14|protein-coding	1.000	0.000	0.000	0.000	0.000
NM_146771	chr2	88339567	88340514	+	946.0	1	Olfr1176|MOR174-5|RP23-390B17.8|2 D|2|protein-coding	0.000	0.000	6.000	1.000	0.000
NM_001001983	chr16	17280351	17406314	-	6374.0	1	Pi4ka|Pik4ca|-|16 A3|16|protein-coding	3046.000	3172.000	3412.000	3468.000	2399.000
NM_144892	chr2	165000357	165034779	-	3081.0	1	Ncoa5|CIA|RP23-61O3.13-002|2 H3|2|protein-coding	2831.000	2607.000	2275.000	2889.000	1381.000
NM_001199048	chr17	21926963	21962464	-	3267.0	1	Zfp942|3110048L19Rik|RP23-50F19.1|17 A3.2|17|protein-coding	563.000	591.000	674.000	573.000	248.000
NM_146288	chr17	37768642	37772620	+	1027.0	1	Olfr122|MOR263-10|-|17 B1|17|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_031256	chr2	76675315	76697335	+	2997.0	1	Plekha3|FAPP1|RP23-468L22.4|2|2 D|protein-coding	1305.000	1321.000	1080.000	1377.000	542.000
NR_110449	chr11	80850381	80858300	-	1149.0	1	4930507D10Rik|-|-|11|11|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_145227	chr5	120730333	120749848	-	3851.0	1	Oas2|Oasl11|-|5 F|5 60.64 cM|protein-coding	230.000	197.000	350.000	94.000	737.000
NM_001289562	chr16	13903161	13949619	+	3083.0	1	Mpv17l|M-LP|-|16 A1|16|protein-coding	15.000	16.000	11.000	3.000	1.000
NM_010754	chr18	76241701	76311747	+	8739.0	1	Smad2|7120426M23Rik|Madh2|Madr2|Smad-2|mMad2|-|18 E3|18 51.42 cM|protein-coding	1843.000	1995.000	1650.000	1972.000	1343.000
NM_173731	chr9	76014977	76136350	+	3604.0	1	Hmgcll1|BC037381|-|9 D|9|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_013853	chr5	24565341	24577467	-	2557.0	1	Abcf2|0710005O05Rik|Drr3|E430001O06|-|5 A3|5|protein-coding	3405.000	3187.000	2675.000	4580.000	1640.000
NM_023239	chr7	64871650	64873040	-	1388.0	1	Ndnl2|5730494G16Rik|AI642138|BB044375|HCA4|Mageg1|mage-g1|-|7 C|7|protein-coding	791.000	805.000	608.000	916.000	579.000
NR_040593	chr3	55055242	55084002	+	965.0	1	4931419H13Rik|-|-|3 C|3|ncRNA	0.000	1.000	0.000	0.000	0.000
NM_009942	chr1	36691487	36693388	+	563.0	1	Cox5b|-|mCG_17741|1 B|1|protein-coding	540.000	642.000	536.000	660.000	274.000
NM_147028	chr2	87434489	87435445	+	955.0	1	Olfr1124|MOR264-24|MOR264-3|Olfr1124-ps1|Olfr1125|RP23-178B19.3|2 E1|2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_025724	chr10	97693059	97694926	+	1865.0	1	Ccer1|4921510H08Rik|AV259683|-|10 C3|10|protein-coding	0.000	0.000	1.000	0.000	0.000
NM_009809	chr10	78711995	78718293	-	2322.0	1	Casp14|MICE|mini-ICE|-|10 C1|10|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_177750	chrX	140367494	140394520	+	1393.0	1	Frmpd3|B930041G04|EG245643|RP23-137E3.1|X F1|X|protein-coding	0.000	0.000	1.000	0.000	0.000
NM_144902	chr3	116670798	116712280	-	4017.0	1	Slc35a3|2310050P13Rik|-|3 G1|3|protein-coding	1140.000	1162.000	1036.000	1677.000	559.000
NR_033524	chr11	96446899	96464547	-	2060.0	1	Gm11529|OTTMUSG00000001775|-|11 D|11|ncRNA	0.000	0.000	3.000	0.000	0.000
NM_001161665	chr1	178529125	178932857	+	7389.0	1	Kif26b|4832420M10|BC056349|D230039L06Rik|mCG_144636|1 H4|1 83.16 cM|protein-coding	7.000	0.000	3.000	4.000	0.000
NM_007693	chr12	102554969	102565027	+	1872.0	1	Chga|ChrA|-|12 E|12 51.66 cM|protein-coding	0.000	0.000	3.000	3.000	0.000
NR_105744	chr9	110281287	110281409	+	122.0	1	Mir6236|mmu-mir-6236|-|-|ncRNA	297.000	433.000	245.000	155.000	1011.000
NM_007542	chrX	73483635	73495936	+	2379.0	1	Bgn|BG|DSPG1|PG-S1|PGI|SLRR1A|RP23-95K12.7|X B|X 37.33 cM|protein-coding	0.000	0.000	2.000	1.000	0.000
NM_009018	chr10	22173902	22374139	+	1227.0	1	Raet1c|RAE-1gamma|-|10 A3|10|protein-coding	0.000	3.000	0.000	0.000	8.000
NM_001253868	chr9	21921009	21927535	-	857.0	1	Tmem205|-|-|9 A3|9|protein-coding	27.000	49.000	13.000	31.000	73.000
NR_038050	chr12	101082451	101088927	+	2933.0	1	D130020L05Rik|9430007L23Rik|-|12 E|12|ncRNA	1144.000	985.000	915.000	1278.000	732.000
NM_001123362	chr2	31640037	31655795	+	2464.0	1	Prdm12|Gm998|RP23-442G9.6|2 B|2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001039514	chr8	85071757	85075161	+	1321.0	1	Dhps|Dhs|-|8 C3|8|protein-coding	1068.000	966.000	631.000	1174.000	390.000
NM_175500	chr14	115092215	116525192	+	2875.0	1	Gpc5|A230034F01Rik|-|14 E4|14|protein-coding	0.000	0.000	7.000	0.000	1.000
NM_026391	chr7	138846386	138883056	+	2042.0	1	Ppp2r2d|1300017E19Rik|D7Ertd753e|MDS026|-|7 F4|7 82.95 cM|protein-coding	1429.000	1402.000	1365.000	1593.000	596.000
NM_001081355	chr4	143107391	143212709	-	7296.0	1	Prdm2|4833427P12Rik|E330024L24Rik|Gm1033|Gm19732|KMT8|Riz|Riz1|Znfpr1c1|RP23-185C16.1|4 E1|4 76.84 cM|protein-coding	3459.000	4109.000	4488.000	3575.000	3636.000
NR_033185	chr14	73142785	73184054	+	3756.0	1	Rcbtb2|2610028E02Rik|2810420M18Rik|AI448345|AW240694|Chc1l|RC/BTB2|-|14 D3|14|protein-coding	292.000	389.000	352.000	315.000	772.000
NM_028386	chr5	112385445	112392213	-	1582.0	1	Asphd2|2900006N09Rik|9230106G13Rik|-|5 F|5|protein-coding	0.000	6.000	0.000	3.000	6.000
NR_030674	chr7	127232418	127233130	-	712.0	1	Gm4532|-|-|7 F3|7|ncRNA	10.000	20.000	31.000	24.000	38.000
NR_052009	chr8	110882456	110902488	-	3948.0	1	Fuk|1110046B12Rik|AI303278|-|8 E1|8|protein-coding	331.000	335.000	389.000	406.000	369.000
NM_146463	chr2	88851952	88852881	+	928.0	1	Olfr1204|MOR232-6|RP23-350F2.5|2 E1|2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001007589	chr4	34550615	34566908	+	1712.0	1	Akirin2|2700059D21Rik|AA114675|AA522011|AU019887|Akirin-2|RP23-176N13.3|4 A5|4|protein-coding	3017.000	3050.000	2347.000	3219.000	1538.000
NM_001290988	chr11	58978093	58991462	+	2318.0	1	Trim11|-|RP23-441I8.6|11|11 B2|protein-coding	1178.000	1070.000	1263.000	1323.000	1345.000
NM_008273	chr2	74682323	74687016	+	3955.0	1	Hoxd11|E230017H14Rik|Hox-4.6|Hox-5.4|Hox-5.5|RP23-313J15.8|2 C3|2 44.13 cM|protein-coding	0.000	0.000	5.000	0.000	0.000
NM_011337	chr11	83647843	83649378	-	785.0	1	Ccl3|AI323804|G0S19-1|LD78alpha|MIP-1alpha|MIP1-(a)|MIP1-alpha|Mip1a|Scya3|RP23-320E6.7|11 C|11 51.04 cM|protein-coding	609.000	111.000	79.000	1055.000	236.000
NM_008800	chr15	103503034	103530056	+	3204.0	1	Pde1b|Pde1b1|-|15 F3|15|protein-coding	439.000	557.000	756.000	730.000	842.000
NM_023371	chr9	20652130	20666584	+	3802.0	1	Pin1|0610025L01Rik|D9Bwg1161e|-|9 A3|9 7.6 cM|protein-coding	2259.000	2075.000	1492.000	2556.000	615.000
NM_130882	chr17	32924688	32947361	-	1696.0	1	Cyp4f13|0610030I10Rik|Cypf13|-|17 B1|17|protein-coding	242.000	300.000	251.000	292.000	199.000
NM_008888	chr5	67094397	67099126	-	2835.0	1	Phox2b|Dilp1|NBPhox|Pmx2b|-|5 C3.1|5 35.95 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001282034	chrX	33657140	33659082	+	1940.0	1	Gm2927|-|RP23-223P15.4|X A3.1|X|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_045710	chr3	10088277	10092562	+	1658.0	1	Gm9833|ENSMUSG00000049230|-|3 A1|3|pseudo	210.000	175.000	124.000	273.000	104.000
NR_027666	chr1	170917594	170927583	-	1722.0	1	Fcrla|BB219290|FCRL|FCRL1|FREB|Fcrlm1|Fcrx|Freb1|mFREB|mFcrX|-|1 H3|1|protein-coding	81.000	153.000	176.000	74.000	410.000
NM_001104549	chr17	18914322	18948071	+	2579.0	1	Vmn2r97|EG627367|Vn2r97|-|17 A3.2|17|protein-coding	5.000	13.000	19.000	14.000	23.000
NM_026018	chr4	115088708	115093894	+	890.0	1	Pdzk1ip1|0610007F13Rik|2700030M23Rik|AU046042|Map17|RP23-246H17.1|4 D1|4|protein-coding	93.000	107.000	105.000	166.000	119.000
NR_033565	chr10	58696745	58704277	+	1315.0	1	BB019430|-|-|-|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_001085544	chrX	77864758	77870033	+	791.0	1	Gm14744|OTTMUSG00000017866|Obp1f|RP23-91C19.7|X A7.3|X|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_007889	chr16	20517064	20532187	+	2936.0	1	Dvl3|-|-|16 A3|16 12.46 cM|protein-coding	531.000	665.000	811.000	787.000	513.000
NM_013809	chr7	26808927	26821197	+	1842.0	1	Cyp2g1|-|-|7 A3|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001103152	chrY	13252391	13254829	+	1334.0	2	Gm20831|-|-|Y|Y|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_105878	chr10	81386347	81386412	+	65.0	1	Mir6913|mmu-mir-6913|-|-|ncRNA	31.000	32.000	10.000	36.000	13.000
NR_033462	chr17	79506049	79510486	-	2578.0	1	Gm10494|ENSMUSG00000073373|-|17 E3|17|ncRNA	0.000	0.000	0.000	1.000	0.000
NM_001038018	chr13	55445331	55460927	+	2983.0	1	Grk6|Gprk6|-|13 B1-3|13 30.06 cM|protein-coding	2985.000	3525.000	4238.000	3334.000	5195.000
NM_010110	chrX	99136130	99148991	+	3251.0	1	Efnb1|Cek5-L|EFL-3|Elk-L|Epl2|Eplg2|LERK-2|Lerk2|Stra1|RP23-110A15.1|X D|X 43.22 cM|protein-coding	208.000	205.000	146.000	228.000	63.000
NM_009854	chr11	121036749	121039478	-	1034.0	1	Cd7|-|RP23-400P17.1|11 E2|11 84.85 cM|protein-coding	117.000	182.000	263.000	53.000	495.000
NM_001136076	chr11	54100924	54131667	+	2260.0	1	P4ha2|AA407196|C76437|P4hl|RP23-309E16.6|11 A5-B1|11 32.13 cM|protein-coding	30.000	50.000	25.000	28.000	27.000
NM_001013750	chr1	28776122	28780252	-	2878.0	1	Gm597|-|-|1 A5|1|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_029711	chr1	74236550	74268213	+	1585.0	1	Arpc2|2210023N03Rik|34kDa|p34-Arc|-|1 C3|1 38.49 cM|protein-coding	10487.000	13158.000	11771.000	12722.000	11454.000
NM_001034103	chrX	92489949	92490679	+	554.0	1	Gm5941|EG546347|RP23-335N15.3|X C2|X|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_174988	chr2	165111507	165234737	-	3572.0	1	Cdh22|-|RP23-428M13.3|2 H3|2|protein-coding	0.000	0.000	0.000	1.000	0.000
NM_001101464	chr6	70956606	70961066	+	1202.0	1	Foxi3|-|-|6 C1|6|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_021555	chr15	76368898	76371411	+	1959.0	1	Hgh1|Brp16|D15Ertd741e|Fam203a|MNCb-5873|15 D3|15 35.78 cM|protein-coding	1490.000	944.000	738.000	1432.000	304.000
NR_105959	chr19	10191375	10191439	+	64.0	1	Mir6993|mmu-mir-6993|-|-|ncRNA	0.000	3.000	0.000	4.000	0.000
NM_028916	chrX	17132049	17319368	-	2537.0	1	Efhc2|4933407D04Rik|mRib72-2|RP23-303N21.1|X|X A1.3|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_025965	chr13	37971401	37994190	-	9296.0	1	Ssr1|2510001K09Rik|6330400D04|AI159733|AI452176|SSR|TRAPA|-|13 A3.3|13|protein-coding	5467.000	5186.000	4418.000	6097.000	2853.000
NM_153424	chr4	152478142	152563184	+	4996.0	1	Nphp4|4930564O18Rik|nmf192|RP23-352D7.1|4 E2|4|protein-coding	125.000	122.000	113.000	101.000	59.000
NM_001134457	chr16	55839953	55895279	-	6422.0	1	Nxpe3|Fam55c|Gm1752|Gm611|-|16 C1.1|16|protein-coding	719.000	607.000	944.000	664.000	1867.000
NM_011613	chr14	78277446	78308043	-	2228.0	1	Tnfsf11|Ly109l|ODF|OPG|OPGL|RANKL|Trance|-|14 D3|14 41.26 cM|protein-coding	13432.000	11984.000	8729.000	12360.000	977.000
NM_025829	chr6	99625137	99666771	-	2504.0	1	Eif4e3|1300018P11Rik|AI451927|eIF4E-3|-|6 D3|6|protein-coding	361.000	410.000	381.000	343.000	573.000
NM_001033266	chr11	89073841	89093064	+	575.0	1	Gm525|-|RP23-176J13.10|11 C|11|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_008570	chr14	56017964	56020391	+	1021.0	1	Mcpt1|AV080368|Mcp-1|-|14 C3|14 28.19 cM|protein-coding	7.000	0.000	0.000	4.000	0.000
NR_029438	chr7	114354640	114415161	-	1040.0	1	4933406I18Rik|4933403D24Rik|RP24-403B15.1|7 F1|7|ncRNA	106.000	48.000	35.000	79.000	17.000
NR_003643	chr6	96164503	96166205	-	1702.0	1	1700123L14Rik|-|-|6 D3|6|pseudo	1.000	0.000	0.000	0.000	0.000
NM_172143	chr13	40001882	40288011	-	2795.0	1	Ofcc1|opo|-|13 A5|13|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001110240	chr4	86983126	87227963	-	10490.0	1	Slc24a2|2810021B17Rik|6330417K15Rik|AI847460|Nckx2|RP23-28B24.1|4 C4|4|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_106155	chr2	26591363	26591420	-	57.0	1	Mir126b|mmu-mir-126b|-|-|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_011277	chr1	151469406	151500823	-	3019.0	1	Rnf2|AI326319|AI450156|AU019207|Ring1B|dinG|-|1 G2|1|protein-coding	2954.000	3277.000	3072.000	2944.000	1536.000
NM_011503	chr8	3631160	3643644	+	2682.0	1	Stxbp2|C79054|Munc-18-2|Munc-18b|Munc18b|Sxtbp2|Sxtp2|Unc18-2|Unc18b|muSec1|-|8 A1|8 1.92 cM|protein-coding	2266.000	2554.000	2650.000	2454.000	3127.000
NM_138311	chr6	115944939	115950233	+	1107.0	1	H1foo|C86609|H1fo|H1oo|-|6 E3|6|protein-coding	0.000	0.000	0.000	1.000	0.000
NM_001101463	chr5	145029600	145032764	-	1122.0	1	Gm4871|EG231885|-|5 G2|5|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_026780	chr4	134930980	134937537	+	1267.0	1	Syf2|1110018L13Rik|Cbpin|D4Bwg1551e|Gcipip|Ntc31|mp29|p29|RP23-79J18.4|4 D3|4 67.15 cM|protein-coding	3406.000	3839.000	3598.000	3990.000	2881.000
NM_146560	chr9	20237162	20260913	+	1120.0	1	Olfr872|MOR145-3|-|9 A3|9|protein-coding	0.000	0.000	9.000	0.000	0.000
NM_010701	chr14	79637690	79662170	-	1427.0	1	Lect1|Bricd3|ChM-I|-|14 D3|14|protein-coding	0.000	2.000	0.000	0.000	0.000
NM_011485	chr8	25808513	25815982	+	3998.0	1	Star|AV363654|D8Ertd419e|-|8 A2|8 14.17 cM|protein-coding	200.000	195.000	177.000	203.000	72.000
NM_172508	chr10	34151393	34207551	-	4217.0	1	Dse|6030499O08|AI480506|B130024B19Rik|Sart2|-|10 B1|10|protein-coding	170.000	159.000	326.000	227.000	449.000
NM_025630	chr13	95350683	95375357	-	3238.0	1	Aggf1|2010009L17Rik|2310029P06Rik|AW112072|Peg3|VG5Q|-|13 D1|13|protein-coding	2223.000	2482.000	2001.000	2470.000	1105.000
NM_027534	chr1	106720410	106759742	-	5570.0	1	Kdsr|6330410P18Rik|9430079B08Rik|Fvt1|-|1 E2.1|1|protein-coding	986.000	781.000	839.000	924.000	475.000
NM_145620	chr9	106477309	106485415	+	1520.0	1	Rrp9|55kDa|D19435|D9Wsu10e|Rnu3ip2|U3-55k|-|9 F1|9 57.59 cM|protein-coding	3250.000	2855.000	1781.000	3940.000	501.000
NM_016789	chr5	144545887	144557478	+	2544.0	1	Nptx2|Narp|np2|-|5 G2|5 84.58 cM|protein-coding	0.000	3.000	0.000	2.000	0.000
NM_001160345	chr7	51997161	52006018	-	3057.0	1	Svip|1700006C13Rik|6620401M08Rik|-|7 B4|7|protein-coding	45.000	53.000	101.000	34.000	196.000
NM_001037957	chr7	28179483	28187298	+	2511.0	1	Dyrk1b|Mirk|-|7 A3|7|protein-coding	235.000	184.000	254.000	259.000	418.000
NR_105849	chr4	36668510	36668586	+	76.0	1	Mir873b|mmu-mir-873b|-|-|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_009473	chr7	44549616	44553965	-	2010.0	1	Nr1h2|AI194859|LXR|LXRB|LXRbeta|NER1|OR-1|RIP15|UR|Unr|Unr2|-|7 B4|7|protein-coding	3503.000	3543.000	2919.000	4197.000	2420.000
NM_001164289	chr14	59380833	59393512	-	1578.0	1	Phf11c|EG628705|Gm6907|Phf11|mCG_1037415|14 C3|14|protein-coding	106.000	126.000	144.000	73.000	182.000
NM_011294	chr15	11981339	11996007	-	3314.0	1	Sub1|AI842364|P15|P9|Pc4|Rpo2tc1|-|15|15 A2|protein-coding	3428.000	3865.000	3196.000	4865.000	2568.000
NM_001200013	chrX	53742901	53757831	-	1213.0	1	1700013H16Rik|Slx2|Xlr6|RP23-451C8.3|X A5|X|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_172515	chr3	75037907	75143723	-	2399.0	1	Zbbx|4931432L23|-|3 E3|3|protein-coding	0.000	0.000	0.000	1.000	0.000
NR_033599	chr12	4782170	4783512	+	1342.0	1	Gm6682|EG626534|-|12 A1.1|12|pseudo	5.000	1.000	1.000	1.000	0.000
NM_025536	chr15	76899941	76901297	+	994.0	1	Commd5|2310065H03Rik|AI854466|D15Ertd81e|Hcarg|-|15 D3|15 36.28 cM|protein-coding	339.000	433.000	332.000	441.000	231.000
NM_183306	chr5	117133588	117275098	+	4302.0	1	Taok3|2900006A08Rik|A130052D22|A430105I05Rik|-|5 F|5|protein-coding	1556.000	2072.000	1879.000	2244.000	2076.000
NM_028922	chr19	28963920	28966801	+	2879.0	1	Ppapdc2|4932443D16Rik|-|19 C1|19|protein-coding	358.000	445.000	528.000	520.000	434.000
NM_001081160	chr17	29827958	29887882	-	7548.0	1	Mdga1|1200011I03Rik|GPIM|Mamdc3|-|17|17 B1|protein-coding	51.000	72.000	58.000	55.000	103.000
NM_172296	chr4	109978025	109983684	+	2942.0	1	Dmrta2|Dmrt5|RP23-113G7.3|4 C7|4|protein-coding	33.000	35.000	22.000	28.000	25.000
NM_029053	chr16	17544465	17561247	-	2220.0	1	4930451C15Rik|mCG12354|mCP17390|-|16|16 B1|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_007668	chr5	24418242	24423530	-	2044.0	1	Cdk5|AW048668|Crk6|-|5 A3-B1|5 11.73 cM|protein-coding	259.000	210.000	311.000	370.000	271.000
NM_175681	chr11	67706430	67771153	-	4858.0	1	Glp2r|9530092J08Rik|GLP-2|RP23-338M9.1|11 B3|11|protein-coding	0.000	0.000	0.000	1.000	0.000
NM_033371	chr15	76671680	76694915	+	2610.0	1	Ppp1r16a|2900084E10Rik|Mypt3|R75527|-|15 D3|15 36.25 cM|protein-coding	1149.000	1232.000	1033.000	1216.000	411.000
NM_011574	chr8	106893640	106923094	+	2230.0	1	Cirh1a|Cirhin|Naic|Teg-292|Tex292|-|8 D3|8|protein-coding	4276.000	3185.000	2314.000	4612.000	807.000
NM_172991	chr5	3583978	3596547	-	2323.0	1	Rbm48|AW548102|C030048B08Rik|-|5 A1|5|protein-coding	780.000	658.000	628.000	679.000	578.000
NM_013676	chr7	28314896	28338719	-	3479.0	1	Supt5|AL033283|AL033321|AU019549|Spt5|Supt5h|-|7 A3|7 16.68 cM|protein-coding	5761.000	6497.000	6206.000	7040.000	3904.000
NR_040441	chr4	155608297	155624755	-	2490.0	1	Gm16023|OTTMUSG00000029160|-|4|4 86.65 cM|ncRNA	138.000	118.000	176.000	124.000	168.000
NR_030250	chr6	3721897	3722003	-	106.0	1	Mir489|Mirn489|mir-489|mmu-mir-489|-|6|6|ncRNA	0.000	0.000	0.000	0.000	0.000
NR_028355	chr18	36667187	36670311	-	1083.0	1	Sra1|AA959952|Sra|Srap|Straa1|Strra1|-|18 B2|18|protein-coding	1639.000	1589.000	1364.000	1722.000	717.000
NM_146564	chr9	19120957	19121911	+	953.0	1	Olfr836|MOR152-3|-|9 A2-A5|9|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_009699	chr15	99579056	99584545	+	1410.0	1	Aqp2|AQP-CD|WCH-CD|cph|jpk|-|15 F1|15 56.13 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_029532	chr6	31063023	31063093	-	70.0	1	Mir29b-1|Mirn29b|Mirn29b-1|-|6|6|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_146497	chr7	108322730	108323674	-	943.0	1	Olfr492|MOR204-18|-|7 E3|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_177801	chr11	103208127	103218432	-	1105.0	1	Spata32|4933400C05Rik|VAD1.2|RP23-341C5.4|11 E1|11|protein-coding	7.000	3.000	0.000	2.000	0.000
NM_201258	chr4	144157556	144162651	-	1848.0	1	Oog3|AA617276|C86881|RP23-468M24.1|4 E1|4|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001281975	chr8	11611581	11635757	-	2444.0	1	Ankrd10|4833425P12Rik|AW549277|-|8 A1.1|8|protein-coding	1460.000	1240.000	1420.000	1589.000	1461.000
NM_016891	chr17	20945454	20965905	+	2239.0	1	Ppp2r1a|6330556D22Rik|PP2A|PR65|-|17 A3.2|17|protein-coding	6994.000	7753.000	6547.000	8375.000	2916.000
NM_001033400	chr13	50467307	50475355	+	2539.0	1	Gm806|Fam22|-|13 A5|13|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_145396	chr17	24700653	24707653	-	2491.0	1	Tbl3|9430070M15Rik|-|17 A3.3|17|protein-coding	2372.000	1944.000	1195.000	2708.000	608.000
NM_022018	chr1	151571373	151719347	+	3923.0	1	Fam129a|AI256368|AU019833|Niban|-|1 G2|1|protein-coding	7923.000	14171.000	14553.000	10649.000	3366.000
