	chr	start	end	strand	Stat	Parent files	Total subpeaks	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr8-88669152-2	chr8	88623054	88720430	+	1048.650024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-23414	chr8-35926	chr8	88623054	88720430	+	1048.650024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_145857, intron 6 of 12)	MIR|SINE|MIR	24395	NM_145857	257632	Mm.222633	NM_145857	ENSMUSG00000055994	Nod2	ACUG|BLAU|CD|Card15|F830032C23Rik|IBD1|Nlrc2	nucleotide-binding oligomerization domain containing 2	protein-coding
Merged-chr1-82831662-2	chr1	82787506	82878383	+	1045.3500980000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-53418	chr1-39155	chr1	82787506	82878383	+	1045.3500980000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-6539	NM_010472	15463	Mm.392569	NM_010472	ENSMUSG00000026159	Agfg1	AU045498|C130049H11Rik|C85612|D730048C23Rik|Hrb|RAB|Rip	ArfGAP with FG repeats 1	protein-coding
Merged-chr16-43638910-2	chr16	43541432	43730319	+	1037.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr16-22349	chr16-36538	chr16	43541432	43730319	+	1037.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-4780	NR_030576	100124467	0	NR_030576	miRBase:MI0005517	Mir568	Mirn568|mmu-mir-568	microRNA 568	ncRNA
Merged-chr15-59046851-2	chr15	58975048	59108376	+	1034.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-44209	chr15-40975	chr15	58975048	59108376	+	1034.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001146180, intron 3 of 13)	intron (NM_001146180, intron 3 of 13)	40314	NM_001146180	211401	Mm.215481	NM_144800	ENSMUSG00000022353	Mtss1	2310003N14Rik|BC024131|D130001D01Rik|Mim|mKIAA0429	metastasis suppressor 1	protein-coding
Merged-chr2-32052864-2	chr2	32008269	32088730	+	1027.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-67875	chr2-42785	chr2	32008269	32088730	+	1027.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_172268, intron 33 of 35)	intron (NM_172268, intron 33 of 35)	-2447	NR_106135	102466844	0	NR_106135	0	Mir7674	mmu-mir-7674	microRNA mir-7674	ncRNA
Merged-chr19-53887292-2	chr19	53838625	53946341	+	1027.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-28855	chr19-28031	chr19	53838625	53946341	+	1027.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_011050, intron 1 of 11)	intron (NM_011050, intron 1 of 11)	252	NM_011050	18569	Mm.1605	NM_011050	ENSMUSG00000024975	Pdcd4	D19Ucla1|Ma3|Tis	programmed cell death 4	protein-coding
Merged-chr8-25619328-2	chr8	25557211	25664371	+	1024.8500980000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-17229	chr8-42512	chr8	25557211	25664371	+	1024.8500980000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001001735, intron 1 of 9)	B1_Mus2|SINE|Alu	8485	NM_001001735	234135	Mm.217337	NM_001001735	ENSMUSG00000054823	Whsc1l1	6720429E03|A530023P05|AI528490|NSD3|WHISTLE	Wolf-Hirschhorn syndrome candidate 1-like 1 (human)	protein-coding
Merged-chr10-111207154-2	chr10	111156002	111262364	+	1023.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-47554	chr10-35326	chr10	111156002	111262364	+	1023.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001003717, intron 2 of 22)	intron (NM_001003717, intron 2 of 22)	44381	NM_175489	237542	Mm.220204	NM_175489	ENSMUSG00000020189	Osbpl8	AA536976|AA536995|C730029P18Rik|D330025H14Rik|ORP-8	oxysterol binding protein-like 8	protein-coding
Merged-chr16-76333922-2	chr16	76282978	76380303	+	1022.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr16-17295	chr16-15533	chr16	76282978	76380303	+	1022.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_173440, intron 2 of 3)	intron (NM_173440, intron 2 of 3)	41409	NM_173440	268903	Mm.74711	NM_173440	ENSMUSG00000048490	Nrip1	6030458L20Rik|8430438I05Rik|9630050P12|AA959574|AW456757|RIP140	nuclear receptor interacting protein 1	protein-coding
Merged-chr10-6982766-2	chr10	6952365	7014601	+	1019.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-19184	chr10-35861	chr10	6952365	7014601	+	1019.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001039652, intron 4 of 5)	B4|SINE|B4	-3018	NM_001170801	320495	Mm.331674	NM_001033391	ENSMUSG00000064065	Ipcef1	A130090K04Rik	interaction protein for cytohesin exchange factors 1	protein-coding
Merged-chr5-103752704-2	chr5	103691675	103816786	+	1016.1000369999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-1619	chr5-4269	chr5	103691675	103816786	+	1016.1000369999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	promoter-TSS (NM_001080798)	promoter-TSS (NM_001080798)	68	NM_133919	17355	Mm.6949	NM_133919	ENSMUSG00000029313	Aff1	9630032B01Rik|AW319193|Af4|Mllt2h|Rob	AF4/FMR2 family, member 1	protein-coding
Merged-chr7-28803240-2	chr7	28764771	28850858	+	1015.1999509999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr7-55846	chr7-46286	chr7	28764771	28850858	+	1015.1999509999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-3076	NM_177301	15388	Mm.9043	NM_177301	ENSMUSG00000015165	Hnrnpl	C79783|D830027H13Rik|Hnrpl	heterogeneous nuclear ribonucleoprotein L	protein-coding
Merged-chr18-56437690-2	chr18	56366336	56479884	+	1013.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr18-14074	chr18-20128	chr18	56366336	56479884	+	1013.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-9022	NM_026240	107022	Mm.24356	NM_026240	ENSMUSG00000001700	Gramd3	9030613F08Rik|9130427A09Rik|AW061306|NS3TP2	GRAM domain containing 3	protein-coding
Merged-chr4-149897813-2	chr4	149838461	149958783	+	1012.9499509999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-52340	chr4-52208	chr4	149838461	149958783	+	1012.9499509999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_029035, intron 2 of 2)	intron (NM_029035, intron 2 of 2)	56384	NM_029035	74646	Mm.30	NM_029035	ENSMUSG00000039911	Spsb1	1110014L01Rik|4930422J18Rik|AI596360|AI854583|SSB-1|SSB1	splA/ryanodine receptor domain and SOCS box containing 1	protein-coding
Merged-chr5-37079035-2	chr5	37036585	37122165	+	1012.4500119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-32010	chr5-29762	chr5	37036585	37122165	+	1012.4500119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_178394, intron 1 of 12)	RLTR31B2|LTR|ERVK	28518	NM_178394	76071	Mm.85280	NM_178394	ENSMUSG00000063646	Jakmip1	5830437M04Rik|C330021K24Rik|Gababrbp|Marlin-1	janus kinase and microtubule interacting protein 1	protein-coding
Merged-chr15-97796313-2	chr15	97742346	97850621	+	1010.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-48133	chr15-39270	chr15	97742346	97850621	+	1010.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_019572, intron 20 of 23)	intron (NM_019572, intron 20 of 23)	12118	NM_026353	67739	Mm.28955	NM_026353	ENSMUSG00000081534	Slc48a1	4930570C03Rik	solute carrier family 48 (heme transporter), member 1	protein-coding
Merged-chr13-117228396-2	chr13	117193539	117263960	+	1009.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr13-33239	chr13-40196	chr13	117193539	117263960	+	1009.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_010330, intron 1 of 8)	intron (NM_010330, intron 1 of 8)	8176	NM_010330	13723	Mm.274926	NM_010330	ENSMUSG00000021728	Emb	AL022799|Gp70	embigin	protein-coding
Merged-chr6-140636534-2	chr6	140593261	140724683	+	1008.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-45166	chr6-48943	chr6	140593261	140724683	+	1008.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_009637, intron 8 of 8)	C-rich|Low_complexity|Low_complexity	34674	NM_009637	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding
Merged-chr8-35634090-2	chr8	35584586	35685053	+	1007.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-25555	chr8-38357	chr8	35584586	35685053	+	1007.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001081279, intron 1 of 2)	intron (NM_001081279, intron 1 of 2)	-45799	NR_040376	100504714	Mm.381744	NR_040376	ENSMUSG00000097357	Gm16793	-	predicted gene, 16793	ncRNA
Merged-chr17-28468074-2	chr17	28407251	28532418	+	1007.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr17-29583	chr17-30551	chr17	28407251	28532418	+	1007.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_010220, intron 1 of 10)	intron (NM_010220, intron 1 of 10)	16315	NM_010220	14229	Mm.276405	NM_010220	ENSMUSG00000024222	Fkbp5	D17Ertd592e|Dit1|FKBP-5|FKBP51	FK506 binding protein 5	protein-coding
Merged-chr3-83986650-2	chr3	83913238	84048715	+	1007.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-20964	chr3-46720	chr3	83913238	84048715	+	1007.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_172681, intron 3 of 34)	intron (NM_172681, intron 3 of 34)	59185	NM_172681	229473	Mm.28838	NM_172681	ENSMUSG00000033767	D930015E06Rik	Kiaa0922|mKIAA0922	RIKEN cDNA D930015E06 gene	protein-coding
Merged-chr16-24196346-2	chr16	24109120	24275997	+	1006.5500490000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr16-29535	chr16-19322	chr16	24109120	24275997	+	1006.5500490000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-200792	NM_178665	210126	Mm.209385	NM_178665	ENSMUSG00000033306	Lpp	9430020K16Rik|AA959454|AU024130|B130055L10Rik|C79715|D630048H16	LIM domain containing preferred translocation partner in lipoma	protein-coding
Merged-chr2-102872627-2	chr2	102810513	102916888	+	1006.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-52663	chr2-57243	chr2	102810513	102916888	+	1006.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001177787, intron 2 of 10)	intron (NM_001177787, intron 2 of 10)	37965	NM_001039150	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding
Merged-chr10-75317032-2	chr10	75259674	75365788	+	1003.8000490000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-39142	chr10-50883	chr10	75259674	75365788	+	1003.8000490000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	TTS (NM_001145826)	TTS (NM_001145826)	-4146	NM_009630	11540	Mm.333734	NM_009630	ENSMUSG00000020178	Adora2a	A2AAR|A2aR|AA2AR	adenosine A2a receptor	protein-coding
Merged-chr10-19982403-2	chr10	19933572	20041246	+	1003.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-49820	chr10-43982	chr10	19933572	20041246	+	1003.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_008580, intron 1 of 29)	B4|SINE|B4	52883	NM_008580	26408	Mm.6595	NM_008580	ENSMUSG00000071369	Map3k5	7420452D20Rik|ASK|ASK1|MAPKKK5|Mekk5	mitogen-activated protein kinase kinase kinase 5	protein-coding
Merged-chr4-129548611-2	chr4	129495691	129587809	+	1001.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-21501	chr4-28908	chr4	129495691	129587809	+	1001.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_008228, intron 1 of 13)	PB1D10|SINE|Alu	896	NM_008228	433759	Mm.202504	NM_008228	ENSMUSG00000028800	Hdac1	HD1|Hdac1-ps|MommeD5|RPD3	histone deacetylase 1	protein-coding
Merged-chr10-99218656-2	chr10	99165516	99270327	+	1000.9499509999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-47410	chr10-35255	chr10	99165516	99270327	+	1000.9499509999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-45310	NM_026268	67603	Mm.1791	NM_026268	ENSMUSG00000019960	Dusp6	1300019I03Rik|MKP-3|MKP3|PYST1	dual specificity phosphatase 6	protein-coding
Merged-chr3-52854501-2	chr3	52785569	52907785	+	999.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-41170	chr3-37453	chr3	52785569	52907785	+	999.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	MTA_Mm-int|LTR|ERVL-MaLR	80989	NR_040555	622124	Mm.389434	NR_040555	0	Gm20750	-	predicted gene, 20750	ncRNA
Merged-chr7-101092364-2	chr7	101041310	101143228	+	999.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr7-26601	chr7-22720	chr7	101041310	101143228	+	999.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	B1_Mus1|SINE|Alu	-16506	NM_001146010	207278	Mm.263041	NM_199012	ENSMUSG00000030691	Fchsd2	BC034086|R74866|Sh3md3|mKIAA0769	FCH and double SH3 domains 2	protein-coding
Merged-chr2-174612407-2	chr2	174555569	174655725	+	996.4499509999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-42663	chr2-59639	chr2	174555569	174655725	+	996.4499509999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-37887	NM_001099328	100043757	Mm.48711	NM_001099328	ENSMUSG00000050600	Zfp831	ENSMUSG00000050600|OTTMUSG00000017459	zinc finger protein 831	protein-coding
Merged-chr8-69956552-2	chr8	69888063	70012565	+	995.9500119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-40311	chr8-35037	chr8	69888063	70012565	+	995.9500119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001286450, intron 2 of 12)	intron (NM_001286450, intron 2 of 12)	24069	NM_001113346	234366	Mm.270044	NM_145596	ENSMUSG00000036180	Gatad2a	1110066C11Rik|BC031407|C80248	GATA zinc finger domain containing 2A	protein-coding
Merged-chr3-89890150-2	chr3	89858891	89923945	+	995.75	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-42640	chr3-31675	chr3	89858891	89923945	+	995.75	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_010559, intron 1 of 9)	intron (NM_010559, intron 1 of 9)	21744	NM_010559	16194	Mm.2856	NM_010559	ENSMUSG00000027947	Il6ra	CD126|IL-6R|Il6r	interleukin 6 receptor, alpha	protein-coding
Merged-chr9-44020710-2	chr9	43973883	44054652	+	994.3000490000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr9-48911	chr9-36241	chr9	43973883	44054652	+	994.3000490000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-29117	NM_009382	21838	Mm.3951	NM_009382	ENSMUSG00000032011	Thy1	CD90|T25|Thy-1|Thy-1.2|Thy1.1|Thy1.2	thymus cell antigen 1, theta	protein-coding
Merged-chr19-9937777-2	chr19	9874058	10000669	+	989.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-26210	chr19-20198	chr19	9874058	10000669	+	989.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	RMER12|LTR|ERVK	-37830	NM_016692	16319	Mm.29755	NM_016692	ENSMUSG00000024660	Incenp	2700067E22Rik|AU019509|C130081E20|C77457	inner centromere protein	protein-coding
Merged-chr8-25098370-2	chr8	25047960	25149484	+	987.5499880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-33606	chr8-34262	chr8	25047960	25149484	+	987.5499880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_031257, intron 1 of 11)	intron (NM_031257, intron 1 of 11)	3089	NM_031257	83436	Mm.261122	NM_031257	ENSMUSG00000031557	Plekha2	6430512N22Rik|AI851530|AU041791|TAPP2|W91773	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2	protein-coding
Merged-chr5-73246196-2	chr5	73180955	73301827	+	984.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-21860	chr5-23408	chr5	73180955	73301827	+	984.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_028194, intron 1 of 62)	intron (NM_028194, intron 1 of 62)	15227	NM_028194	72313	Mm.260594	NM_028194	ENSMUSG00000070733	Fryl	2010313D22Rik|2310004H21Rik|2510002A14Rik|9030227G01Rik|mKIAA0826	furry homolog-like (Drosophila)	protein-coding
